,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X600690.SH,X002304.SZ,X002475.SZ,X000651.SZ,X600104.SH,X600276.SH,X300124.SZ,X000725.SZ,X003816.SZ,X600031.SH,X002129.SZ,X300014.SZ,X002371.SZ,X002241.SZ,X002049.SZ,X000063.SZ,X000596.SZ,X000338.SZ,X002179.SZ,X000625.SZ,X300142.SZ,X600703.SH,X600089.SH,X601877.SH,X000661.SZ,X600741.SH,X600460.SH,X000100.SZ,X000733.SZ,X002180.SZ,X600522.SH,X000157.SZ,X600702.SH,X000799.SZ,X600884.SH,X002236.SZ,X002074.SZ,X600584.SH,X002432.SZ,X600183.SH,X002414.SZ,X000800.SZ,X601799.SH,X000977.SZ,X600779.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.250301640641124,0,0,0,0.117776862565261,0.0542918507809636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229740301830879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0297020430523919,0,0,0,-0.0311255188006583,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.208036561549494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191340188774846,0.00193591759982058,0,0,0,0,0,0,0,0,0,0,0.10227362983762,0,0,0,0,0,0,0,0,0,0,-0.018382456631121,0,0,0,0,0,0.180686879566207,0,-0.00773630586204883,0.00735565342067501,0,0,0,0,0,0
X002415.SZ,0,0,0,0.254818203512272,0,0,0,0,-0.207243107294856,0,0,0.0789023855672332,0,0,0,0,0.00437521113115119,0,0,0,0,0,0,0,-0.223448450017993,0,0,0,0,0,0,0,0,0,0.100202986634406,0,0,0,0,0.0607418238766387,0.456570256737148,0,0,0.0669937299673758,0,0,0,0,0,0,0.0940173950191463,0,0.024784641894899,0,0,0,0,0,0
X600809.SH,0,0,0.0831751240584505,0,0.566704782178211,0,0,0,0,0,0,0,0,0,0,0,0,0.0977027250046872,-0.0446819524830318,0,0,0,0,0,0,0,0.0509566246479478,-0.0177345290762915,0,0,-0.0740319731862808,0,0,0.0334442880249307,0,0.102262231198119,0,0.131840086560429,0,0,0,0,0,-0.0529559475079751,0,0,0,0,0.047923865731126,0,0.0958522158721822,0.000229532776641235,0.0129437466197591,0,0,0,0,0,0
X000568.SZ,0,0.0394600188941915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048436432068055,0,0,0.0290928931848748,0.264696146921002,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.128205537442724,0,0,0.0646041661457639,0,0,0,0,0,0.0163184627399177,0,0,0,0,0,0,0,2.71050543121376e-20,0.0338627753498554,0,0,0,0,0,0
X600690.SH,0,0.277160227016215,0,0,0.0711766728842712,0,0,0,0,0,0.216891659430698,0,0,0,0,0,0.00135381515944788,0,0,0,-6.93889390390723e-18,0,0.0188417794088457,0,0.061511423992014,0,0,0,0,0,0.14069535495466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0.0558739645180033,0,-0.0244039092452713,0,0,0,0,0,0
X002304.SZ,0.271825611928877,0,0,0.171635607784779,0.00664089162594258,0.0624008295926778,0,0,0,0,0,0.0581791273963113,0,0.11286620158019,0,0,0,-0.130376774881444,0,0,0,0.141708960146461,0,0,0,0,0,0,0,0.0504519300397732,0.0362734928631771,0,0,0,0,0,0,0.241656605911887,0,0,0,0,0,0,0,0,0,0,0,0,0.0710411838693791,0,-0.00617876494815654,0,0,0,0,0,0
X002475.SZ,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,-0.199653766477427,0,0,0,0.152126533042938,0.394160106116025,0,0,0.134272648577019,0,0,0,0,0,-0.00823947750843762,0,0,0,0,0,0,0,0.0369915832474614,-0.117868810540616,0,0,0,0.0709063377786319,0,0,0,0,0,0,0,0.136055077875699,0,0.0681783294689555,-0.0649818074879141,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.104439937933666,0,0,0,0,0.0373516578901145,0,0,0.188672698259305,0,0,0,0,0,0,0.00457038165611095,0,0,0,0,0,0,0,0,0,0,0.0419988479624515,0,0,0,0,0,0,0,0,0,0,0,0,0,0.236497284272234,0,0.0422065309788093,0,0,-0.00181425732192333,-0.0257699472502486,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0.0683926065054212,0,0,0,0,0,0,0.0903087400692714,0.0316342161243411,0,0,0,0,0,0,0,0,0,0.124816012966035,0,0,0,0,0,0.0104048916999164,0,0,0.0544785523264262,0.0036889781872417,0.0170392940450542,0,0,0,0,0,0,0.0244824402133467,0,0,0,0.0454595685882349,0,0.0799967168581439,0,0.0493685407771329,0,0,0,0,0,0,0,0
