,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X002475.SZ,X600104.SH,X000063.SZ,X600031.SH,X003816.SZ,X002304.SZ,X000725.SZ,X000568.SZ,X000661.SZ,X000338.SZ,X600690.SH,X600703.SH,X600809.SH,X300003.SZ,X600183.SH,X002007.SZ,X002371.SZ,X600741.SH,X000596.SZ,X300014.SZ,X000100.SZ,X002241.SZ,X300142.SZ,X000977.SZ,X601877.SH,X300124.SZ,X002236.SZ,X000157.SZ,X000625.SZ,X000800.SZ,X002463.SZ,X002129.SZ,X600118.SH,X002456.SZ,X002223.SZ,X600498.SH,X002049.SZ,X002179.SZ,X300136.SZ,X600584.SH,X600271.SH,X002414.SZ,X000066.SZ,X600522.SH,X002185.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.371620399299551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0581987512641848,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0.0416593326511814,0,0,0,0.0412558942007285,0,0,0,-0.0393592835832398,0,0,0,0,0,0,-0.0362184290501514,0.0269916804785588,0.0570667008703162,0.0275862195018289,0.00116030953186272,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.164259090823061,0,0,0,0,0,0.28187697017965,0,0,0,0,0.20802956106131,0,0,0,0,0,0.146979397432481,0.00935536405738306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0223262228738798,0,0,0,0,0,0,0,0,0.0456609410634577,0,0.0069818046625655,0.00901473893289909,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0727340276665443,0,0,0,0.053648782120073,0,0,0,0,0,0,0,0,0,0,0.0978377398860464,0,0,0,0.118590926879377,0,0,0,0,0.0183911504521991,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0151717996727275,0,0,0,0,0,0,0
X000651.SZ,0,0.238323957723097,0,0,0,0.0883555740805671,0.00764481387022826,0,0.108937620567615,0,0,0,0,0,0.0533889526997287,0.156283269299066,0,0,0,0,0,0,0,0,0,0,0,0.0443281007496281,0,0,0,0,0,0,0,0,0,0,-0.0767669362947205,0,0,0.0584893120785766,0,0,0,0,0,0,0,0,0,0,0.00199426144867914,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0320433686939383,0,0,0,0,0,0,0,0,0.0369605824330557,0,0.225483021299132,0.074798087451616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00390013489291404,0.0530060981736704,0,0.110885913077393,1.38777878078145e-17,0,0,0.0525925087223174,0,0.0396582617142377,0,0.0167497859270539,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0.267457209441333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0423969331885654,0.120697681913777,0,0.127161391563437,0,0.167186418325327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.296186324864098,0,0,0,0,0,0,0,0.018269659102516,-0.00566162105244041,0,0,0,0,0,0
X600104.SH,0,0.29449902845794,0,0,0,0,0,0,0.00597507224609861,0,0,0,0,0,0,0,0,0,0.0228058498125805,0,0,0,0.0972050204018394,0.0443524390612088,0,0,0,0,0.0584220688862495,0,0,0,0,0.0702434942895733,0.184084437031253,0,0.0366767282935708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00664571021582234,0.0338146814659171,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.0542522377848924,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128447525071119,0,0,0,0,0.129898010583841,0,0,0,0,0,0,0,0,0.197825318509372,0,0,0,0.0454455370107836,0,0,0.268821817217782,0,0,0.133881095970963,0,0,0.0283492948802476,0,-0.116037331701315,0,0,0.0325566180947096,0.0216648635093743,0,0,0,0,0,0
X600031.SH,0,0.132765571003253,0,0,0,0,0,0,0,0,0.0648601912477022,0,0,0,0,0,0,0,0,0.0138111050078448,0,0,0,0,0.066182272762747,0,0,0,0,0,0,0,0.508383416478869,0.0241920096183437,0,0,0,0,0,0,0,0.0317279277619578,0,0,0,0,0,0,0,0,0,0.00790756087131226,0.00598951605168243,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,-5.42101086242752e-20,0,0,0,0,0,0,0,0.155154062189489,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0752194553873925,0,0,0,0.0563932325388047,0,0,0,0.00769389531461837,0,0,0,0,0,0.140130011372563,0,0,0.185537488463222,0.0224805640871286,0,0,0.00922764469664029,-0.0171572333121917,0,0,0,0,0,0
