,X600519.SH,X600104.SH,X000651.SZ,X000858.SZ,X600276.SH,X002415.SZ,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X002475.SZ,X000338.SZ,X000568.SZ,X600031.SH,X600741.SH,X600703.SH,X300003.SZ,X600271.SH,X601877.SH,X300124.SZ,X002456.SZ,X600487.SH,X002007.SZ,X000596.SZ,X002008.SZ,X002236.SZ,X600566.SH,X000100.SZ,X600867.SH,X002179.SZ,X600809.SH,X000661.SZ,X600498.SH,X000625.SZ,X300146.SZ,X600066.SH,X002294.SZ,X000157.SZ,X600177.SH,X300136.SZ,X002506.SZ,X600089.SH,X000977.SZ,X002180.SZ,X300142.SZ,X600372.SH,X002241.SZ,X000981.SZ,X600522.SH,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.209023531052731,0,0,0.275059687925532,0,0,0,0,0,0.114055803410172,0,0,0,0.100327273758435,0,0,0.0842763311752824,0,0,0,0.0666262839580476,0,0.00148123911455926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0478756102155044,0,0,0,0,0,0,0,0,0,0.00269586027402783,0,0,0,0,0,0
X600104.SH,0,0,0,0.0371677929497823,0.0527523810027677,0,0,0,0.0248172411034553,0,3.46944695195361e-18,0,0,0,0.105157517000638,0,0,0,0,0,0,0,0,0,0,0.137211519732069,0,0,0,0,0.171334698998455,0.0157357246366135,0,0,0,0,0,0,0,0,0,0,0.243726014357641,0,0,0,0,0,0,0.0841204040845418,0,0.0189283392078594,0.012742376928228,0,0,0,0,0,0
X000651.SZ,0.209184989202458,0,0,0,0,0,0,0,0,0,0,0,0.179873176487996,0,0.0312142251288599,0,0.0241590339210586,0,0,0.074947393407756,0,0,0,0.13885980171516,0,0,0,0,0.0382304219240689,0,0.0103939439859255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030503784427094,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0.0265369812993284,0.122613593838764,0,0,0,0,0.134893573450959,0.0106270337698081,0,0,0,0,0.289679676160668,0,0.0111472554926753,0,0,0,0.0146746954971548,0,0,0,0,0.129048063235646,0.045100652681878,0.00894454439153616,0,0,0,0,0.0777238479987038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0.0284824639457894,0,0,0,0,0,0,0.295027945706014,0,0,0,0,0,0.103165966037655,0,0,0.193899404097272,0,0,0.0503081163608831,0,0,0,0,0,0.262901311498873,0,0.0742537332797961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0359800917439097,0.023641652144476,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00678841285294969,-1.73472347597681e-18,0.062720031269045,0.583584175964367,0,0,0,0,0,0,0.0600637482544421,0,0,0,0,0,0,0,0,0,0.105705860697289,0.0717484125387994,0,-0.0648496668108542,0,0,0,0,0.242446612672882,0.03913185552731,0.0928749893710713,0,0,0,0,0,0
X002304.SZ,0,0,0,0.459557224934997,0,0,0,0,0,0.157455381327487,0,0,0.399924529938561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149656547346469,-0.0488316696607072,0,0,0,0,0,0,0,0,0,0,0,-0.042108091182895,0,-0.0248554616274266,0,0,0,0,0,0.0194608952662364,0.00114690877171385,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0449442636631825,0,0,0.0704559240295747,0,0,0,0,0.160120590673162,0,0,0,0,0,0.425246857557822,0,0,0,0.0734434612925379,0.0563542975598917,0,0,0,0,0,0,0,0.079729479433273,0,0.0347823735069574,0.0897841143264467,0,0.197170159640059,0,0,0,0,0,0.000743190785846261,0.032207007649111,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166339730466141,0,0,0,0,0.305895340276021,0,0,0,0,0,0,0,0,0,0,0,0,-0.0704114769329963,0.238100880383573,-0.00617744227354509,0,0,0,0,0,0,0,0.175047460526211,0,0,0,0,0,0,0,-0.0396400637593956,0.00773612119517709,-0.0252903573525863,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.154224525653913,0.0159736716013254,0,0,0,0.00751354707893643,0,0,0,0,0,0,0,0,0,0.352803061233309,0.173351550802517,0,0,0,0,0,0,0,0,0,0,0,0,-0.0731122392138408,0,0,0,0,1.38777878078145e-17,0,0,2.16840434497101e-19,0.346912665950881,0,0,0,0,0,0,0,0.0347140383532454,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0.0726201291581604,0,0,0,0,0,0,0.148590203354011,0.0193249681307697,0,0,0.450540803274621,0,0,0,0,0,0,0,0,0,0,0.284373527690527,0,0,0,0,0,0,0,0.129567298453289,0,0,0.0925496632348997,0,0,0,0,0,0,0,0,0.00637124173797907,0.0777989716616834,0,0,0,0,0,0
X000338.SZ,0,0.140872020228062,0.23137564638888,0,0,0,0,0,0,0,-0.0106644532308321,0,0,0,0,0,-0.0657551264136925,0,0,0.057240835444339,0,0,0,0.0778045064556785,0,0,0,0,0,0,0.124016604481664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101095901981253,0.00789042644387153,0,0.106501602882758,0,0,0.0154502067309441,-0.00271443653815064,0,0,0,0,0,0
X000568.SZ,0,0,0,0.49177207246645,0,0,0.106896567785531,0,0,0,0,0,0,0,0,0,0.162480599699574,0.0336833191529224,0,0,0,0,0,0,0,0,0,0,0,0,0.214128997555143,-0.0500590117780231,0,0,0,0,0,0,0,0,0,0,0,0.0403423956894639,0,0,0,0,0,0,0.000571768275022667,-0.0239565735948623,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0.0343282823869689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197244987817719,0.0995192145224528,0.124973276143116,0,0,0,0.0592150254187629,0.0704838565249895,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0.00790968233825992,0,0.189223222228583,0.0922070509595529,0,0.00681543211812944,0,0,0,-0.0336573619272455,0,0,0,0,0,0,0
