,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600276.SH,X600809.SH,X002475.SZ,X600690.SH,X000651.SZ,X002304.SZ,X600104.SH,X000625.SZ,X300124.SZ,X000725.SZ,X003816.SZ,X000596.SZ,X000063.SZ,X002371.SZ,X000338.SZ,X600031.SH,X300014.SZ,X002179.SZ,X000100.SZ,X002129.SZ,X600703.SH,X600089.SH,X002236.SZ,X002049.SZ,X002241.SZ,X600372.SH,X000661.SZ,X600584.SH,X000157.SZ,X600741.SH,X000977.SZ,X601877.SH,X600522.SH,X000800.SZ,X002007.SZ,X002074.SZ,X600183.SH,X601799.SH,X002463.SZ,X002180.SZ,X600418.SH,X300142.SZ,X000733.SZ,X000066.SZ,X002028.SZ,X600460.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0541956388274604,0,0.277566358282489,0,0.0585114993377717,0,0,0,0,0.0953447588952283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00307748686899441,0,0,0,0,0,0,0.0106946912237377,0,0,0,0,0,0,0.107958882401523,0,0,0,0,0,0,0.162742671353533,0,0,-0.00838291247440934,0,0.0149132274348289,0,0,0.00435784913989419,0,0
X000858.SZ,0.147197435939397,0,0,0.186416212549868,0,0,0,0,0,0,0,0.175378296465528,-0.0309857839139398,0,-0.0269118901580073,0.224372497949944,-0.0204589627633064,0,0,0,0,0,0.0518034125508954,0,0,0,0,-0.0687560719772204,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.164724105989287,0,0.134907895157325,-6.93889390390723e-18,0,0,0,0,0,0,0,-0.00939173193191941,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182196157062516,0,0,0,0,0,0,0,0,0.103048321332311,0,0,0,0,0,0,0,0.116660396112365,0,0,0,0,0,0,0,0.0209131221168363,0,0,-0.00459129063783922,0,0,0.0465670678256176,0,0.104757303218687,0.0091339991653742,-0.0187495296773629,0,0,0,-0.0785399931127961,0,0
X000568.SZ,0.519679683912103,0,0,0,0,0.318957271747863,0,0,0,0,0,0,0.155140691204892,0,0.0581513098285396,0.156127982501541,0,0,0,0,0,0,0,0,-0.000739590504502596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0129737373022149,0,0,0,0,0,0,0,0.00704551045027831,0,0,0,4.33680868994202e-19,0,0
X600276.SH,0,0,0,0,0,0,0.0238524256454728,0,0.300171973491064,0,0,0,0,0,0,0,0,0,0,-0.0610820007361312,0,0,0,0,0,0,0,0,0,0,0.187846917901365,0,0,0,-0.0768574508140218,0,0,0.0280094998342317,0,0,0,0.0195532304724492,0,0.115279265882463,0,0,0,0,0,0,0,-0.00284525073865557,0,0,0,0,0,0,0
X600809.SH,0.243914884661972,0,0,0.344171048657801,0,0,0.0145677844454494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0204040293958631,0,0,0,0,0,0,0,-0.0349113794639763,0,0,-0.0388490223005754,-0.0316216314207629,0.0414282407795016,0.056198790004658,0,-8.67361737988404e-19,0,0.15042001787361,0,0,0,0,0.0291866330330134,-0.0507946476961162,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0.0128501370203154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070113592188087,0.0687194879806871,0,0,0,0.0643461962381426,0,0,0,0,0,0.105649052867084,0,0,0,0,0.200803198561602,0,0.0409787414335025,0,0,0.177231185945858,0,0,0,-0.0505584768769258,0.0469086997454971,0,0,0,-0.236281201982918,0,0
X600690.SH,0.0298358847774638,0,0,0.0913188849601011,0,0,0,0,0.176906509266775,0,0,0,0,0,0,0.0244799093172639,0,0,0.171034315843979,0,0,0,0,0,0,0,0.00415797723834449,0,0,0,0,0,0,0,-0.025461405702212,0,0.0930478380620775,0,0,0,0.0312574458188131,0,0.0693065655349175,-0.0395846537375078,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.180140733173384,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0747490191078016,0,0,0,0,0,0,0,-0.0711264530210703,-0.00452218984522856,0,0,0.0550826849800979,0,0.0664188299586812,0,0,0,0.131175392610198,0.0432586864882969,0,0,0,0.0875613627019124,0,0,0,0.00348592482730227,0,-0.150986334404757,0,0,0,0.0355564094814297,-0.086164306660237,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0.326074044255561,0,0,0,0,0,0.0914475888789344,0,-0.0520131886654238,0,0,0,0,0,0,0.207442915468076,0,0,0,0,0,0,0.00558991570623187,0,0,0,0,0,0,0.0241189926358011,0,0,0,0,0,0,0,0,0,-0.0349327516703527,0,0,0,0,0,0,-0.0118099470832538,-0.00684055635152903,0,0,0,0,0,0
X600104.SH,0.15084996674855,0,0,0,0.00835998091100242,0,0,0,0,0,0,0.151312640635248,0.0509462229569511,0,0,0,0,0,0.0292178384806201,0,0.0427826531883151,0,0,0,0,0,0,0,0,0,0,-0.0573575275672026,0,0,0,0,0,0.143128319153484,0,0,0,0.00234627645337982,0,0,0,0,0,0,0,0,0,0,0.00910625737448295,0,0,0,0,0,0
X000625.SZ,0,0.0926052921028422,0,0,0,0,0,0,0,0.0927293064989001,0,0,0,-0.031122225747553,0,0,0,0,0,0,0,0,-0.0873148724831235,0,0,0,0,0,0,0,0,0,0,0,0,0.615291253073518,0,0,0,0,0,0,0,0,0.424858132618503,0,0,0,0,0,0,-0.0096256618063377,0.013899469344702,-0.327623393366265,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0.0393810555300008,0,0,0,0,0,0,0,0,0,0,-0.241673374053706,0.275855868903941,0,0,0,0,0.0495644712303015,0.00114826416234844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109386879758723,-0.0429757054823977,0,0,0,0,0,0,-0.00189411366974529,0,0.0502691481812444,0,0,0,0,0
X000725.SZ,-0.0929363966002751,0,0,0,0,0,0.0319810950082523,0,0,0,0,0,0,0,0,0,0,0.128006974498218,0,0,0,0.209662385693242,0.328059697834943,0,0,0,0,0,0,0,0,0,0.0729564978965386,0,0,0,0,0,0,0,0,0,0,0,0.05392507784175,0,0,0.0567470547556561,0,0,0,0,0.0181908691349659,0,0,0,0,0,0
X003816.SZ,0,0,0,0,-0.0184387400666243,0,0,0,0,0,0,0.0188391256196821,0,0,0,0,0.0772623907044732,0,0.0956383808301689,0.000163667000415434,0,0,0,0,0,0.0707321352190041,0,0,-0.0290318700980888,0,-0.189897229215821,0,0,0,0,0,0,0.043511617778115,0,0,0,0,0,0,0,0,0,0,0,-0.0500401522181496,0,0.000884584990291816,0,0,0,0,0,0,0
X000596.SZ,0,0.034863397077594,0,0.341194209312863,0,0,0,0,0,0.0152246074796634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00032254445240586,0,0,0.139446565501166,0,0,0,0.0555043312346656,0,0,0,0.0404578242909664,0,0,0,0,-0.0374418362545528,3.46944695195361e-18,0,0,0,0,0,0,0,-0.00494936520723698,0,0,0,-0.00133214126968439,0,0
X000063.SZ,0,0,0,0.0147029196536502,0,0,0.136270259590397,0,0,0.0779767219575611,0,0,0,0,0,0,0,0,0,0,0.0672206779856242,0,0,0,0,0,0.197978415866905,0,0.0496700598744413,0,-0.391230748614427,0,0.0415295845102258,0,0.360955554907463,0,0,0.211770960966314,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0224307330231239,0,0,0,0,0.244875047834038,0,0
X002371.SZ,0,0,0,0,0,0,0.0449187778839665,0,0,0,0,0.0459886817901937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.421822266912126,0,0,0,0.260561411160466,0,0,0,0,0,0,0,0,0,0,0.013004360434823,0.00192935828580343,0,0,0,0,0,-1.73472347597681e-18,0.0938816313671035,-0.0257207029783873,0,0,0,0,-0.0727824317866363,0,0
X000338.SZ,0,0,0,0,0,0,0.0168386319781692,0,0.226804879768235,0,0,0.0520173447617586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0114050466949936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00619317469806369,-0.0808765734232537,0,0,0,-0.0181233502688119,-0.012380842356269,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00012362068782962,0,0,0,0.663778217454132,0,0,0,0.153821550805749,0.0324487604869596,0,0,0,0,0,0,0.0559500875942003,0,0,0,0,0,0,0,-0.0144447663677031,-0.0325642647333475,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0.139213219954144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.330043094578119,0,0,0,6.93889390390723e-18,0.0879329478666308,0,0,0,0,0,0.0361901419870004,0,0,0,0,0.0266355192962916,0,0.0527811746042589,0,0,0,0,0,0,0,0,0,0.0205753328365958,-0.0437076832397123,0,0,0,0,0,0
X002179.SZ,0,0,0,-0.033670926766603,-0.0093865034384843,0,0,0,0,0,0,0,0,0.37063223483517,0,0,0,0,-0.173576862719951,0,0,0,0,0,-0.0853575909321256,0,0.104426349731792,0.0579867492811804,0,0,0,-0.09075900498965,0,0,-0.0281976637323795,0,-0.0621859612026485,0,0,0,0,0,-0.148018577355009,0,0,0,0.222359556372249,0,0,0,0,0,0.00202672851763417,0,0,0,0,0,0
X000100.SZ,0,-3.46944695195361e-18,0,0,0,0.0723036370534694,0,0,0,0,0,-6.93889390390723e-18,0,0.581429440627374,0,0,0,0,0,0.221919661083112,0,0,0,0.0211345639205028,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0527030299304997,0,0,0,-0.0870055894621997,0.1165072226093,0,0.00990545979603739,0.0219580287124468,0,0,0,0,0,-0.0147205525793938,0,0,0,0,-8.67361737988404e-19,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120842338722602,0,0,0,0.211051708984307,0,0,0.000667528389039973,0,0,0,0,0.373318149152021,0,0.0471430552560415,0,0,-0.0384381583195103,0.185882537053645,0.0402167083900602,0,0,-8.67361737988404e-19,0,-0.00107433946768714,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,-0.400565804679332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191550021406781,0.0180592730997048,0,0,0.472919170345132,0,0,0,0,0,0.0429734272752808,0,0,0,0.0869413749629119,0.124396569592823,0,0.384763226402519,0,0.131824363906493,0,0.00804056838444031,0,0,0,0,0,0,0
X600089.SH,0,0,0,0,0,0,-0.0301379410353098,0,0,0,0,0.19307584585395,0,0,0,0,0,0.111664472974071,0,0,0,0,0,0.164982948197489,0,0,0,0,-0.0877546362566031,0,0,0,0,0,0.0512918481295314,0,0,0,0,0.108602187978384,0,0,0,0.0929431809462067,0,0,0,0.0931556732662379,-0.068080355245751,0,0,-0.00489185352465638,0,0,0,0,0,0,0
X002236.SZ,0,0,0,0,0,0,0.141223853992627,0.023092138233965,0,0,0,0.013472285390051,0.384059220037819,0,0,0,0.678810162954937,0,0.0814194637946096,0,0,0,0,0,0,0,0,0,0,0,-0.0675320147487499,0,0,0,-0.0773490264340237,0,0,0,0,0,0,0.0551239003215619,0,0,0,-0.0618945325687831,0.164814483603893,0,0,0,0,0,-0.0228577370029138,0,0,0,0,0,0
