,X600519.SH,X000858.SZ,X000568.SZ,X002415.SZ,X600809.SH,X600276.SH,X002475.SZ,X600690.SH,X002304.SZ,X000651.SZ,X300124.SZ,X000063.SZ,X600104.SH,X003816.SZ,X000725.SZ,X000596.SZ,X002371.SZ,X600031.SH,X000625.SZ,X300014.SZ,X000338.SZ,X002129.SZ,X002179.SZ,X600703.SH,X600089.SH,X000100.SZ,X002049.SZ,X600372.SH,X002236.SZ,X000977.SZ,X600741.SH,X000661.SZ,X600584.SH,X000157.SZ,X601877.SH,X002241.SZ,X600522.SH,X600702.SH,X000733.SZ,X002074.SZ,X002180.SZ,X300142.SZ,X002463.SZ,X002007.SZ,X000800.SZ,X601799.SH,X002028.SZ,X600460.SH,X000066.SZ,X300003.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.382356172633076,0.0394895260506424,0,0,0.0417284628775846,0,0,0,0.0249545440412135,0.0463644489713381,-0.0335324618730636,0,0,0,0,0,0,0,0.067985278349043,0,0,0,0,0,0,0,0,0,-0.0216554159302013,0,0,0,0,0,0,0,0.0776400707245599,0,0,0,0,-0.0204575613774822,0,0,0,0,0,0,0,0,-0.0140861414423145,0.0140961376993054,0,0,0,0,0,0
X000858.SZ,0.105091504353325,0,0.618981166116565,0,0,0,0,0.00403758859251612,0,0.155214853927059,0,0,0,0,0,0,0,0.00251608347321553,0.0137303897458661,0,0,0,0,0,0,0,0,0,0,-0.0047672454285959,0,0,0,0,0,0,0,0,0,0,0,0.0234718299651162,0,0,0,0,0.0945174475545634,0.0209786721920736,0,0,0,-0.000777027825079946,0,0,0,0,0,0,0
X000568.SZ,0.48125131008227,0.220219478799469,0,0,0,0,0,0,0,0,-0.0241890984883375,0,0,0,0,0.104492538764999,0.0507408722597975,0,0,0,0,0,0,0,0,0,0,0,-0.0372052152194179,0,0,0,0,0,0,0,0,0.256164658108834,0,0,0,0,0,0,0,-0.0137687076996808,-0.0770451996849293,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.297184910572656,0,0.0623809405958512,0,0,0,0,-0.0678215879351792,0,0,0,0,0,0.06036004481881,-3.46944695195361e-18,0,0,0,0,0.102929448458378,0,0,0,0,0.370148515617499,0,0,0.00757503290523613,0,0,0,0,-0.340143041100399,0,0,0,0.294140294126075,0.0205696098406168,-0.136507519369287,0,0,-0.0863745802290042,0,0.0026882276583375,0,0,0,0.0145620852954523,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0,0,0.195384614476815,0,0,-0.0431720609784371,0,0,0,0,0,0.230883675463005,0.013871901724862,0,0,0,0,0,0,0,0,0,0,0.0384600471587915,0,0,0,0,0,0,0,0.200026107062345,0,0,-0.0674900995779605,0,0,0,0,0,0,0.0307009174903696,0,0,0,0.113591013794388,0.102388840764427,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0.151090463723853,0,0,0,0,-0.0829273942082259,0,-0.379827319013345,0,0,0,0,-0.544286820739729,0,0,-0.0825923286239029,0,-0.0915213299279371,0.14739758447095,0,0.376900919609279,0,0,0,0,0.0693820059708864,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,-0.122293921609144,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0.140660211406039,0,0,0,0,0,0,0,0,0,0,0,0,0.0831243068237328,0,0,0.0238174895064667,0,0.0131039087576187,0,0,0,0.359880225048348,0,0,0.55084463201032,0,0.0368013694367829,0,0,0,0,-0.0465763908906132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0.205412552047171,0,0,0,0.00980179934502612,0,0,0,0,0,0,0,0,0,0,0,0.193811957957464,0,0,0,0,0,0,0,0,0,0,0.049813017510848,0,0,0,0,0.0572008529235746,0,0,0,0,0,0,0,0,-0.0781731690095081,0.00083039361992407,0,0,0,0,0,0,0.0828061330082514,0,-0.00430470564194549,0,0,0,0,0,0
X002304.SZ,0,0.449545262021611,0.157447708060094,0,0.0313585564497991,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0270878618888104,0,0,0,0,0,0,0,0,-0.0306808620107825,0.00809755346343698,0.0129847929727255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00872744222925896,0,0,0,0,0,0,0
X000651.SZ,0.115429121458617,3.46944695195361e-18,0,-0.0276522107483125,0,0,0,0.481077261750667,0,0,0,0,0,0,0,0,0,0,0.0330954868084053,0,0,0,0,-0.00432918384816181,0,0,0,0,0,-0.0575080718737067,0,0,0,0,0,0,0,0,0.0573193529188224,0,0,0,0,0,0,0,0,0,0,0.024230265921673,0,-0.0105520288247791,0,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0.0693603487061564,0.000849610888248892,0,0,0,0,0,0,0,0,0.104141480016959,0.0408000216233261,0.203910574098217,0.12656392717902,0,0,0,0,0,0,0,0,0,0.00643890269462105,0,0,0,0,0.0437643666057764,0,0,0,0,0,0,0.0862951129575655,0,0,0,0,0,0,0,0,0,0,0.119818460816587,-0.20432274533941,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026229965775736,0,0,5.85966289266445e-05,0.0679732205811475,0,0,4.33680868994202e-19,0.186762272553098,0,0.10666279613208,0.0904281679789942,0,0,0,0,0.0476053112849379,0,0,0,0.0810679021002917,0.158669772222693,0,0,0,0,0,0,1.42941988443047,0,-0.0549481654210883,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0.0368402083600954,0,0.040938371249717,0,0,0,0,0,0,0,0,0.167329368902001,0.120809677240103,0,0.112220272455987,-0.00884014342651897,0,-0.0992467524015338,0,0.0165589464588143,0,0,0,-0.0192914369764462,0.0664066698271989,0,0,0.0582292906407593,0,0,0,0,0,0,0,0.0459224761960868,0,0,0,0,0,0,0,0,0,-0.0164948179150503,-0.0121781335372217,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156854511563596,0,-0.047273758265964,0,0.0133345207344598,0,0,0,0,0,0,0,0.0109692175459217,0.104761428216242,0,0.0455998243442181,0,0,0,0,0.125434609151124,0,0,0,0,0,-0.0713680183749237,0,0,0,0,-0.0538833234900465,0,0,0,0,0.0630624019299503,0.0224003958473677,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076941624602333,-0.0456796874034385,0,-0.21827503177203,0,0,0,0.34314658682684,0,0,0.0468608426907451,0.0358167419700181,0,0,0,0,0,0,0,0,0,0,0,0,0.0153733412087619,0,0,0.115083989985916,0,0,0,0,0.204367463915134,-0.0373353159743297,0,0,0,0,0,0,0
X000596.SZ,0,0,0.383264137155527,0,0,0.0559023756527602,0,0,0,0,0,0,0,0,0,0,-0.0348497808604136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00480611404159279,-0.0085307999071533,0,0,0,0,0.175941793027346,0,0,0.00759906755948954,0.0534337619917085,-0.0747798915152304,0,0,0.0941661964896068,0,0,0,0,0,0.073532129602488,-0.0327234159045786,0,0,0,0,0,0
X002371.SZ,0,0,0.258027941675331,0.207492359338449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.395847157864429,0.0120011069755032,0,-1.73472347597681e-18,0,0.108880951226377,0,0,0,0.141816714967714,0,-0.234655658581892,0,0,0,-0.130193621333244,0,0,0,0,0,0,0,0,0,-0.195930134364201,0,0.457582673691849,0,0,0,6.93889390390723e-18,0.0695740033334327,0,0,0,0,0,0
X600031.SH,0,0.0754330190833604,0,0.0217839450424603,0,0,0.0121947749810051,0.136630142735321,0,0,0.152728714973175,0,0,0,0,0,0,0,0.0765630174620774,0,0,0,0,0,0,0.251553621733318,0,0,0.100828815320361,-0.0423464130578986,0,0,0.00772525356496209,0.109114503814438,0,0,0,0.0431823149346056,0,0,-0.0596568611878507,-0.140192176724016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,-0.159390983868207,0,0,0,0,0,0,0.371351761990242,0,0,0,0,0,0,0,0,0,0,-0.0031101441626501,0,0,0,0,0.0624305389791154,0.0542734599060264,0.111122036975283,0,0,0,0.139937482854477,0,0,0,0,0,0,0,0,0,0.412686928167857,0,0,0.0161880108657925,0,0,0,-0.0880274333564591,0,-0.189233899684709,0,0,0,0,0
X300014.SZ,0,0,0,0,0,-0.105333015552933,0,0,0,0,0,-0.00973001963435192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0702307422507056,0,-0.01771837413219,-2.16840434497101e-19,0,0.0561877545166434,0,0,0,0,-0.0489923818652441,0,0,0.735106004482758,0,0.204727537243134,-0.056939463022808,-0.060595154631843,0,0,0.0399432319511025,0,0,0,0,0.046263642378012,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0.0059493922082904,0,0,0,0,0,0,0,0,0,0,0,0,0.226700589854394,0,0,0,0,0,0,0,0,0,0,0.0143716593833657,0.0364781589755132,0.0386661997412887,0,0,0.0640686341926555,0,0,0,0.0473606903900058,-0.00760007346256201,0.22975940166297,0,0,0,0,0,0,0,0,0.0722220682810616,0,0,-0.00243026746375341,0.00355942495236148,0,0,0,0,0,0
