,X600519.SH,X000858.SZ,X002475.SZ,X600276.SH,X002415.SZ,X600690.SH,X000651.SZ,X600809.SH,X002371.SZ,X000063.SZ,X600104.SH,X003816.SZ,X000568.SZ,X000725.SZ,X300124.SZ,X600031.SH,X000625.SZ,X000338.SZ,X002304.SZ,X000100.SZ,X002241.SZ,X600418.SH,X000596.SZ,X300014.SZ,X002463.SZ,X002179.SZ,X000977.SZ,X600183.SH,X600584.SH,X600066.SH,X000157.SZ,X002028.SZ,X600089.SH,X600703.SH,X600372.SH,X600741.SH,X002049.SZ,X002236.SZ,X601877.SH,X600522.SH,X000921.SZ,X000066.SZ,X600460.SH,X002156.SZ,X000988.SZ,X600839.SH,X002281.SZ,X002456.SZ,X600487.SH,X000800.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0.0389647360299765,1.0842021724855e-19,0,0.217852299064516,0,0,0,0,0,0,0,0,0,0.221389748738457,0,0,0,0,0,0.0633848778667124,0,0,0,0,0,0,0,0,0,0,0,0,-0.0129021600646161,0,0,0,0,0,-0.0465092560682308,0,0,0,0.00265470869819555,0,0,0,0,-0.0165574517695111,0,0
X000858.SZ,0.0684441532163775,0,0.127191277508052,0,0,0,0,0.262178465780156,0,0,0.0170145637469125,0,0.404031832721129,0,0,0,0,0,0,0,0,0,0.0174363231857093,0,0,0,-0.0445464568242572,0,0.0204720110676229,0,0,0,0,0,0,0,0,0,0,0,0,-0.029733651032074,0,0,0,0,0,-0.0126943402260565,0,0,0,0,-0.0157915372572318,0,0,0,0,0,0
X002475.SZ,0,0.0717585717819013,0,0,0,0,0.0057299096671129,0,0,0,0.0287021334036215,0,0,0,0,0,0,0,0,0,0.327429841725867,0,0,0.228061568184232,0,0,0,0,0,0,0.0487373534628261,0,0,0,0,0.132086416575793,0,0,0,0,0,-0.0409282065224058,0,-0.0198091788179248,0,0.0998583957440924,0,0,0,0,0,0.0160929242067853,0.0259638340777078,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,-0.0743953539321065,0,0,-0.0633510750903601,0,0,0.144736419678701,0,0,0,0,0,0,0,0,0,0,0,0,0.156437309005299,0,0,0,0,0,0,0,0,0,0,0,0.046943592042074,0,0,0,0,0,0,0,0.121919741432438,0,0.0113682302186251,0,0.0488930424879839,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0.0251926551058262,0.0352785691622484,0.124481159928881,0,0,0.0559772906262548,0,0,0,0,0,0,0,0,0,0,0.107429231242332,0,0,0,0,0.0846229503784342,0,0,0,0,0,0,0,0.00573414822677608,0,0,0,0,0,0,0.0207590499395211,0,0,-0.0092731415981523,0,0,0,0,0,-0.00580730150950559,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0138917944969874,0,0,0,0,0.274420641272316,0,0.0756467834009808,0,0.119998527014391,0,0,0,0,0,0,0,0,0.361863737477707,0,-2.71050543121376e-20,0,0,0.015708969826893,-0.000311389553873451,0,0,0,0,0.00608092002864461,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.122169480167682,0,0,0,0.0328355920437734,0.057125571647997,0,0,0,0,0,0,0,0,-0.00464821561359312,0,-0.128410571069913,0,0,0,0,0,0,0,0.310085364408637,0,0,0,0,0,0,0,0,-0.018275393098949,0,0,-0.0456947246651839,0,-0.00977011854923199,0.0912384000787755,0,0,0,0.00956647866629746,0,0,0.00631256293852228,0.0120936934065535,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0,0,0,0,-0.0046563514279279,0,0.568173372568744,0,0,0,0,0,0,0,0,0,0.227547062237382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00114030655107994,0,0,0,0,0,0,0,0,0,0,-0.00374721789088518,-0.0182505452647072,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,-0.0328945257321989,0,0,0,0.327406595546843,0,0,0,0,0,0,0,0.0773248296910269,0,0,0,0.222241419161911,0,0,0,0,0,0,0,0,0,0.135872905910818,0,0,-0.169952639061489,0,0.0110734277600046,0,0.159289563702351,0,0,0,-0.0562127170556853,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0.0989894572966248,0,0,0,0,0,0,0,0,0,0,-0.00545667179388974,0,0,0,0,0.32257046877917,0.154222210869709,0,0,0,0,0,0,0,0,0.296979249268628,0,0,0,-0.0261882232841596,0,0,0,0.228694001171129,0,0,-0.0915299550275879,0.027377554251829,0,0,0.0408790479511532,-0.018770133529318,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00163503319679254,0,0,0,0,0,0.0507047527421977,0.366244056261624,0,0,0,0,0,0,0.15161417806547,0.0823675130038241,0,0.0711220767376798,0,0,0,1.06401782822616,0,0,0,0,-0.220809083796958,-0.357619378071486,0,0,0,0.111939609132203,0,0,0,0,0,0.0280354303122191,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0466049952639576,0,0,0,0,0,0,0,0,0.104777947752647,0,0,0,0,0,0,0,0,0,0,0,0.0356027411149826,0,0,0,0,0.0383058932146646,0,0,0,0,0.00974929366101949,-0.062706206844279,0,0,0,0,0,0
X000568.SZ,0,0.36925894764282,0,0,0,0,0,0.215191482242813,0,0,0,0,0,0,0,0,0,0,0.125376026188406,0,0.025680589137079,0,0.263571324354955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0320332039467913,0.00413683857594035,0,0,0,0.048175855584367,-0.0341312398741861,0,0,0,0,0.0146991603565077,-0.0152987222329436,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.249307581210665,0,0.107394241171201,0,0,0,0.0726574375370936,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.068924020012281,0,0.0284274836567575,-0.0343754899658855,0.0488491125179403,0.0504583548321597,0.042404335441881,0,0,0,-0.0491972962740088,-0.0171678318669103,0,0,0,0,0,0,0
