,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X600741.SH,X002475.SZ,X002236.SZ,X600031.SH,X000625.SZ,X000338.SZ,X002456.SZ,X002241.SZ,X601877.SH,X600487.SH,X002008.SZ,X300136.SZ,X600066.SH,X000100.SZ,X600522.SH,X300124.SZ,X600809.SH,X002508.SZ,X300003.SZ,X600271.SH,X002294.SZ,X002085.SZ,X600867.SH,X000981.SZ,X600089.SH,X600498.SH,X600699.SH,X600177.SH,X000157.SZ,X300142.SZ,X600118.SH,X600584.SH,X000596.SZ,X000050.SZ,X600566.SH,X002180.SZ,X002179.SZ,X000661.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.355417316749658,0,0,0.168958447363973,0.120656297986362,0,0,0,0,0,0,0,0,0,0,0,-0.0013067058682021,0.0852387757418946,0,0,0,0,0.0913136116750559,0.101658733025011,0,0,0,0,0,0,0,0,0,0,0,0.0306101368613434,0,0,0,0.0276368163923138,-0.0263462899546555,0,0.00662664721029246,0,0,0,0,0,-0.0174920046212135,0.0422416229449925,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0.250589034121855,0.00799748830829095,0,0,0,0,0.117796021638616,0,0,0,0.0879130420790375,0,0,0.0996708236102246,0.0343965446750572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054443729489571,0,-0.0851249463709068,0,0,0,0.128261276552349,0,0,0,-0.0357709011404177,0.0404337068109064,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.0413110430205865,0,0,0,0.137188470428945,0,0,0,0,0,0.0340974051522644,0.129524335217676,0.319057370038508,0,0,0.0361783974455664,0,0.0878032326305234,0,0.0514501068019782,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0176951478544552,0,0,0,0,0,0.157860349492238,0,-0.0180732824295196,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.0286096435301906,0,0,0.134209846126895,-0.00128728931699839,0,0,0.188996420804805,0,0,0,0,0,0,0,0,0,0.0404406842286311,0.0213010960693891,0,0,0,0,0,0.290654853198731,0,0,0,0,0,0,0,0,0,0.0615522434211178,0,0,0,0,0,0,0.045460613444319,0,0,0,0,0,0,0.00333013114930177,0,0,0,0,0,0
X000651.SZ,0,0.10719386035895,0,0.137923312160653,0,0,0,0,0,0.0151210030612643,0,0.00621683694989634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174414781427715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0912882301097214,0,0,0,0,0,0.10327281855207,0,0,0,0.018175258904871,-0.00797117559206545,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.353789716068174,0,0,0,0,0.0765622091869218,0,0.0538111657908467,0,0,0,0,0.172016341316652,0,0,0.080097765109904,0,0,0,0,0,0,0,0,0,0,0.219886353010836,0,0,0,0,0,0,0,0,0,0,0.0333214907897549,0,0,0,0,0,0,0.0604679174326821,0,0,0,0,0,0
X600276.SH,0.066440755315155,0,0,0,0,0.0986716120013716,0,0,0,0,0.138892269874846,0,0,0,0.284685415778619,0,0,0,-0.287601780334908,0,0,0,0,0,0,0,-0.00888815306495467,0.0871200975347458,0.0484666852223547,0,0.0231084427739525,0,0,0,0,0,0,0,-0.0403669185655647,0,0,0.0433118693268989,0,0,0,0,0,0,0,0,0,0,0.0153327793888573,0,0,0,0,0,0
X002304.SZ,0.21644130761269,-0.0841102213345875,0,0.210860836418247,0,0,0,0,0,0,0.036683890307882,0.109014531799825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0110688678742244,0,0,0,0,0.0896213159606683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0367947431848335,0,-0.00799657341009872,0.0423068808878801,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.378419809119738,0,-0.0240127869080721,0,0,0,0,-0.109224270299325,0,0,0,0,0,0,0,0,0,0.0581718498741885,0,0.0463290163962867,0,0.192260068572802,0,0,0,0,0,-0.0562509649716035,0,0,0,0,0.0367544062096336,0,0,0,0,0,0.460335637549413,0,0,0,0,0,0,0,0,0.00770662204439092,0,0,0,0,0,0
X600690.SH,0,-4.33680868994202e-19,0,0,0.141937754603506,0,0,0.0452757234321195,0,0,0.102558169697648,0.0287451713952798,0,0,0.0629261356811857,-0.196624116827651,0,0,0,0.0783775892508984,0,0,0.10333932484032,0,0,0.147202837670816,0.215379622688565,0,0,0.0391510576674385,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.195220441353492,0,0,0,0,0,0.0310736979233073,0,0,-0.00117160114614893,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0.170823153652723,0,0,0.442027736882893,0,0,0.0300848968255884,0,0,0,0,0,0,0,0.199607544272651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153959318595183,0,0,0,0,0,0,0,0,0.0382274723531344,0,0,0.355336580249626,0,-0.038033482784091,0.0263124529808915,0,0,0,0,0,0
X000568.SZ,0,0.0520665305707756,0,0.248325580452271,0,0,0,0.278337318244894,0,6.93889390390723e-18,0,0,0,0,0.13346579412524,0,0,0,0,0,-0.0156869366829719,0,0,0.0703520982909862,0,0,0,0,0.104954554723005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0930525342398084,0,0,0,0,0,0,0.0223578635214601,-0.0332859349571026,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0,0,0.0560080846175154,0,0.0728464255719936,0.00227724362156677,0,0,0,0,-0.17470905439117,0,0,0,0.0418786490711021,0,0,0.144180354957262,0.0672803038130517,0,0,0.0800312231694011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141232448074487,0,0,0,0,0,0,0,0,0.0291526312026436,0,0,0,0,0,0
X002475.SZ,0,0.169930177952157,0,0,0,0.0673488065641227,0,0,0.14645352318789,0,0,0.00334023268679066,0,0,0,0,0,0,0.0259156050020008,0.138507375889703,0,0,0.119811063813317,0.0654887437145784,0,0,0,0,0.0506458820442624,0,0,0,0,0,0,0,0,0.0611441096821003,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00682535914191068,-0.0195331761878351,0,0,0,0,0,0
X002236.SZ,0,0,0.397585041692819,0,0,0,0,0.116465633005385,8.67361737988404e-19,0,-0.0250970273975099,0,0,0,0,0.0475902689284944,0,0,0,0,0.0258129448504652,0.136451062347491,0,0,0,0,0,0,0,0.250350476410769,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00908600353536985,-0.184582788487168,0,0,0.0217307445768127,0,0,0,0,0.00541552387843148,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0.223486078917617,0,0,8.67361737988404e-19,0,-0.0710841948256832,-0.0601718697897843,0,0,0,0,0,0,0,-0.033523902812343,0.103790109891866,0,0.0250875571742485,0,0.0312725783254374,0,6.93889390390723e-18,0,0,0,0,0,0,0,0.0135654405399986,0,0,-0.175369078584613,0,0,0,0,0,0.155908174257274,0,0,0,-0.0387116487319917,0,0,0,-0.00227256235439139,0.00307532803950909,0,0,0,0,0,0
X000625.SZ,-0.0998762960157541,0,0,0,0,0,0,0,-0.0819680103818001,0,0.0910494851874042,0,0.0406932392174035,0,-0.0772674686553309,0,0,0,0.0705840494500664,0,-0.0286252862666677,0,0.0346398744162699,0,0,0,0,0.0489500341313916,-0.0201161372159586,0.051487185337888,0,0,0,0,0.0438171210442353,0,0,0.0203286906115591,0,0,0,0,0,0,0,0,0,0.0156431827899458,0,0,0,-0.0303512335219824,0.0248655217798696,0,0,0,0,0,0
X000338.SZ,0,0,0.0414357014754478,0,0,0,0,0,0,0,0,0,0,-0.0743052437043301,0,0,0,0,0,0,0,0,0,0,0,0,-0.0548827520798496,0,0,0,0,0.105430996146278,0,0,0,0,0,0.257167263702407,0,0,0,0,0,0.0342014121545772,0,0.0153498811481594,0,0.0158698786309382,0,0,0,0.0332578239043745,0,0,0,0,0,0,0
X002456.SZ,0,0.133576495793353,0,0,0,0,0,0,0.245702481944827,0,0,0,0,0.305459811673278,0,0,0,0,0,0.18155445676704,0,0,0.0731850308980143,0,0,0,0,0,0,0.102236205205883,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0719423669826885,0,0.169588933363928,0,0,0,0,0,-0.00303279096518779,0.00406289203305566,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,-0.164807697157849,0,0,0,0,0,0,0,0.189757289508534,0,0,0,0,0.501720576905816,0,0,0.144486191022409,0.0270287853625236,0,0,0,0,-8.67361737988404e-19,-0.0932167441455775,0,0,0,0,0,0,0,0,-0.00882177609474586,0,0,0,0,0,0,0,0,-0.00939910084828595,0.0869006580113892,0.179902951145674,0,0,0.0153748055536843,0.0114443833525048,0,0,0,0,0,0
