,X600519.SH,X000858.SZ,X600276.SH,X002415.SZ,X002475.SZ,X000651.SZ,X000568.SZ,X002304.SZ,X600809.SH,X600031.SH,X600104.SH,X600690.SH,X000725.SZ,X000661.SZ,X300014.SZ,X300124.SZ,X000063.SZ,X600703.SH,X003816.SZ,X000596.SZ,X000338.SZ,X002241.SZ,X000625.SZ,X000100.SZ,X600741.SH,X000157.SZ,X002371.SZ,X002007.SZ,X002129.SZ,X002179.SZ,X002049.SZ,X601877.SH,X002414.SZ,X002236.SZ,X600584.SH,X600183.SH,X000799.SZ,X300142.SZ,X000066.SZ,X601799.SH,X002074.SZ,X000800.SZ,X300003.SZ,X002008.SZ,X000547.SZ,X600779.SH,X002508.SZ,X600118.SH,X000977.SZ,X600372.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.466652245052811,0,-0.189932188037031,0,0,0,0,0.0506314538065525,0,0,0,0,0,0,0,0,-0.0555760561706537,0,0,0,0,0,0,0,0,0,0,-0.0588049847717782,0,0.0736574469008221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00532195369589727,0.0233491401555652,0,0,0,-0.000753863123827986,0,0
X000858.SZ,0.205365540342785,0,0,0,0,0,0.255277645844478,0.0598930334159737,0.0776785494961468,0,0,0,0,0,0,0.0281189561366511,0,0,0,0,0,0,0,0,0,0,0,0.0179119175676329,0,0,0.046006182014101,0,0,0,0,0.00660916334849229,0.0745152175716528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00280745836840807,-0.0120947540850127,0,0,0,-0.00448356808695521,0,0
X600276.SH,0,0,0,0,0,0,0,0,-0.0510455620289412,0,-0.0254901581240557,0,0,0.0371023712083673,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00840305553194011,0.237856104365695,0,0,0.0594162257156272,0,0,0,0,0,0,0,0.0378396144421384,0,0,0,0.0361741371072869,0,0,0,0,0,0,0,-0.00752068618335241,0,0,0,0,-0.00469547904938437,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0871415890784766,0,-0.0924013058087076,0,0,0,0,0,0,-0.0428786460470051,8.67361737988404e-19,0,0,0.0361745529488664,-0.103457818067831,0.00989726497647635,0,0.0679096230967582,0,0,0,0,0.121304769587351,0,0,0.122101515181987,0,0,0,0,0,0,0,0.102399918479883,0,0,0,0,0,0,0.0128323191332859,-0.0119266702520526,0,0,0,-0.00640858303215773,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0.0574134532342498,0,0,0,0,0,0,0,0.0491889989410158,0,0.00186831865111719,0,0.432551692087004,-0.0102050515986532,0,-0.0704302846635457,0,0,0,0,-0.0955157032780199,-0.120297364581439,0,0.0300587381646828,0,0,0.15728346661622,0,0,0,0.0839289053108642,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0.00943654720030945,0,0
X000651.SZ,0,0,0,0,0,0,0.0604517198472553,0,0,0,0.0564133517279257,0,0,-0.0525123470721136,-0.0186055156100448,0,0,0,0,0,0,-0.0619230882464554,0,0,0,0.121450768058173,0.00412634314079273,0,0,0,0,0,0,0,0,0.0858388933984602,0,0,0,0,0.0805291965132406,0,0,0.112351815676582,0,0,0,0,0,0,0,0.026039921100553,0,0,0,0,-0.0212156214759265,0,0
X000568.SZ,0,0,0,0,0,0,0,0.187125178896719,0.449281489783846,0.0438957498339611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00764884640616365,0,0,0,0,0,0,0.0776692248823147,0,0,0,0,0,0,-0.0127732692985251,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0.234368441205616,0,-0.0291865242535665,0,0,0,0,0,0,0,0,0,0,0,-0.0618659443274396,0,0,0,0,0,0,0.338760528808932,0,0,0,0,0,0,0.105284755708823,0,0.0389277583022466,0,0,0,0.0784081277480781,0,0,0.10734332587667,0,0,0,0,0,0,0,0,0,0,-0.016653450520531,0,0
X600809.SH,0,0,0,0,0,0,0.274545817485549,0,0,0,0,0.205809932277166,0,0,0,0,0,0,0,0,0,0,-0.134619187665705,0,0,0,-0.0578300568397281,0,0,0,0,0,-0.0525154969816873,0,0,0,0,0,-0.0408450003477491,0.281852596311862,0,0,0,0,0,0,0.109290414021467,0,0,-0.0549217158117391,0,0,0.0248549175646786,0,0,0,0.00306648723526499,0,0
X600031.SH,0,0,0,0,0,0,0,0,0.0520562795651366,0,0,0,0,0.0484414282527926,0,0,0,0,0,0,0,0,0,0,0,0.349884041087948,0,0,0,0,-0.137812398905027,0,0,0,0,0,0,-0.015804611524773,-0.0742500599946382,0.302928965706576,0,0,0,0,0,0.078896485636004,0,0,0,0,0,0,0,0,0,0,0.0157604485368745,0,0
X600104.SH,0,0,0,0,0.167543496749041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217684470886987,0,0.401020197094891,0,0,0,0,0,0,0,0,0,0,0,0,0.00681350103038742,0,0,0.0614792145405386,0,0,0.120570988580159,0,-0.0433628934202714,0,0,0,0,0,0,-0.00863428075749066,0,0,0,-0.0273047456711401,0,0
X600690.SH,0,0,0,0,0,0,0,-0.0783728932913411,0.297844343530978,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0.0209542499546853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0695078461892995,0,0,0,0,0.029226554387384,0,0,0,0,0,0.00115508508402298,0.058687716216118,0,0,0,-0.021427728802434,0,0
X000725.SZ,0,0,0,0,0.0918399157977502,0,0,0,0,0,0,0,0,0,-0.076393279627913,0,0,0,0,0,0,0,-1.73472347597681e-18,0.370236471679964,0,0,0.114346202154502,0,0,0,0.0141442444352275,0,0,0,0.0934004365162875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0185744444676463,-0.014541208597539,0,0,0,0,0,0
X000661.SZ,0,0,0,0,0,0,0,0,0,0.00248959972940205,-0.0253277589124725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.139812185335792,0.110511065582456,0.0967398741040106,0,0,-0.134916141794846,0,0,0,0,0,0.221031075606829,0,0.17349663534875,0,0,0,0,0.272492335281995,0.191486017684344,0,0,0,0,0,-0.036718069876504,0,0,0,0,0.0259676110891917,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0530130254403226,0,-0.00821988569036341,0,0,0,0,0,0,0,0,0,0,0.017333690086359,0,0,0.0847446445851329,0.265177685414486,0,0,0,0.264672894116639,0.137219870775024,-0.266938411783563,0,0,0.0365066619646888,0,0.0226353871716781,0.0325526451108503,0,0,0,-0.00326516827600257,0,0
X300124.SZ,0,0,0,0,0,0,0,-0.0734563457233142,0,0,0,0,0,0,0.255746653016166,0,0,0,0,0,0,0,0.0664751804584652,0.146725027061149,0,0,0.0205177150753105,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104445723236015,0.0546585884886198,0,0,0,0,0,0,0,0,0,0,0.0587411831970971,0,0,0,-0.0127172341651097,0,0
