,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000725.SZ,X002304.SZ,X600276.SH,X000858.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X002292.SZ,X600271.SH,X000100.SZ,X600118.SH,X002241.SZ,X600031.SH,X000559.SZ,X600066.SH,X002236.SZ,X002475.SZ,X600741.SH,X600372.SH,X000157.SZ,X000338.SZ,X600089.SH,X002049.SZ,X300124.SZ,X002465.SZ,X600177.SH,X000568.SZ,X601877.SH,X002129.SZ,X600582.SH,X002294.SZ,X300003.SZ,X002074.SZ,X002506.SZ,X000869.SZ,X002085.SZ,X000977.SZ,X600867.SH,X600498.SH,X600252.SH,X000547.SZ,X002426.SZ,X300001.SZ,X600839.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.103356041150234,0,0,0,0,0,0,0,0,0,0,0,-0.0288198294891978,0,0,0,0,0,0,0,0,0,0,0,0,0.124864310014379,0,0,0,0.0697649853646879,0,0,0.0132614557893058,0,0,0,0,0.0522280215574024,0,0.0304219777329258,-0.0495033747044248,0.0298991229615706,0,0,0.0124695200245413,0,0,0,0,-0.0136299009869863,0.0224094657657682,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0.264853082968226,0,0,0.0585957354263044,0,0,0,0,0,0.0699707833691696,0,0,0,0,0,0,0,0,0.121234568017251,0.00876474124514122,0,0,0,0,0,0.0510467362954924,0,0,0,0,0,0,0,-0.145040504693425,0,0,0.0186510471291,0,0,0,0,0,-0.00497630330188914,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0246880919369794,0,0,0.166636495818723,0.061275266468774,0,0,0,0,0.089862277492901,0,0,0,0,0,0.0937371035105165,0.190900930283989,0.00868131821030256,0,0,0,0,0.0424434297502673,0,0,0,0.0383029508653188,0,0,0.017356104963044,0,0.0370571639312404,0,0,0,0,0,0,-0.0139229133462442,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.152330075164004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0216954969382996,0,0,0,0.234379027714065,0,0,0,0.00470422951900399,0,0,0,0.129913460535861,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00188479183781233,0,0,0.00956443237299821,0.013942364826705,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.0835346685674593,0,0,0,0.00760624772300694,0,0,0,0,0,0.0411997511178379,0,0,0,0,0,0,0,0,0.0317461829199963,0,0,0,0,0,0.153436199840897,0,0,0,0,0.00998042807841614,0,0,0,0,0,0.0272609680554038,0.0450653862859551,0,0,0.125520656838988,0,-0.00801859608204839,0,0,0,0,0,0,0
X002304.SZ,0,0.107125855328632,0,0.100671386778963,0,0,0,0,0,0,0,0,0.0238049270992947,0,0,0.00662174860690643,0,0,-0.0430275934914234,0,0,0,0,0,0,0,0,-0.0102872771249438,0,0,0.0590538308857598,0,0,0.103642762926994,0,0,0,0,0,0,0.00892266261115245,-8.67361737988404e-19,0,0,0,0.0754167621900066,0,0,0,0,-0.00982114822572709,0.0166151903341832,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.0231126868898686,0.125814493125106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0235057116237448,0,0,0.0680395908087098,0,0,0,0,0,0,-0.115081093925347,0,0.116777358181023,0.069763543356241,0,0,0,0,0.0448751702046807,0,-0.0160297624968458,0,-0.101640744209779,-0.0643319608824773,0.044227227245408,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.0307477632919089,0,0,0,0,0,0.0531569267810344,-0.054483410863422,0,0,0,0,0,0.192542840059005,-0.0722531880379689,0,0,0,0,0,0,-0.0375880530145248,0,0,0,0,0,0,0,0,0,0,0.0409344385062408,0,0,-0.0132588105404126,0,0,-0.0192853462384896,0.087642621410909,-0.00582245471918829,0.0718393635573662,0,0,0,0,0,0,0,0,0,0
X000625.SZ,0,0.155979503408363,0,0.129317482859322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150728408079389,0.268923838469426,0,0,0,0,0,0,0,0,0,0,0.0844239225035208,0,0,0,0,0.0521585744775128,0,0,0,0,0,0,0,0,0,0.0978035814402813,0,0.0362194273127249,-2.71050543121376e-20,0,-0.00633239235755247,-0.0334796101116162,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0617149495749662,0,0,0,0,0.0159025929219736,0,0,0,0,0,0,0,0,0,0,0.225730895688539,0,0.072912095759245,0,0,0.0987460633376919,0,0,0,0,0,0,0,0.0421605123601966,0,0.0302470496476483,0,0.0312391615962845,0,0.0283701000036082,0,0,0.00355620509076182,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0682683843282771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0116183758987613,0,0,0,0,0,0,0,0,-0.0194146142457724,-0.0311189079177921,0,0.07763262036082,0.0616158771359823,0,0,0,0,-0.0395992918604557,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0312480081455752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15265078365809,0,0,0,0,0.119339594869082,0,0,0,0,0,0,0.128143514032776,0,0,0,0.106990526239036,0,0,0,0,0,-0.0092307824150881,-0.00369357026962139,0,0,0,0,0,0
