,X600519.SH,X000858.SZ,X600276.SH,X002415.SZ,X002475.SZ,X000651.SZ,X002304.SZ,X000568.SZ,X600809.SH,X600031.SH,X600104.SH,X600690.SH,X000725.SZ,X000661.SZ,X000063.SZ,X300124.SZ,X003816.SZ,X300014.SZ,X000596.SZ,X002241.SZ,X000338.SZ,X600703.SH,X000625.SZ,X000100.SZ,X600741.SH,X002371.SZ,X601877.SH,X002179.SZ,X002049.SZ,X002129.SZ,X002007.SZ,X000157.SZ,X002414.SZ,X600584.SH,X600183.SH,X300142.SZ,X002236.SZ,X000800.SZ,X601799.SH,X000066.SZ,X300003.SZ,X000799.SZ,X002074.SZ,X002008.SZ,X000547.SZ,X000977.SZ,X002508.SZ,X300146.SZ,X600066.SH,X600118.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.448345508513045,0,-0.232412892682915,0,0,-0.0153239755448787,0,0.0202626790438019,0,0,0.0593806656810961,0,0,0,0,0,0,0.0839074247648006,0,0,0,0,0,0,-0.0124493039817756,0,0,0.0151212349285301,0,0,0,0,0,0.0459136735875138,0,0,0,0,0,0,0,0,0,0.018913500730764,0,0,0,-0.0907620259019927,0,0,0.017490312977201,0,0,0,0,-0.00193151234728163,0,0
X000858.SZ,0.208174280261678,0,0,0,0,0,0.0622721663827339,0.225359094511682,0.0970883627958228,0,0,0,0,0,0,0.0390621310086823,0,0,0,0,0,0,0,0,0,0,0,0,0.0294332167332544,0,0.0368539518108128,0,0,0,0,0,0,0,0,0,0,0.0433558570415614,0,0,0,0,0,0,0,0,0,0.0030220940354138,-0.00907002966024994,0,0,0,-0.00443500199089288,0,0
X600276.SH,0,0,0,0,0,0,0,0,-0.0327867374834154,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.043212401116528,0,0.0644522486544066,0,0,0.217426566926324,0.0331105724779482,0,0.0162026775693408,0,0,0,0,0,0,0,0.0264839607898179,-0.021996899162519,0,0.022559546012925,0,0,0,0,0.0208435070034478,0,0,-0.00541136795388368,0,0,0,0,-0.00857390363904697,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0925657517491785,0,-0.0254361803344131,0,0,0,-0.0703922319529702,0,0,-0.0536852628824994,0,-0.012150646272661,0,0,0,0,0,0,0.0905581800725794,0,-0.177353269158996,0,0,0,0,0.141429988142495,0,0.0167971893255904,0,0,0.155977769508721,0,0,0,0,0,0,0.0475926107191915,0,0,0.00478346639256154,-0.0188622544284352,0,0,0,-0.0130942815887468,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0304839601510575,0,0,0,0.15522239075866,0.433677570292392,0,0,-0.124350702242113,0,0,0,0,0,0,0,0,0,0.0307245873653057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0110392870933926,0,0,0,0,-0.00791658370387455,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0.0663759175223994,0.0663712640307132,0,0,0,0,0,0,0,-0.110512337428947,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.247431258729724,0,0,0.015870414647037,0.0727237432012777,0,0,0,0,0,0,0.127886154861258,0,0,0,0,0,0,0,0,0,-0.00824018291742303,0,0,0,-0.0217763390543129,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0.336333687600081,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0450517350168398,0,0,0,0,0.0758912365755012,0.00585704794200013,0,0,0,0.0880681931107996,0,0,0,0,0,0,0,0.19849803200407,0.204406193095847,0,0,0,0,0,0,0,0,0,0.00766365708766425,0,0,0,0,0,0,0
X000568.SZ,0,0.254176782403264,0,0,0,0,3.46944695195361e-18,0,0.42606790687504,0.0242209273674941,0,0,0,0,0,0,0,0,0,0.0210844285422743,0.0118821740489558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0598972343731637,0,0,0,-0.0350338247985902,0,0.0236943479928014,0,0,0.0118781156220258,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0,0.0239445480753243,0,0,0,0.0467312170831188,0,0,0,0,0,0.123663281664076,0,0,0,0,-0.161094523115288,0,0,0,0,0,0,0,0,0,-0.223726515689929,0,0,0,0,0,0,0,0.0126895079332762,0.249531435642014,0,0,0,0,0,0,0,0,0,0,0.0855665511874711,0,0,0,0.00852546051451746,0,0
X600031.SH,0,0,0,0,0,0,0,0,0.192920391622605,0,0,0,0,0.0680968348573293,0,-0.0426151725544683,0,0,0,0,0,0,0.0393640244085393,0,0,0,-0.0764647449926245,0,0,0,0.0580260742242104,0.270532933668884,0,0.151342525610216,0,0,0,0,0.350755695834383,-0.145464890750258,0,0.00829790445242808,0,0,0,0,0,0,0,0,0,0,-0.00899907121357613,0,0,0,0.00183958993596457,0,0
X600104.SH,0,0,0,0,0,0,0,0,-0.112984874213089,0,0,0,0,0,0,0.135079525529458,0,0,0,0,0.121873932233303,0,0.15992842215646,0,0.35898244561209,0,0,0,0.064614098970961,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149640251214238,0.0358590188738889,0,0,0,0,0,0,0,0.014368560096672,0,0,0,0,-0.00901530774904868,0,0
X600690.SH,0,0,0,0,0,0.0217416951703259,-0.0220538564578538,0,0.343210178495989,0,0.160391829248591,0,0,0.103518888327024,0,0,0,0,0,0,0,0,0.0132575320883393,0,0,-0.0449068347722317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144564314065046,0,0,0,0,0,0.00790947867563556,0,0,0,-0.00802510922936018,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168138638090101,0,0,0.0664410830093667,0.413689171687512,0,0.158790670754804,0,0,0.0300232390890676,0,0,0,0,0,0,0.00809262322407275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00658133148758137,0,0
X000661.SZ,0,0,0,0,0,0,0.0557496741227362,0,0,0.196283460968538,-0.0328548754018179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0715330312369788,-0.247342567237971,0,0,0,0.189542425402466,0,0,0,0,0.37591160983471,0,0,0,0,0,0,0,0,0.457157733594465,0,0,0,-0.0185727764762706,0,0,-0.0290705935537937,0,0,0,0,-0.00124686879590943,0,0
