,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X003816.SZ,X002304.SZ,X002475.SZ,X000063.SZ,X000725.SZ,X000568.SZ,X600031.SH,X600690.SH,X000338.SZ,X600741.SH,X600809.SH,X000661.SZ,X600183.SH,X600703.SH,X002241.SZ,X000596.SZ,X002007.SZ,X002236.SZ,X000100.SZ,X000157.SZ,X300003.SZ,X601877.SH,X002463.SZ,X300142.SZ,X002179.SZ,X300124.SZ,X600271.SH,X002008.SZ,X000066.SZ,X000625.SZ,X002129.SZ,X300136.SZ,X600867.SH,X300014.SZ,X000977.SZ,X002506.SZ,X600498.SH,X600177.SH,X002456.SZ,X002049.SZ,X002371.SZ,X002180.SZ,X600066.SH,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.265877471732803,0,0,0,0,0,0,0,0,0,0.303882319776238,0,0,0,0,0,0,0,0,0.0139997827295875,0,0,0,-0.0342948680858506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0243089096480385,0,0,0,0,0.0413266951119501,0,0,0,0,0,0,0.00859278574229408,0,0,0,0,0.00441462731362793,0,0
X000858.SZ,6.93889390390723e-18,0,0,0,0,0,0,0,0.0218635850777245,0,0,0.334892290018941,0,0,0,0,0.346473881213016,0,0,0,0.0798146825996014,0.0579944067318737,0,0,0,0,0,0,-0.0651959877811514,0,0,0,0,0,0,0,0.023185579492413,0,0,-0.0287862431722208,0,0,0,0,0.0611749744741551,0,0.00507949071929669,0,0,0,0,0,-0.0233247306901142,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0.131842503964453,0,0,0.204003634031237,0,0,0,0.0595941720082171,0,0.0316872956610028,-0.000777907712909952,0,0,0.0495895510152083,0,0,0,0,0,0,-0.0284537358461925,0.0665856810069045,0,0,0,0,0,0,0,0,0.0501574827676193,-0.0595059819183409,0,0.0640492909751062,0,0,0,0,0.0211314099885031,0,0,0,0,0.00533600518016895,-0.0212622067519968,0,0,0,0.00338985505385831,0,0
X000651.SZ,0,0,0,0,0.0116484735663552,0,0,0,0,0,0,0,0,0,0,0,0.220675407654113,0,-0.0578197243987851,0,0,0,0.27109516482609,0.0145826369211746,0,0.0179464722463606,0,0.0897477516474197,-0.024289512475778,0,0,0.0642834701469835,0,0,0.128904490506445,0,0.0142619889732559,-0.0078897985379106,0,0,0,0,0,0,0,0,0,-0.0587689295810173,0,0,0,-0.00489106213110571,0,0,0,0,0.0113866240863638,0,0
X002415.SZ,0,0,0,0,0,0,-0.0131632922208673,0,0,0,0,0,0,0,0,0.0594315660776157,0,0,0,0,0.0426031344941662,0,0,0.493332090695763,0,0,0,0.0508058962872082,0,0,0,0.22823070459809,0,0,-0.0435699098120488,0,0.0771830942372271,-0.0521375732138604,0,-0.02852477699851,0,0,0,0,-0.0341668511674494,0,0,0.121304096498312,0,0,0,0,-0.00253987662274959,0,0,0,-0.0149992199686925,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0247730590606784,0.105777892783954,0,0,-0.0663924160593617,0,0,0,0,0,0,0,0,0.0869627686237795,0,0,0,0,0,0.05561125050356,0,0.164562740365011,1.73472347597681e-18,-4.33680868994202e-19,-0.0255456538400766,0,0,0,0,0,-1.73472347597681e-18,0.0406804538169562,0,0,0,0,0,-0.0069338799917501,-0.00068541542734966,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0.188430679255783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.132089444909258,0,0,-0.0610747247802262,0,0,0,0,-0.0393740336032752,-0.0994348816849973,-8.67361737988404e-19,0,0,0,-0.117929456815062,0,0,0,0,0,0,0,0,0.00930977688949309,0,0,-0.0292804111839623,0,0,0,0,0.167159595228334,0,0
X002304.SZ,0,0,0.0746866824305397,0,0,0,0.130102526258493,0,0,0,0,0.298834673487534,0,0,0,0.0726364906811248,0,0,0,0,0.0683741153954108,0.11180506618468,0,0,0,0,0,0,0,0,0,0,0,0.0257283251649995,-0.023974032247834,0,-0.0504504409345531,0,0.0773381816833094,-0.00813906916745948,0,0,0,0,0,0,0,0,0,0,0,-0.020567505716229,0.0605766526436831,0,0,0,-0.00171920331665731,0,0
X002475.SZ,0,0.160490146419427,0,0,0,0,0,0,0,0.0141612885451634,0.0632189001444234,0,0,0,0,0.121708055211251,0,0,0.0600029225145885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134135154542839,0,0,0,0.00913603791082769,0,0,0,0,0,0,0.195833589716785,0.0968518281187857,0,0,0,0,0,0.00476612704216623,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0.165095759036068,0,0,0,0,0,0,0.0136544568695943,0,0,0,0,0.129576192143213,0,0,0.194000880749805,0.025683799639665,0,0,0.096397521903158,0,0,0,0,0,0,0,0,0.0812776336594674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0108959665134077,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0705041940035816,6.93889390390723e-18,0,0,0.153785783486854,0,0,0,0,0.0356661787419163,0,0,0,0,0,-0.0197825197698732,0,0,0.000310657449434884,0,0,0,0,0,0,0,0.153262191331836,0,0.0242777594130894,0,0,0,-0.0630935061327077,0.112014717018541,0,0,0,-0.0230171978296716,0,0
X000568.SZ,0,0.721480920013723,0,0,0,0,0,0.132073219799072,0,0,0,0,0.0360140195340859,0,0,0,0,0.0539419167798717,0,-0.0576448294177897,-0.0830489956249243,0.122817108459332,0,0,0,0,0,0,-4.33680868994202e-19,0,0,-0.0948816288459445,0,0,0,0,0,-0.0241396949823468,0,0.0667864932939038,0,0,0,0,0,0,0,0.117666841531359,0,0,0,-0.00140346811569565,0,0,0,0,-0.00103504058534613,0,0
