,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X600690.SH,X000063.SZ,X600741.SH,X600066.SH,X600703.SH,X000568.SZ,X600271.SH,X000100.SZ,X002236.SZ,X600118.SH,X600031.SH,X002241.SZ,X600177.SH,X002292.SZ,X002007.SZ,X600372.SH,X000338.SZ,X002475.SZ,X000559.SZ,X002456.SZ,X002506.SZ,X002074.SZ,X000157.SZ,X300003.SZ,X002180.SZ,X600522.SH,X002294.SZ,X002426.SZ,X600867.SH,X600089.SH,X002508.SZ,X300124.SZ,X000981.SZ,X002085.SZ,X601877.SH,X000869.SZ,X600498.SH,X000050.SZ,X002465.SZ,X600435.SH,X002249.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.170382662733439,0.0595526594471549,0,0,0,0,0,0.350640749072145,0,0,0,0,0,0,0,0.0879913957798677,0,0,0,0,0,0,0,0,0,0,-0.10584120138176,0,0.0270914741725617,0,0,0,0,0,0,0,0,-0.0833032627434941,0.160932141226199,0,0,0,0,0,0,0,0,0,0,0.0389065594428302,0,0,0,0,0,0,0
X600104.SH,0.111851821687211,0,0.0648249041398153,0,0,0,0,0.256986200479498,0.0897748742577801,0,0,0,0,0,0,0,0,0,0,0,0,-0.053401451359965,-0.0204303472556654,0,0,0,0.0437976758994863,0,-0.0876798226436745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00443362770363483,0,0,0,0,0,0.024298801254373,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0012066921195241,0.00946580411103185,0,0,0,0.0319836200890868,0,0,0,0,0,0,0,0.0250091305535585,0,0,0,0,0.0774396823263148,0.0658907069634933,0,0,0.0427317585853178,0,0,0,0.0992739057682548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00680204852389356,0,0,0,0,0.0259158780948823,0.0235710479994789,0,0,0,0,0,0
X000858.SZ,0.18965040362264,0,0,0,0.257558798200353,0,0,0,0.252906894460556,0,-4.33680868994202e-19,0,0,0.24216261552182,0,0,0,0,0,0,0,0,0,-0.0657214267623703,0,0,0,0,0,0,0,0,-0.0177168280984961,0,0,0,0,0,0,0,0,0.0829556150698361,0,0.105540191179211,0.0143320363108571,0,0,0.051545352726124,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0.123443340299064,0,0,0.629142026437427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072518239071154,-0.0371131210200314,6.93889390390723e-18,0,0,0,0,0,0,0,0.0454602440634716,0.0586092028466177,0,0,-0.0412202721321329,0,0,0,0,0.0370452480543369,0.000344122751947881,0,0,0,0,0,0
X600276.SH,0.0281035358539895,0,0.0621638106835656,0.0905826619588728,0,0,0,0,0.0630122717633799,0,0,0.104254720922923,0,0,0,0,0,0,0,0,0,0,0,0.0533900858034729,0,0,0,0,0,1.73472347597681e-18,0,0,-0.0239915353835069,-0.0391340596849624,0,0,0,0,0,0,0,0,0,0.00489543789968615,0,-0.0266758307396839,0,1.73472347597681e-18,0,0,0.00380867575904226,0,0,0,0,0,0,0
X000725.SZ,0,0,0.0244987290991809,0,0,0,0,0,0,0,0,0,0.0678438836886662,0,0,0.243046935313782,0,0,0,0.0233639445729913,0,0,0,0.041575918368561,0.174006692283958,0,0.0343827927610138,0,0.00185272358424433,0,0,0,0,-0.0322294501224024,0,0,0,0,0,0,0,0,0.0178177145062677,0,0,0.113962594834075,0.159232706396589,0,0,0,-0.0323178597130581,0.0390295372078443,0,0,0,0,0,0
X000625.SZ,0,0.574661853583151,0,0,0,0,0,0,0,0,0.0603444940507303,0,0,0,0.00950176277105153,0,0,0,0,0.104210186702757,0,0,0.0446512599023337,0,0,0,-0.0961528083512395,0,0.0906259515264175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01190838869169,0,0,-0.0181432186793186,0.0923753548804947,0,0,0,0,0,0
X600690.SH,0,0,0.186322127433136,0.146914777411744,0,0,0,0.134213402873877,0,0,0,0,0,-0.107880847144675,0,0,0,0,0,0,0,0,0.054565470388328,0,0,0,0,0,0,0,0,0,0.0392742325391015,0,0,0,0,0,0.203567836763107,0,0.015232138444869,0,0,0.0189353302871704,0,0.124078038877817,0,-3.46944695195361e-18,0,0,0.0123419945649168,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0.109831932658627,0,0,0,0.141454805120633,0,0,0,0,0,0,0,0,0,0,0,0,0.0801247565898411,0,0,0,0,0,0.121517715123925,0,0,0,0,0,0,0,0.0170411866140722,0,0,0.08773277641207,0,0.135718205598996,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0
