,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X000568.SZ,X600690.SH,X002304.SZ,X000651.SZ,X002475.SZ,X600104.SH,X600031.SH,X000725.SZ,X300014.SZ,X300124.SZ,X000338.SZ,X002371.SZ,X002241.SZ,X000063.SZ,X000625.SZ,X003816.SZ,X600703.SH,X002129.SZ,X002049.SZ,X000596.SZ,X300142.SZ,X601877.SH,X000100.SZ,X600089.SH,X000661.SZ,X002179.SZ,X000157.SZ,X600460.SH,X600741.SH,X000799.SZ,X002074.SZ,X002236.SZ,X600702.SH,X600779.SH,X002414.SZ,X600584.SH,X000800.SZ,X600183.SH,X002007.SZ,X601799.SH,X600884.SH,X000733.SZ,X300003.SZ,X300146.SZ,X000977.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.309144630554353,0,0,0,0.132047719715548,0.0586699221889365,0,0,0,0,0,0,0,0.048254276257747,0,0,0,0.0143540837076517,0,0,0,0.0414409467717988,0,0,0.000897011110120178,0,0,0,0,0,0,-0.0482220902687311,0,0,0,0,0.0675825547595827,0,0,0,0,0,0,0,-0.0140835354146183,0,0,0,0,0,-0.000760712026419209,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.1627525279355,0.163359127853204,0,0,0,0,0,0.149066916716858,0,0.00621368314766729,0,0,0,0,0,0,0,0,0.0850512497298624,0,0,0,0,0,0,0.0297027804252719,0,0,0,0,0.130488599444899,0.0173521363460983,0,0.00246436900762259,0.171675570426654,-0.121800464296755,0,0,0,0,0,-0.0334984633192697,0,0,0.0639899589372744,0,0,0,-0.000803079161817162,0,0,0,0,0,0
X002415.SZ,0,0.130279943641239,0,0,0,0,0.0648980505426594,0,0,0,0,0,0,0.0995548930196756,0,0,0,0,0,0,0,0.133266017073891,0,0,0.0108708248295364,0.000125899649812302,0,0,0,0.00647950138602742,0.00115433324679268,0,0,0,0,0,0,0,0,0,0,0,0,0.0724386013842108,0.136648941245262,0.0893145639180987,0,0,0,0,0,0,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0.0982875457636178,-0.0918610537296943,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,-0.0670801260449277,0,0,-0.0359145590739092,0,0,0,0.0169224924011637,0,0,0,0,0,-0.0771605427395286,0,0.444835329190613,0,0,0.249233851035945,0.074523223060139,0,0,0,0,0.0123800416780623,0.0763883425988447,0,0.017562158765096,0,0,0,0,-0.0246688187164541,0.0562747161755807,0,0,0,0,0,0
X600276.SH,0,0.235482955444013,0,0,0,0,0,0,0,-0.0997449260015101,0,0,0,0.223433188655602,0.305353804707828,0,0,0,0,0,0,0,0,-0.331258616602047,0,0,0,0,0,0.125139570397405,-0.0866407031788594,0,0,0,0.0464563403525833,0,0,0,0,0,0,0,0,0,0,0.0154226517936422,0,0,0,0,0,-0.008297368528712,0,0,0,0,0,0,0
X000568.SZ,0,0.619534501621565,0,0.0562427125993357,0,0,0,0,0,0,0,0,0,0,0,0,-0.0768350483761728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0965408070686593,0,0.0698574119179513,0,0,0,0,0,0,0,0,0,0,0,0,-0.0232961096822793,0.0184295414313944,0,0,0,0,0,0
X600690.SH,0,0.0722173090438579,0,0,0.331183223991653,0.00651917474993491,0,0,0,0,0,0,0,0,0,0,0,0,0.0196906690820912,0,0,0,0,0,0,0,0,0,0,0.00122129494193286,0,0.0581454149482337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0321744790354241,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.120613747946411,0,0.326680791325424,0,0,0,0,0,0.0910314864281744,0,0,0,0,-0.0155835858905011,0,0,0,0,0,0,-0.0315338758054371,0,0,0.129288474045587,0,0,0,0,0.0196692209913277,0,0,0,0,0,0,0.126313031898541,0,0,0,0,0.0212227285511449,0,0,0,0,0,0.00877217925270214,0,-0.0343874405286211,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0063534450976993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0433963027128101,0,0,0,0,0,-8.67361737988404e-19,0.0574020315520296,0,0,0,0,0,-0.118579607479601,0,-0.0518517187356354,0,0,0,0,-0.0552375777296135,0.0967747412362452,0,0,0,0,0,0
X002475.SZ,0,0,0.0179006688998317,0,0,0,0,0,0,0,0,0,0,0,0,0,0.247169603352673,0.249788302777957,0,0,0,0,0,0.0395517317633871,0,0,-0.213035429995147,0,-0.163476242539883,0,0,0,0.0497196913122754,0,0,0,0,0,0,0,0,0,0,0.037391180318892,0.0399344868453557,0.0216730665522627,0,0,0,0,0,0,-0.0437310105318906,0,0,0,0,0,0
