,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X002304.SZ,X600690.SH,X600276.SH,X002475.SZ,X600104.SH,X000651.SZ,X300014.SZ,X002129.SZ,X000625.SZ,X300124.SZ,X600031.SH,X002371.SZ,X000725.SZ,X003816.SZ,X000596.SZ,X002049.SZ,X000063.SZ,X002241.SZ,X000338.SZ,X600089.SH,X002179.SZ,X600703.SH,X000661.SZ,X600522.SH,X300142.SZ,X601877.SH,X002074.SZ,X002180.SZ,X600460.SH,X600741.SH,X000733.SZ,X600884.SH,X000100.SZ,X600702.SH,X000799.SZ,X000157.SZ,X601799.SH,X002176.SZ,X002236.SZ,X600563.SH,X600584.SH,X000800.SZ,X600779.SH,X002007.SZ,X002414.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0233025215060978,0.238866861562315,0,0,0,0,0.0407870022623663,0,0,0,0,0,0,0,0.0790531967622246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0449446627218304,0,0,8.67361737988404e-19,0.00319071145422823,0,0,0,0,0.0162733337257073,0,-0.00745837710986158,0,0,0,0,0.00378953199109732,-0.0174211447638194,0,0,0,0,0,0
X000858.SZ,0,0,0,0.486864224438253,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0151506245066072,0,0.101012706958296,0.0736598048985298,0,0,0.0114318805767164,0,0.0322006607104938,0,0,0.103941212423054,0,0,0,0,0.0189766292376886,0,0,0,0,0,0
X600809.SH,0,0.161856378390249,0,0.242544375850115,0.00423090495880819,0.0107437190709472,0,0,0,0,0,0.101316847028053,0,0,0,0,0,0,0,0.0998679878281467,0,0,0,0,0,0.0757370220972286,0,0,0,0,0,0,0,0.122753811796448,0,0,0,0,0.0953630162353482,0,0,0,0,0,0.0597357246963968,0,0,0,0,0,0.243409575823132,0,0,0,0,0,0,0,0
X000568.SZ,0,0.123656645854692,0.105824428497937,0,0,0.0238265536074222,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0326303179151225,0,0,0,0,0.0179113472287497,0,0,0.00701112580146323,0,0,0,0,0,0,0,0,0,0,0.38897491516405,0,0,0,0,0,0,0,0,0,0,0,0,-0.0141833012801557,0,0,0,0,-0.0245007724985894,0,0
X002415.SZ,0,0,0,0,0,0.510570817170892,0,0,0,0,0,0,0,-0.163828311529396,0.0508305043142532,0,0,0,0,0,0,0,0.0111037429421208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0413827139142499,0,0,-0.0467348916195021,0.758044886563678,0,0,0,0,0,0,0,0.0847848420432621,0.109831974343756,0,0,0,0,0,0
X002304.SZ,0,0,0.128630190709203,0.0793612082842964,0.00242935609175502,0,0.00677449235569813,0.0591353090074819,0,0,0,0,0,0,0,0,0.142073790332617,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.00501224204761206,0,0,0.160166869812662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0248709994990965,0,0
X600690.SH,0,0,0,0,0,0.118829528297943,0,0,0,0,0,0,0,-0.0102738489558221,0.168978834265759,0,0,0,0,0,0,0,0,0,-0.0430459984309752,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0560115452717407,0,0,0.00129254597285853,0,0,0,0,0,0,0,0,0,-0.0385773620245527,0,0,0,0,-0.0820039815660465,0,0
X600276.SH,0,0,0,0,0,0,0.376739050414586,0,0,0,0,0,0,0.0911300628028975,0,0,0,0,0,0,0,0,0,0,0,0,0.0357461941893855,0,0,0.046537597953968,0,0,0,0,0,0,0,0,0.0821776462951525,0,0,0,0,0,0.0857600009270833,0.00895421066034946,0.04596448877752,0.312548201140591,0,0,0,0.0525388573929398,0.00280783288769829,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0943312608182675,0,0,0,0,0,0.124183357154031,0,0,0,0.0743784795831178,0,0,0,0,0,0,0,0,0,0,0,0,0.195386110667109,0,0.0873879692635093,0,0.131464132754607,0,0,0,0,0,0,0,-0.0473244954630948,0,0,0,0,0.00521991740062289,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0.0502478448772788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0568710292592087,0,0,0,0,0.0158584396570707,0.295847184098532,0,0,0,0.0880733624896328,0,0,0,0,0,0,0,0.135490432530446,0,0,0,0,-2.16840434497101e-19,0.0664214096541302,0,0,0,0.0345402800503765,0,0
