,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X003816.SZ,X002475.SZ,X002304.SZ,X000063.SZ,X000725.SZ,X000568.SZ,X600031.SH,X600690.SH,X000338.SZ,X000661.SZ,X600809.SH,X600741.SH,X002241.SZ,X600703.SH,X300003.SZ,X000596.SZ,X002236.SZ,X600183.SH,X002007.SZ,X601877.SH,X300142.SZ,X000157.SZ,X000100.SZ,X000066.SZ,X300124.SZ,X002179.SZ,X002008.SZ,X600271.SH,X300136.SZ,X300014.SZ,X002463.SZ,X000977.SZ,X000625.SZ,X600177.SH,X002456.SZ,X002506.SZ,X002371.SZ,X600066.SH,X002129.SZ,X600498.SH,X600867.SH,X600487.SH,X002508.SZ,X600584.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.00208441310022527,0,0,0,0,0,0.0633517798887679,0,0,0,0.596393895196595,0,0,0,0,0,0,0.0217472815172087,0,0,0.0230702262581705,0,0,0,0,0,0,0,-0.00609883695476286,0,0,0,0,0,-0.0122938754713146,-0.00905883056598517,0,0,0,0,0,0,0,0.0506956133398576,0,0,0,-0.0191191771733233,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0.131415130526521,0,0,0,0,0,0,0.00720271829312952,0,0.0360870522623232,0,0.586321937079213,0,0,0,0,0.109749481982302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0377920119418032,0,0.034606316709882,0,0,0,0,0,0,0,0,0.00592269205356677,0,0,0,0,-0.0252578280942252,0,0
X600276.SH,0.0443464815564163,0,0,0,-0.00917019818447493,0,0,0.047525139169325,0,0,0,0.207440378765438,0,0,0.0321540623136175,0.196933035861952,0,0.0956557709568544,0,0,0.00726378351253635,0,0,0,0,0,0.022132823965051,0,0,0.0155139668808648,0,0,0.0417856583386562,0,0,-0.0587181685210279,0,0,0.0594465855279974,0,0,0.050162506547076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0115438086587555,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-0.0381920417417175,0,-0.00633032820718011,0,0.30806724943089,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166031139966323,0,-0.0712967786330572,0,-0.0268270191324406,-0.0756446899977991,-0.0128423515138873,0,0,0,0,0,0,0,0,0,0,0.0649559823331637,0.0507338142377588,0,0,0,0,0,0,0,0.0347477694473086,0,0
X002415.SZ,0,0.012299930555128,0,0,0,0,0,0,0,0,0,0.019662480736318,0,0,0,0,0,0,0,0,0,0,0.526611189243792,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0248846118350228,0,0,0,0,0,0,0,0,0,0,0,0.045451138151957,0,0,0,0,0,0,0,-0.0449737788767047,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0351591197166234,0.209399900991822,0,0,0,0,0,-0.00663316591293739,0,0.0790209025833751,0,0,0,0,0,0,0,0,0,0.00225431847457904,0.0234601764826848,0,0,0,0,0,0,0,0.0401115315726503,0,0,0,0.0121556178254045,0.0455969227137684,0,0.00911094620017864,0,0,0,0,0,0,0
X003816.SZ,0,0,0.12485574368795,0,0,0,0,0,0.0593234623066023,0,0,0,0,0,0,0,0,0,0,0.248622462320254,0,0,0,0,0,0,0,-0.240594430126576,0,-0.164320525012231,0,0,0,0,0,0,-0.0201769574396875,0.0684824519204034,0,0,0,0,0,0,0,0,0,0,0,0.0300330074028149,0,0.0526109991055961,0.0782997757627046,0,0,0,0.16537029935186,0,0
X002475.SZ,0.113746146045418,0.0920964842593715,0,0,0,0,0,0,0.0663780229984273,0,0,0,0.232543173354344,0,0.288778261940627,0,0,0.0247757718999727,0,0,0,0,0,0.0517115780960531,0,0,0,0,0,0.194712737890349,0,0,0.107645639931905,0,0.0981422887491269,0,0,-0.11735211272597,0,0,0.0867121259331388,0,0,0,0,0,0,0,0,0,0,0.0185529611779721,0,0,0,0,1.73472347597681e-18,0,0
X002304.SZ,0,0,0.162210661784604,0,0.103036763431162,0,0.187695169681226,0.0213122171860291,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131057200434469,0,0.044735462930836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0150548456201735,0,0.163622038475759,0,0,0,0,0,0.00111881171034688,0,0,0,-0.0479225560502618,0,0
X000063.SZ,0,0,0,0,0,0,0,0.0819312646397274,0,0,0,0,0,0,0,0,0.161240603360568,0,0,0.267683079061259,0,0,0,0,0,0,0,0,0,0.0282113357835856,0,0,0,0,0,0.0150654403704891,0,0,0,0,0,0,0,0,0,0,0,0.0947284012686014,0,0,0,0.00920312547095941,0,0,0,0,-0.0305024770300878,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.0312342888579926,0,0,0,0,0,0,0,0.0212551568687876,0.117114826227205,0,0,0,0.0853261879502824,0,0,0,0,0,0,0.00623623381783488,0,0,0,0,1.35525271560688e-20,0,0,0,0,0,0.0375116282266166,0,0.0318690666562342,0,0,0,0,0.0532880493369044,0,0.0548009411783275,0,0,0,0,0,0,-0.00836266391279501,0,0
X000568.SZ,0.313615037942023,0.382919375753897,0,0,0,0,0,0,0.185232924573405,0,0,0,0,0,0.051398825716746,0,0.00154717682266241,0,0,0,0,0.0686130368277429,0,-0.0886837050260384,0,0,0.0177073280228677,0,0,0,0,0,-0.0106406721590512,0,0,0.0820210688754065,0,0,0,0,0,0,0,0,0,0,0,0,0.0301274964215249,0,0,0,0,0,0,0,0.0277336599419006,0,0
X600031.SH,0,0,0,0,0,0,0,0.0671376665153724,0,0,0,0,0,0,0.335562206654339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0478706575408194,0.103522554093256,0,0,0,0,0,0,0,0,-0.0259978280108043,0,0,0,0,0,0,0,0,0,-0.00891538504736953,0,0
X600690.SH,0,0,0,0,0,0,0,0,0.105942208358971,0,0,0,0,0,0,0,0,0,-0.0417520680054539,0,0,0,0,0.0822276852468353,0,0,0,0,0,0,0,0,0,0.108385072410641,0,0,0,0.0301653178058592,0,0,0,0,0,0,-0.165597854019077,0,0.00507189583957569,0,0.076972735028073,0.120191981050403,0,0,0.0118793137300305,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.287653825515868,0,0,0,0,0.0476086808587966,-0.05866078022767,0,0,0.073908554645575,0,-0.033781775507738,0,0,0,0,0.0634566137931087,0.16206723256478,0,0,0,0,0,0,-0.0160327827875252,0,0,0,0,0,0,0,-0.0559655950435886,0,0,0,0,0,0,-0.0261945434054139,0.000646762943742377,0,0,0,0,0,0
