,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X600690.SH,X002304.SZ,X002475.SZ,X600276.SH,X600104.SH,X000651.SZ,X300124.SZ,X000725.SZ,X003816.SZ,X600031.SH,X002129.SZ,X002371.SZ,X300014.SZ,X002241.SZ,X000063.SZ,X002049.SZ,X000596.SZ,X000338.SZ,X002179.SZ,X300142.SZ,X600703.SH,X000625.SZ,X600089.SH,X601877.SH,X000661.SZ,X600741.SH,X600460.SH,X000100.SZ,X002180.SZ,X600522.SH,X000733.SZ,X000157.SZ,X002236.SZ,X600702.SH,X000799.SZ,X600884.SH,X002074.SZ,X002432.SZ,X600183.SH,X600584.SH,X000800.SZ,X601799.SH,X002414.SZ,X000977.SZ,X002176.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.19104750271915,0,0.0331041350679525,0,0.159334857789788,0.0431931687004563,0,0,0,0,0,0,1.35525271560688e-20,0,0,0,0,0,0,0,0.247526137030853,0,0,0,0,0,0,0,0,0,-0.0417194594694458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00720214532202312,0,0.0288944367617601,0,0,-0.00642190764503547,-0.0300647936895116,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.40908435724048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0412938680033016,0,0,0.141454784382871,0,0,0,0,0,0,0,0,0,0.0600470272380618,0,0,0,0,0,0,0,0.0527760412404873,0,-0.00848506662108538,0,0,0,0,0,0,0,0,-0.0214323524756586,0.0141393309572949,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0622979744255692,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089406593358766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0927150733111127,0,0,0,0,0.0822695862805867,0,0,0.0690944985862849,0.00975190058398865,0,0,0,0,0,0.328012196863629,0,0.0231423624836264,0,0.0113762168715826,0,0,0,0,0,0
X600809.SH,0,0,0.154348688519764,0,0.610191515393734,0,0,0,0,0,0,0,0,0,0,0,0.105468490015281,0,-0.0620330350733916,0,0.0118628454588437,0,0,0,0,0,0,0,0,0,-0.0855368733224735,0,0,0,0.0927633219609716,0.0344535082318253,0,0,0.109458150242292,0,0,0,-0.0487518123393884,0,0,0,-3.46944695195361e-18,0,0.0141696537957001,0,0.0925194833559839,0.00317141698844719,0.0136657957285531,0,0,0,0,0,0
X000568.SZ,0,0.067863172237071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00328452330455156,0,0,0.01085802708186,0,0.231950778486705,0,0,0,0,0,0,0,0,0,0,0,0.155682469481171,0,0,0,0,0.0652010501613916,0.0105389491064441,0,0,0,0,0,0,0,0,0,0,0,0,0.042365582239517,0,0,0,0,0,0
X600690.SH,0,0.250616585346346,0,0,0.107764966621845,0,0,0,0.133967909910356,0,0,0,0,0,0,0,0,0.0265595510348775,0,0,0,0,0.0726235276565875,0,0,0,0.00379258742710705,0,0,0,0.16586597487251,0,0,0,0.0224454283425601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0537684940081285,-0.0318725239653356,0,0,0,0,0,0,0
X002304.SZ,0.249336135674184,0,0,0.167222189194645,0.0224773755126839,0,0,0,0,0,0,0.0458762086730778,0,0.166609965851911,0,0,-0.113578758573662,0,0,0,0,0.159131278686577,0,0,0,0,0,0,0,0.050193298706225,0.0178335021014275,0,0,0,0,0,0,0,0.24102876142048,0,0,0,0,0,0,0.0111494215534769,0,0,0,0,0.0778775735583773,1.73472347597681e-18,-0.00808574964263306,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.332351795661781,0,0.490357379164979,0,0,0.0251407055486182,0,0,0,0.0549163679763337,0,-0.0986248617539237,0,-0.00377461546460106,0,0,0,0,0.002841457119026,0,-0.0583478412092226,0,0,0,0,0,0,0,0,0,0.0298416952424933,0,0,-0.118324053192037,0,-0.0289907570163898,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0879542634933201,0.425309850808158,0,0,0.167751313263113,0,0,0,1.73472347597681e-18,0,0,0,0,0.0136329593124905,0.0139099363830234,0.0648799088230933,0,0.118304870590021,0,0,0,0,0,0.0671197362229466,0,0,-0.0419652912361032,0.0265992174011272,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0.0338557505984994,0,0,0,0,0,0,0.109595866445757,0.0222229376516355,0,0,0,0,0.0117266445593715,0,0,0,0,0,0,0.138690375509434,0,0,0,0.0593548287130721,0,0,0.00584747121668983,0.0225849000545471,0.0427356968406432,0,0,0,0,3.46944695195361e-18,0,0,0,0,0.0443017222209331,0,0,0.0671057574367752,0,0.0458538026130998,0,-2.16840434497101e-19,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.15072655601875,0,0,0,0,0.0947928357706251,0,0,0.169576395582136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125557561846573,0,0,0,0,0,0,0,0,0,0,0,0,0.209004739659131,0,0,0.0458232888970041,0,0.0093263336794631,-0.0396862547541326,0,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0.291576426259906,0,0,0.0369814627459575,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.116720213853897,0.0182364723815756,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13646231600239,0,0,-0.13735923761155,0,0,0,-0.0419255456349071,0.579536028557641,0,0,-0.0357717383071387,0.149836761304343,-0.176784622738654,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130395210331028,0,0,0,0,0,0,0,0.0142696441315465,0.236059380771753,0,0,0,0.0647869416502717,0,0,0.0391377177589495,0,0,0.132731713759502,0,0,0,0,0,0,0,0,0,0.0245034278330559,0,0,0.104217152657318,0,0.0199365019971341,0,0,0,0,0.00490323107072685,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0968489695391979,0,0,0,0,0,0,0,0,0,0,0,0.0934977772676231,0,1.73472347597681e-18,0,0.00851714878980771,0,-0.0213336550196258,0,0,0,0,0,0.198636332689984,0,0,0.0681217476632202,0,0,-0.00918099677023409,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0.0681013576710567,0,0,0.102437802668848,0,0,0,0,0.145945085489787,0,8.67361737988404e-19,0,0,0,0.33748169367477,0,0,0,0.0641310771101564,0,0,0,0,0,0,0,-0.0536290522133201,0,0,0,0,0.0485313725031162,0,0,0,0,0,0,0,0,0.180044627167805,0,0,0,0,0,0,0,0,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.343655116627679,-0.0803061711182906,0,0.00889262584062873,-0.128387765896954,0,0.12972615043543,0,0,0.0155098237408131,-0.108635777352996,0,0,0,0,0,0,0,0,0,0.41339767164844,0,0.0858522148984001,0,0,0,0,0,0,0.0618182324097953,0,0,0.0252156046841008,0,0,0,0,0,0
X002371.SZ,0,0,0,0.0290621805027815,0,0,0,0.0515277453854373,0,0,0,0,0,0,0,0,0,-2.77555756156289e-17,0,0,0.184103699403547,0.0103929233567525,0,0,0,0.117984287162263,0,0,0.118016796594818,0,0,0.154575313534639,0,0,0,0,0,0,0,0.100943943438727,0.335805979023411,0,-0.105178764480403,0,0,0,0,0,0,0,0.0246361232571424,0,-0.0238635276448635,0,-0.438060755189836,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169161820200285,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285952747060496,0.0740772186180015,0,0,0.0609486766538541,0,0,0,0,0.0405059888402861,0,0.641633888973838,0,0,0,0,0,0,0,0,0,0,-0.0244877222075462,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0.521998370700261,0,0,0,0,0,0,0,0,0.168045086195792,0,0,0.13046383166207,-0.138629669986771,0,0,0,0,0.0573614639264673,0,0,0.206603445615452,0.0790907282294686,0,0.00281389487239608,0,0,0,-0.0130114565072597,0,0,0,0,0,0,0,0,0,0,0,0,0.0851969449428487,0,0,0.0267615724578642,0,0,0,0,0,0,0
X000063.SZ,0,0.0592858727781748,0,0,0,0.421701326080942,0,0,0,0,0,0,0,0,0,0,0.0211992627482552,-0.0317460224883997,0,0,0,0,0,0,0.0922793944370757,0,0,0,0,0,0,0,0,0.217976156463048,0,0,0,0.0617873901969569,0,0,0.113695181538002,0,0.0515644233907502,0,0,0,0,0,0,0,0,-0.00397760614259291,0.0193909751488723,0,0,0,0,0,0
X002049.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0395461922092832,0,0.0978733491706065,0,0,0,0,0,0,0.607598312847918,0.0586240703697608,0,0,0,0,0,0,0.249839639406118,0,-0.0267228354410474,0.135929131857985,0,0,0,-0.00580816119534838,0,0,0,-0.134889992826161,0,0,0,-0.0181329363185714,0,0,0,0,0,-0.0303704226166298,0,0,0,0,0,0
X000596.SZ,0,0.182008371741995,0,0,0.247458356103814,0,0.253907980075364,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,-0.0354911462674148,0,0.0393476243606398,0,0,0,0,-0.124645787663646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0491533305002936,0,0,0,0,0,0,0.160655765127305,0,-0.0264837256560074,-1.0842021724855e-19,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0.0141976487531289,0.101340911687022,0,0,0.0483182609839106,0,0,0,0,0,0.324276581435569,0,0,0,0,0,0,0.00831347262046598,0,0,0,0,0.121939112777761,0.0111580944317538,0,0.0379140560048223,0,0,0,0,0,0,0.214260684582185,0,0,0,0,0,0,0,0,0,0,0,0,0.0747663143386411,0.00129141591329608,-0.00319540548751385,0,0,0,0,0,0,0
X002179.SZ,0,0,0,0,-0.185683731068129,0,0,0,0,0,0,0,0,0,0,0.0821576696693407,0,0,0,0,0.199886624176766,-0.0791011280856498,0,0,-0.0199926985615321,0,0,0,0.225582869254802,0,0,0,0,0,0,0.0410807818312344,0,0,0,0,0.116367819476867,0,0.0431770165321736,0,0,0,0.169444386340059,0,0,0,-0.149711859010999,0.0184287225615206,0,0,0,0,0,0,0
X300142.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.223783449466624,0.324452126146854,0,0.0686683740008286,-0.281148781944892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0365670113720417,0.301695890884762,0.225781624524453,0,0,0,0,0,0.106753919843048,0,0,0,0,0,0,0.0748283381428618,-0.440011526143775,0,0.0230145593683697,-6.93889390390723e-18,0,0,0,0,0
