,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600809.SH,X600276.SH,X002475.SZ,X600690.SH,X000651.SZ,X002304.SZ,X600104.SH,X300124.SZ,X003816.SZ,X000725.SZ,X000625.SZ,X000596.SZ,X002371.SZ,X600031.SH,X000063.SZ,X000338.SZ,X300014.SZ,X002179.SZ,X002129.SZ,X600703.SH,X000100.SZ,X600089.SH,X002236.SZ,X600372.SH,X002049.SZ,X002241.SZ,X600741.SH,X000661.SZ,X000157.SZ,X600584.SH,X600522.SH,X601877.SH,X000800.SZ,X000977.SZ,X601799.SH,X002007.SZ,X002074.SZ,X600183.SH,X300142.SZ,X002028.SZ,X600702.SH,X002463.SZ,X600418.SH,X000066.SZ,X002180.SZ,X000733.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.108966338928525,0,0.0141058719885983,0.267022929699394,0.0514119444178595,0,0.0802171305186695,0,0,0.173545037832064,0,0,0,0,0,0,0,0,0,0,0.0926390672444346,0,0,0,0,0,0,-0.112831005298095,0,0,0,0,0,0,0,0,0,0.0939321264163699,0,0,0,0,0.12984947614237,0,0,0.0819646121333263,0,0,0,0,0.0219085049335549,0.0297384862256569,0,0,0,0,0,0
X000858.SZ,0.204314308760755,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0477182884011515,0.126424711947794,0,0,0,0,0,0,0,0,0,0,0,0,-0.103988788298522,0,0,0,0,0,0,0,0,0.0603719705051863,-0.149283258999132,0,0,0,0.137933515301351,0.0537878789986303,0.106791359700037,0,3.46944695195361e-18,0,0,0,0,-0.00668638168126857,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,-0.0813009626071531,0,0,0,0,0,0,0,0,0.0434874707820479,0,0.104940109122339,0,0,0,0,0,0.0742730051487538,0,0,0,0.0448944676918851,0,0,0.0157937587171448,0,0,0,0,0,0,0,0.0452053431614349,0,0,0,0,0,0,0.161601743372295,0,0.141373931273682,0.0235377242156643,0,0,0,0,0,0,0,0,0,0,0
X000568.SZ,0.0405164173165419,0,0,0,0.297792449432833,0,0,0,0,0,0,0,0,0,0,0.324735389215343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0121958119458543,0,0,0,0,2.16840434497101e-19,0,0.0475506787240334,0,0,0,0,0,0,0.00119506000384049,0.0186906136029869,0,0,0,0,0,0
X600809.SH,0.0650097667251933,0,0,0.761476561014966,0,0,0.0298194900202073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0837531030052106,0,0,0,0,0,0,0,-0.134745038483001,0,0,0,0,0,0,-0.0134375039997252,0,0,0.0485603324200427,0,0,0,-0.0990826292570234,0.056100556063976,0,0.0393622938421199,-0.081801135346545,0,0,0,0,0,0
X600276.SH,0,0,0,0.0539908602503226,0,0,0.100846850796908,0,0,0,0,0,0,0,-0.381976629355148,0,-0.284855051297325,0,0.133221836702009,0,0,0,0.150428751428042,0,0,0,-0.269808993179917,0,-0.0548877187792282,0,0,0.40282189325235,0,0.0642315764747775,0,0,0,0,0,0,0,0,0,0,0.0396805559052641,0,0,0,0,0,0,-0.0624373149739638,0.0756894625522503,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0.189463218396741,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216195893293401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00530471815150119,0,0,0,0,0.0996330826105559,0.0368018572267946,0,0.222399074339207,0,0,0,0.105002352084371,0,-0.13268260803536,0.184251087105385,0,0,0,0,0,0
X600690.SH,0.0682369863613351,0,0,0,0.0727366974502773,0,0,0,0,0,0,0.0080889115062567,0,0,0.0284223107544218,0,0,0.139810096245278,0,0.0684286675709778,0.0193441410258541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0523118627591122,0,0,0,0,0,0,0.00303787240351446,0,0,0,0,0,0
X000651.SZ,0,0,-0.123830698626386,0,-0.016840885256954,0,0.208904096350419,0,0,0,0,0.151954393152086,0,0,0,0,0,0.261176242410466,0,0,0,0,0.0407472280357498,-0.0553731033275113,0,0,-0.103605301747786,0,-0.0970929088868121,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088190735571136,0,-0.0211375262161221,0,0,0,0.0463534514523794,0,0,0.0441923669088068,-0.0915513224161857,0,0,0,0,0,0
X002304.SZ,0,0,0,0.332624961750216,0,0,0,0,0,0,0,0,0,0,0.284276806156515,0,0,0,0.0635906581164291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.023349426040017,0,0,0,0,0,0,0,-0.0730528604767554,0,0,0.135830178008504,0,-0.0966824534584325,0,0,0,-0.0385234495270217,0.0257862937875447,-0.0533823531114785,0,0,0,0,0,0
