,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X600690.SH,X000063.SZ,X600703.SH,X600741.SH,X600066.SH,X000568.SZ,X600271.SH,X000100.SZ,X002236.SZ,X002241.SZ,X600118.SH,X600031.SH,X002292.SZ,X600177.SH,X600372.SH,X002007.SZ,X002475.SZ,X000559.SZ,X000338.SZ,X002506.SZ,X002456.SZ,X000157.SZ,X002074.SZ,X300003.SZ,X002180.SZ,X002426.SZ,X600522.SH,X300124.SZ,X600867.SH,X600089.SH,X000981.SZ,X002294.SZ,X002508.SZ,X002249.SZ,X000050.SZ,X002085.SZ,X601877.SH,X000869.SZ,X600498.SH,X002465.SZ,X002049.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.1927785763462,0.111587553083824,0,0,0,0,0,0.332670015819713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.074863763368101,0,0.0487591734310726,0,0.0110187478124951,0,0,0.15538067716761,0,0,0,0,-0.11091075870583,0,0,0,0,0,0,0,-0.0461056238687006,0,0.0299142768718691,0,0,0,0,0,0,0
X600104.SH,0.0909298677002425,0,0,0,0,0,0,0.196577238535788,0.15351210114164,0,0,0.0345479999173147,0,0.0252389294977015,0,0,0,0,0,0,-0.063363863014907,0,0,-0.0339661131534089,0,0.0182673530530762,0,-0.0792155460482354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0164159858130133,0,0,0,0,0,0,0,0.0107293078693173,0.0541029203455596,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.0094770924142131,0,0,0,0.0330002281323281,0,0,0,0,0,0,0,0.022764335811947,0,0,0,0.0784260084600926,0,0,0.0663089925441835,0.0417002498696405,0,0,0,0,0,0.0989787542331666,0,0,0,0,0,0,0,0,0,0,0,0.00677850111547351,0,0,0,0,0,-1.73472347597681e-18,0,0.0258342742845697,0.0242676886129904,0,0,0,0,0,0
X000858.SZ,0.0845764857303556,0,0,0,0.248124904295866,0,0,0,0.269009533396994,0,0,0,0,0.252068457926791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00366027431033592,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0.135474572953356,0,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0.123443340299063,0,0,0.629142026437427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0725182390711546,-0.0371131210200308,0,0,0,0,0,0,0,0,0,-0.0412202721321332,0.0454602440634717,0.0586092028466171,0,0,0,0,0,0.0370452480543371,0.000344122751948131,0,0,0,0,0,0
X600276.SH,0.00943860312387421,0,0,0.0655442245413222,0,0,0,0,0.0728734619956674,0,0,0,0.126255580178815,0.0163249058946203,0,0,0,0,0,0,0,0,0.0478327932837374,0.0430944556655436,-0.031334110795336,0,0,0,0,0,-1.73472347597681e-18,0,-0.0248271075002468,0,-0.0298198249622508,0,0,0,0,0,0,0,-0.0320714892522693,0,0,0.0305918483709505,0.0428404388154899,0,0,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0.0108724022649798,0,0,0,0,0,0,-0.0190423838858063,0.0674025183300873,0,0,0,0,0.182553510403265,0,0.0190134732446311,0,0,0,0,0.0808481665995745,0,0,0.0222445509223683,0.226367938971421,0,0,0,0,0,0,0,0,0,0,0,0.0309400298876988,0,0,0,0.0983886256423715,0,0.031460402960038,0,0,0.0385290391501162,0,0,-0.0346762377025244,0.0262802984702746,0,0,0,0,0,0
X000625.SZ,0,0.425366325883286,0,0,0,0,0,0,0.0734728480899184,0,0,0.0949665384088681,0,0,0.0440675600964421,0,0,0.0806896357521135,0,0,0,0,0,0.0506719113809893,0,-0.152117191845482,0,0.0867489657222032,0,0,0,0,0,0,0.00810286664989988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00202608499532794,0.108067835862147,0,0,0,0,0,0
X600690.SH,0,0,0.113442501916124,0.18552898908603,0,0,0,0,0,0,0,0,0,-0.117188656834172,0,0,0,0,0,0,0,0,0,0.0741439657300995,0,0.155733285606562,0,0,0,0,0,0,0.051280006156046,0,0,0,0,0,0,0,0.120732845066859,0,0.0245966972716223,0,0,0.0533396894379747,0,0,0,0,0.0114811421926388,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0.159755259839234,0,0,0,0.0560870350458444,0,0,0,0,0,0.0463317740405933,0,0,0.0363795519636346,0,0,0.099548926716722,0,0,0.00725786178515829,0,0,0,0,0.0775822444546916,0,0,0,0,0,0.00783373743921306,0,0,0,0.107539656144188,0,0.0832378801208145,0,0,0,0,0,0,0,0.030121929702912,0,0,0,0,0,0,0,0,0
