,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X000568.SZ,X600276.SH,X002304.SZ,X600690.SH,X002475.SZ,X300124.SZ,X300014.SZ,X000651.SZ,X600104.SH,X000596.SZ,X003816.SZ,X600031.SH,X000725.SZ,X002129.SZ,X000625.SZ,X000063.SZ,X002371.SZ,X002049.SZ,X002179.SZ,X000338.SZ,X600703.SH,X600089.SH,X002180.SZ,X000661.SZ,X300142.SZ,X000100.SZ,X000733.SZ,X601877.SH,X002241.SZ,X600522.SH,X600741.SH,X600702.SH,X002074.SZ,X000157.SZ,X600460.SH,X000799.SZ,X300003.SZ,X600884.SH,X600779.SH,X600584.SH,X002007.SZ,X300146.SZ,X601799.SH,X600487.SH,X002294.SZ,X002414.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0834738195500151,0.223008190177067,0,0.0739692194066866,0,0,0,0,0,0.0941910371608869,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0.0262513625314528,0,0,0,0,0,-0.118554017729454,0,0,0,0,0.0936834572976282,0,0,0,0.0600900213300722,0,0,0.063889872866686,0,0,0,0,0,0.00316555785364787,0,0,-0.0297253857837455,0,0,0,0,0,0,0
X000858.SZ,0,0,0.176953926018936,0,0.43449210555865,0,0,0,0,0,-0.0302398746620146,0,0,0,0,0.153474717776982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00855242151740732,-0.0328051610454259,0,0,0,0,0,0
X600809.SH,0.265517784066709,0,0,0,0.413303375971711,0,0,0,0,0,0.0397485467330393,0,0,0,0,0,0,0,0,0,0,-0.0683447492843438,0,0,0,0,0,0,0.0486588053193657,0,-0.0803224234859288,0,0,0,0,0.0456132930762734,0,0,0,0,0,0,0.183233515138476,0,0,0,0,0,0,0,0,0.00228404732742238,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.0110197670677774,0.116137898254473,0,0,0,0,0,0,0,0,0,0,0,0,0.0347903131812153,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0961763656666709,0,0,0,0,0,0.169831239121999,0,0,0,0.0529522132987867,0,0.115741806046472,0,0.106660233958403,0,0.0800219105259928,0.0522733874563139,0,-0.00130938317920313,-0.0231285743304479,0,0,0,0,0,0
X000568.SZ,0.507654817128104,0.12928229939687,0.42892279069992,0,0,0,0,0,0,0,0,0,0,0.15497511226367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0887846753889564,0,0.0695117101544903,0,0,0,0,0,0.0402153824069242,0,0,0,0,-0.0572141112142603,0,0,0,0,0,0,-0.00317347901329833,0.0247615461611309,0,0,0,0,0,0
X600276.SH,0,0,0,0,0.00460004257506823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128076068884424,0,0,0,0,0,-0.113697120228636,0,0,0,0,0.0113991868319935,0,0.0927147792597802,0,0.11803187919179,0,0,0,0,-0.0370653555655018,0.0681838543561319,0,0,0,0.00125733043765836,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.491406914315969,0,0,0,0.175005744839435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00873222875944898,0,0,0,-0.0241126035740655,-0.089988173323996,0,0,0,0,0,0,0,0,0,0,0,0.10591216854457,0.0144388955440384,-0.00213875674029431,0,0,0,-0.00758980769456263,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.231287858014432,0,0,0,0,0,-0.0886845506339927,0.33603381497303,0,0,0,0.224343321732007,0,0,0,0,0,0,0,0.0562561256102079,0,0,-0.00520150606834197,0,0,0,0,0,0,0.010333336566932,0,-0.0261730533111913,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,-0.023051597236109,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0.0389656977005713,0,0,0,0,0.0083367355334766,0,0.0673632223007465,0,0,0.189627298380413,0,0,0,0,0,0,0,0,0,0,0,0.182461439029639,0,0,0,0.0544103000238929,0,0,0,0,0.00375224625463653,0.0178034543939466,0,0,0,0.0229337053383458,0,0,0,0,-0.00636804235215146,0,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0.0351879206185169,0,0,0,0,0,0,0,0,0,0,0,-0.125481922734207,0,0.109328123336728,0,0,0.0100686065217283,0.0476835733875541,0,0,0,0,0.0852004458155977,0,0,0,0.12164494467731,0,0,0,0,0,0.156738961525967,0,0,0.0213441081265898,0.128244523247484,0.0552811610579364,0,0,0,0,0.00773626826527198,0.0254012776136932,0,0,0,0,0,0
