,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X600690.SH,X000063.SZ,X600703.SH,X600031.SH,X000568.SZ,X600741.SH,X002475.SZ,X002241.SZ,X000338.SZ,X600066.SH,X002236.SZ,X000100.SZ,X601877.SH,X600118.SH,X600271.SH,X000157.SZ,X300124.SZ,X600372.SH,X002456.SZ,X600177.SH,X002007.SZ,X600089.SH,X600522.SH,X002085.SZ,X000066.SZ,X000981.SZ,X002508.SZ,X300003.SZ,X600867.SH,X600699.SH,X002294.SZ,X002292.SZ,X000559.SZ,X300136.SZ,X002180.SZ,X002074.SZ,X600498.SH,X600809.SH,X000623.SZ,X002426.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0.0574247701950632,0.0050269121037496,0,0.118163549567501,0,0,0,0,0,0,0,0,0,0,0.0792630937928151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000663046726360896,0.0581804078911706,0,0,0,0.175748349089081,0,0,0,-0.0165885596170903,0.00397617218258726,0,0,0,0,0,0
X600104.SH,0,0,-0.176051409985839,0,0,0,0,-0.0528485418772514,0,0,0,0,0,0,0.677300891165565,0,0,0,0,0,0,0,0,0,0,0,0,0.176870005899401,0,0,0,0,0,-0.0951963153136765,0,0.097971748925758,0,0,-0.11743992800739,0,-0.005801795484135,0,-0.0863572184949239,0,0,0,0,0,0,0,-0.0174910080205771,0.00773163745421268,0,0,0,0,0,0
X002415.SZ,0,0,0,0.126403877937645,0,0,0,0,0,0,0,0.126139869269609,0.0210719785406035,-0.0403417175431407,0,0,0.122186624778328,0.211826862335359,0,0.201655208302703,0,0,0,0,0,0,0,0,0,-0.0010595070258408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00369463684362202,-0.234834002646061,0.0489014864041123,0,0,-0.0508383344730379,0,0.00250932900046741,0,0,0,0,0,0
X000651.SZ,0,0.244952307398223,0,0,0,0,0,0,0,0.196962317646417,0.331246585186478,0,0,0,0,0,0,0,0,0,0,0,0,0,0.574397877606174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0.148766925982442,0,0,0.0307201684779034,0.395335127497388,0,-0.0368559110653002,-0.00744329087369377,0.0150275534753945,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0841342968041106,0,0,0,0,0.111396422981587,0,0,0,0,0.359219443341846,0.210464690935645,0.0383588831111558,0,0,0.0808351088394108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00176333551858523,-0.046432764434328,0,0,0,0,0,-0.0623254284942369,0,0,0,0,0,0,0,0,0,0.00429226794383642,0.00131180236396885,0,0,0,0,0,0
X002304.SZ,0,0.0491282698732531,0,0,0,0,0,0.0871850606395356,0,0,0,0,0,0.173274249465999,0.418878220195425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0278798616801287,0,0,0,0,0,0,0,0,0,0,0,0,0.106918652653396,0,0,-0.00293224038939772,-0.00424680341706187,0.000720833047494542,0,0,0,0,0,0
X600276.SH,0,-0.0551884814743056,0,0,0,0,0,0,0,0,0,0.229316607616573,0,0,-0.00331164958057899,0,0,0,-0.0967847174230129,0,0,0,0,0.00342146390540522,0,0,0,0.0467176241976201,0,0,0,0,0,0.0640466275222462,0,0,0,0,0,0,0,0,-0.0262244797005954,0,0,0,-0.0201477326109938,0,0,-0.152915594756414,0.0183052487598964,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0.102537528696738,0,0,0,0,0,0,0.0940655294031507,0,0,0.194735904200954,0,-0.637361448953772,0,0,0,0,0.136322337832313,0,0,0,0,0,0,0,0,0,0,0,0,-0.00563426423342596,0,0,0,0,0,0,0.193629630134647,0,0,0,0,0,0,0,0,0.169018803296618,-0.0417512864865127,0.0101812602261751,0,0,0,0,0,0
X000625.SZ,0,0.206013601231826,0,0.110941850429721,0,0,0,0,0,0,0,0,0.0820869212546037,0,0.188553120910656,0,0,0,0,0,0,0,0.106550739913515,0,0,0,0.0866725951645816,-0.033380507421277,0,0,0,0,0,0,0,-0.0629632827413949,0,0,0,0,0,0,0,0,0,0,0.0831035736223643,0,0,0,-0.0209053632732438,0.00611673403209937,0,0,0,0,0,0
X600690.SH,0,0,0,0.203540860157642,0.0317979771478745,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0259350614733671,0,0,0,0.0582166904389809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0736288915465444,0,0,0,0,-0.0580458196114952,0,0,0,0,0,0,0,-0.000633731378077513,-0.00285494974427176,0,0,0,0,0,0
X000063.SZ,0,0,0,0.301444253828675,0,0,0,0,-1.33006909437708e-06,0,0,0,-0.0507816752985268,0,0,0,0,0,0,0,0,0,0,-0.0519142117232669,0,0,-0.0281519133198542,0,0,0.0920336291739164,0,0,0,4.33680868994202e-19,0,0,0.0681122889833078,0,0.180471406099638,0,0,0.0393036770482866,-0.0788459666012792,0,0,0,0,0,0,0,-0.00424442353710017,0.00697137460085565,0,0,0,0,0,0
X600703.SH,0,0,0.306801619399946,0,0.192505717958434,0.0295369168984096,0.0542641233119184,0,0,0,0,0,0.17395465390335,0,0,0,0,-0.131086057087864,0,0.130813758350719,0,0.0324412160073126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0029635653482185,0,0,0,0,0,0,0,0,0,0,0,0.265241852937099,0,0.00185556590850702,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0.0460321864961483,0,0,0,0,0,0,0,0,0,0,-0.0796489080570447,0,0,0,0,0,0.130669569866702,0,0.509356240354572,0,0,-0.0161138348315017,0,-0.054938618299136,0,0,0.242228461396864,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,-0.227521210588672,0,0,0,0,0,0,-0.00974105621692463,0.00458066231216789,-0.0749370157109616,0,0,0,0,0
X000568.SZ,0,0,0,0,0.346496678587355,0,0,0,0,0,-0.0266403796044748,0,0,0,0,0,0,0,0,0,0,0,0.0329168682105954,0,0,0,0,0,0,0.169819457451197,0,0,0,-0.0520322442795991,0,0,0,0,0,0,0,0,0,0,0,0,0.20769104401329,0.174950691010605,0.116073273183235,0,-0.00827683449471351,-0.00290176559364214,0,0,0,0,0,0
X600741.SH,0,0.488578447021014,0,0,0.123125674319341,0.00148513114658926,0,0,0,0,0,0,0,0,0,0,0,0.089043741262195,0,0,0,0.0945638883039042,0,0,0,0,-0.0710562456929779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0323720752934133,0,0,0,0,0,0,-0.0234440536122892,-0.00322642241076044,-0.00188900612482556,0,0,0,0,0,0
