,X600104.SH,X600519.SH,X000725.SZ,X000651.SZ,X002415.SZ,X000625.SZ,X000858.SZ,X002304.SZ,X600690.SH,X000063.SZ,X600031.SH,X000100.SZ,X600276.SH,X000338.SZ,X000157.SZ,X600372.SH,X002241.SZ,X600089.SH,X600703.SH,X600741.SH,X002236.SZ,X600066.SH,X600271.SH,X601877.SH,X002129.SZ,X600177.SH,X600118.SH,X600582.SH,X000559.SZ,X000581.SZ,X000550.SZ,X002475.SZ,X000568.SZ,X300124.SZ,X000623.SZ,X300146.SZ,X000400.SZ,X300003.SZ,X600060.SH,X000800.SZ,X000050.SZ,X000977.SZ,X002294.SZ,X002292.SZ,X600839.SH,X002465.SZ,X002456.SZ,X000869.SZ,X600166.SH,X002038.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0.172646361082649,0,0,0,0,0,0,0.0987681980961239,0.212406709288649,0,0,0,0,0,0,0,0,0.0258608392204244,0.0493175364913534,0.00448732611130321,0.0780564696755717,0,0,0.0111341693047313,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0.0647412974587181,0,-0.0251584839581137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600519.SH,0,0,0,0,0,-0.020011330041355,0.151823594115182,0.236491176687386,0.0281987041229773,0,0.01242374978709,0,0,0,0,0,0,0,0,0,0,0,0,0.022814383987672,0,8.67361737988404e-19,0,0,0.0564235010360173,0,0,0,0,0,0,0,-0.0374796174970811,0,0,0,0,0,0,0,0,0,0,0.171158237412659,0,0,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.227061695805145,0,0.220199726941686,0,0,0.0126328428777882,0,0,0,0,0,0.0949778103931848,0,0.0577648778973056,0.0405717689211258,0,0.115459317658817,0.0284838226678352,0,0,0,0,0,0.106747465779991,0.00121924176070214,0,0,0,0,0,0,0,-0.0527939193486925,0,0.092051498556983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0.0486425562383955,0.226744519054415,0,0,1.73472347597681e-18,0,0,1.73472347597681e-18,0.0212145754248577,0.0509565476380922,0,0,0,0.115321519459195,0,0,0,0.10424757614309,0.0411715289610477,0,0,0,0,0,0,0,0,0,-0.0510158729924726,0.0451724913883092,0.15572890332425,0,0,0,0,0,0,0,0,0,0,0,0,0.076669330655377,0,0,0,0,0,0,0,0.0633296007473623,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.294322168591325,0,0,0,0,0,0.114814643520106,0,0,0,0,0,0,0,0,0.269392131680924,0,0,0,0,-0.16603300095887,0,0,0,0,0.0938118416670411,0,0,0.0728511925820302,0,0,0.132848945193062,0,0,0.149159651807124,0,0,0,0,0,0,0,0,0,0,0,0,-0.00835581701928974,0,0,0,0,0,0
X000625.SZ,0,0,0.0308637058134924,0.0480370781485645,0,0,0,0.0825217196989241,0.146395302494986,0.120178916317461,0,0,0,0,0,0,0,0,0,0.20132839305978,0,0,0,0,0.0421629952734422,0,0.115080127848131,-0.0516859185009554,0,0,0.0959668474511361,0,0,0,0,0,0.034969911985132,0,0,0,0.0649388805065287,0,0,0,0,0,0,0,0,0,0,0.0413763711582707,0,0,0,0,0,0,0
X000858.SZ,0,0,0.00585312012226187,0,0,0,0,0.160890457277142,0.0911564024885352,0.0346134492155353,0.0973710107574434,0.0155047477107189,0,0.0893506110040869,0.000934386995598797,0,0,0,0,0,0,0,0,0,0,0.0687937528561949,0,0,0,0,0,0,0.15838136326148,0,0,0,0,0,0,0.0977671823099644,0.0310765824460724,-0.0127942638058575,0,0,0.0710889151251086,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0.123448396826767,0,0,0.174596683824372,0,0.0978702204010369,0,0,0,0,0,0,-0.0669528200853246,0,0.0852817014408464,0.0572925741478985,-0.0500042607667522,0,0,0,0,0,0,0,0.249691315748808,0,0,-0.0856664159345085,0,0,0,0,0,0,0,0,0,0,0,0,-0.239814603801054,0.150071107963507,0,0,0,0.0672842618790364,-0.0372171118847999,0,0,0,0,0,0
X600690.SH,0,0,0.200302227803713,0,0,0,0,0,0,0,0,0.00369661149753569,0,0.171828561944124,0,0,0,0,0,0,0.0764873857478452,0,0,0,0,0.132535165906211,0,0,0.00324785283926117,0,0,0.0332807338587162,0,0,0,0,0,0,0.132209953735739,0.15547015877882,0,0,0,0,0,0,0,0,0,0,0,-0.027772926592738,0,0,0,0,0,0,0
X000063.SZ,0,0,0.161200337314126,0,0,0,0,0.0454418121930788,0,0,0.182873479374994,0.0595766898212713,0,0.200133199619737,0,0,0,0,0.102044134189549,0,0,0,0.0080286818584322,0,0,0.0677671930253672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00523694455671602,-0.0126460245686978,0,0,0,0,0,0
