,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600276.SH,X600809.SH,X600690.SH,X002304.SZ,X000651.SZ,X002475.SZ,X300124.SZ,X600104.SH,X003816.SZ,X002371.SZ,X000725.SZ,X000596.SZ,X000063.SZ,X300014.SZ,X600031.SH,X002129.SZ,X000625.SZ,X000338.SZ,X002179.SZ,X600703.SH,X600089.SH,X002049.SZ,X002236.SZ,X000661.SZ,X000100.SZ,X600372.SH,X002241.SZ,X002180.SZ,X601877.SH,X600741.SH,X600702.SH,X000977.SZ,X000157.SZ,X600522.SH,X600584.SH,X002074.SZ,X300142.SZ,X000733.SZ,X600460.SH,X300003.SZ,X002007.SZ,X002294.SZ,X300146.SZ,X000800.SZ,X002028.SZ,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.089753825166263,0,0.0857739030401545,0.0451757332391108,0,0,0,0,0,0,0,0,0.0148224428119596,0,0,-0.109502787153447,0.0668352102880478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0912529809840173,0,0,0,0,0,0,0,0,0,0,0,0.0284920035414162,0,0,0,0,-0.0590188029508493,0.0234181401800174,-0.120627979191099,0,0,0,0,0
X000858.SZ,0,0,0,0.147178583340469,0,0.0588137724899812,0,0,0,0,0,0,0,0,0,0.0795038316832956,0,0,0.0854854741333645,0,0.00997474514799625,0,0,0,0,0.0188390728506174,0,0,0,0,0,0,0,0,0.0306615958711262,-0.0222628986833717,0,0,-0.00300639958751088,0,0,0,0,0,0,0,0,0,0,0,0,-0.0379693754842762,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,-0.136531224404399,0,0,0,0,0,0,-0.121240343838331,0,0,0.0591259932490905,0.221081746517515,0,0,0,0,0,0,0,0,0.110006065052413,0,0,0,0.217324469329809,0.0915318368371157,0,0,0,0,0,0,0.0762742050175864,0,0,0,0,0,0.134074239292413,0,0,0.180885992563224,0.0486169727149399,0,0,0,-0.0548788105975763,0,0,0,0,0,0
X000568.SZ,0,0.544457535079791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0426833905624296,0,0,0,0,0,0,0,0.199045477204041,-0.00991246214344365,0.0657997924658608,0,0,0,0,0,0,0,0,0,0,0,0,-0.0205739310068744,0,0,-0.0386512865364438,0,0,0,0,0,0
X600276.SH,0,0,0.134227223649192,0,0,0,0.0453781012420891,0,0,-0.0209435457157581,0,0,0,0.0390855911032862,0,-0.0248938084714432,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201894565068797,0.286817969512147,0,0,0,0.199665538882069,0,0,0.0180396333867637,-0.00491081976354852,0,0,0,0,0,0
X600809.SH,0,0,-0.112672583399249,0,0,0,0,0.0174147518823012,0.107344490571687,0,0,0,0,0,0,0,0,0,0,0,0,-0.00565079116108093,0,0.183699890592929,0,0,0,0,0,0,0,-0.0564337153426386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0518992397298902,0,0.442822285380037,-0.115321317108652,0.0269772817228952,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.0603256156831483,0,0,0,0,0,0,0,0,0,0,-0.575448510568151,-0.0150362853271926,0,0.362433679232737,0.114030939525483,0,0,0,-0.103267346311168,0,0,-0.128685003678931,0.097988963366872,0,0.0504018905676465,0,8.67361737988404e-19,0,0,0,0.00837913845019468,0,0,0,0,0,0.00213470416411098,0,0,0,0,0.212672586956284,0.0228045929977576,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0.231452872939117,0.10614847801923,0,0,0,0,0,0,0,0,0,-0.0263892598416452,0,0,0,-0.0242173034818444,-5.42101086242752e-20,0,0,0,0,-0.0561139671354084,0,0,0,0,0,-0.0159427950174033,0,0.205836939970763,0,0,0,0.0219942579324883,0,0,0,0,0,0,-0.0185651794092097,0,0,0,0,0,-0.0132839395730468,0.0217748619585758,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0.126276311747553,0,0.160644571735531,0,0,0,-0.105676442506406,0.137506789567767,0,0,0,0.221652340714966,-0.592617458765355,0,0,0,0.025398445856036,0,0,0,0.106639027220367,0,0,-0.12169141571506,0,0.0473636405596221,0.0121417998520493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0326969696594286,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,-0.0566356817801343,0,0,0,0,0,0,0,0.0290310431316287,0,0,0,0,0,0.240632939061854,0,0,0,0,0,0,0.00923996396683018,0,0,0,0.104914007724647,0,0,0,0,0.0972168619407668,0,0,0.103233947861889,0,0,0,0.0529043844146464,0,0,0,-0.161275863325872,0,0,0,0,-0.00989226462519323,0.0579729978980302,0,0,0,0,0,0
