,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600809.SH,X600276.SH,X002475.SZ,X002304.SZ,X000651.SZ,X600690.SH,X300124.SZ,X000063.SZ,X000725.SZ,X600104.SH,X002371.SZ,X002129.SZ,X003816.SZ,X600031.SH,X000596.SZ,X300014.SZ,X000625.SZ,X600703.SH,X000338.SZ,X002049.SZ,X002179.SZ,X600089.SH,X002241.SZ,X002236.SZ,X000100.SZ,X000661.SZ,X600584.SH,X000977.SZ,X002180.SZ,X600702.SH,X600522.SH,X601877.SH,X600460.SH,X300142.SZ,X000157.SZ,X600741.SH,X002074.SZ,X000733.SZ,X600183.SH,X002463.SZ,X300003.SZ,X002007.SZ,X000066.SZ,X002294.SZ,X002414.SZ,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.15813157386063,0,0,0.259640280938156,0,0,0,0,0,0,0,0,0,0.00494499891657092,0.0155500651446233,0,0,0.0219421325576057,0.0391840360547446,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176458669520917,0,0,0,0,0,0,0.148393885712228,0,0,0,0,0,-0.070417500731932,0.0108640198111303,0,0,0,0,0.0102820561655956,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0532321074632602,0.0219184604455075,0,0,0.378280472416524,0,0,0,0,0,0,-0.000619563732587843,0,0,0,0,0,0.114073554354283,0,0,0,0,0,-0.0349873714881274,0.0496329167974399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0230826815849217,-0.0091677918588982,0,0,0,0,0,0
X002415.SZ,0,0.0038148472206086,0,0,0,0,0.101726247119139,0,0,0,0,0,0,0,0.0843676665401096,0,0,0,0,0,0,0,0,0,0,0,0,0.21832161676663,0,0,-0.039956060425735,0,0.1913351228035,0,-0.0178767198947213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00202788085557826,-0.0414428193243759,0,0,0,0,0,0
X000568.SZ,0,0.380838213535811,0.0916313829642688,0,0,0,0,0.336637917517785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0161178648492718,0,0,0,0.111543683899026,0,0,-0.00384434904715637,-0.013219886607904,0,0,-0.0113985914158042,0,0,0,0,0.0565348200577136,0,0,0,0,0.0211084280039857,0.0980099329000071,0,0,0,0,0,0,-0.0370009394471631,0,0,0,0,0,0
X600809.SH,0,0.139425742414454,0,0,0,0,0,0.185306268650566,0,0,0,0,0,0,-0.0444498954180926,0,0,0,0.0816418081271198,0,0,0.0991709786010836,0,0,-0.15366744931652,0,0,0.0350068357041426,0,0.0589271062938356,0.0107580290897366,-0.0336694477751918,0.172827542166546,0,0.028516328245356,0,0,0,0,0,0,-0.0707907544217034,0,0,0,0,0,0,0,0,0,0,-0.0323258536384686,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0801652267065058,0.0695383784001714,0,0,0,0,0.0455515306274119,0,0,0.0493742018673256,-0.00143239649771949,0,0.12667956538979,0.0255323207366015,0,0,0,0,0,0,0,0,0,0.239529266025838,0,0,0.117590563216569,0,0,0,-0.0148460508248542,-0.0118791622328965,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0577867960530134,0,0,0.00573092896247073,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0806943348631174,0,0,0.3015447174337,0,0,0,0,0.0865891774250085,0,0,0,0.0460120108548411,0,0,0,0,0,0
X002304.SZ,0,0.374923562801038,0,0.37244085388116,0,0,0,0,0,0.0364376478092135,0,-0.0508109302348275,0,0,0,0,0,0,0,0,-0.0175469140166854,0,0,0,0,0,0,-0.0548834057555025,0,0.0732262296608342,0.112949176496219,0.0270977187116314,-0.0277638581400199,0,0,0,0,0,0,0,0,0,0.0177480227937932,0,0,0,0,-0.0812405399914636,0,0,0,-0.0252600754154887,0.0238152249312871,0,0,0,0,0,0
X000651.SZ,0,0.163605584266355,0,0,0,0,0,0,0,0.31409727712138,0,0,0,0,0,0,0,0,0,0,0.123630236857926,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00417329400207052,0,0,0,0,0.000557967344807932,0,0,0.0719239805681929,0,0,0,0,0,0,0,-0.0142552834734133,-0.00459791366189263,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0.241818723371863,0.143392705043437,0,0.0089637924824052,0,0,0,0,0,0,0,-0.191765853157886,0,0,0,0,0,0,0,0,-0.264950186291666,0,0,0.178649184545947,-0.0119057558504361,0,0,0,0,0,0,0,0,0,0,0.0204919956996604,0,0,0,0,0,0,0,0,0.0179898465584643,0.0211868744133254,0,0,0,0,0,0
