,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X000651.SZ,X600104.SH,X600031.SH,X000568.SZ,X002304.SZ,X000725.SZ,X600809.SH,X000063.SZ,X600690.SH,X003816.SZ,X000661.SZ,X002241.SZ,X000338.SZ,X600703.SH,X000596.SZ,X300124.SZ,X000100.SZ,X300014.SZ,X002007.SZ,X600741.SH,X300142.SZ,X002371.SZ,X000625.SZ,X002129.SZ,X002049.SZ,X601877.SH,X000157.SZ,X002236.SZ,X000800.SZ,X002414.SZ,X300003.SZ,X600584.SH,X300136.SZ,X600183.SH,X002179.SZ,X000066.SZ,X000977.SZ,X601799.SH,X600118.SH,X002456.SZ,X002185.SZ,X002008.SZ,X000050.SZ,X002294.SZ,X600066.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0.215558220656982,0,0,0.260128706850626,0,0,0,0,0,0,0.0377638440466464,0.00720000460206573,0,0,0,0,0,0,0,0,0,0.0196454020093877,0,0,0.027768486471478,0,0,0,0.0626809432579194,0,0,0,0,0,0,0,0,0,0,0,0.0592900193060698,0,0,0.00582369722711763,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0.175975695563132,0,0.403171815089106,0,0,0,0,0,0,0,0.0357596748867876,0,0,0,0,0,0,0,0,0,0.0237921807452628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108290807496288,0,0,0,0.0612374640019598,0,0,0,0.0380968026504295,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0.0232329161465851,0.167225947918243,0,0.0177428101086601,0,0,0,0,0,-0.127190718407558,0,0,0,0,0,0.0926499472543169,0,0,0,0,0,0,0,0,0.0437214298406492,0,0,0.0599272781013953,0,0,0,0,0,0,0.137589469514865,0,0,0,0,0,0.101491941488744,0,0,0,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.353820504807847,0,0,0,0,0.0520003605759601,0,0,0,0,0,0,0.0429184118794777,-1.0842021724855e-19,0,0,0,0,0,0,0.0211211333423887,0,0,0,0,0,0.0156255613119426,0.0383122570753284,0,0.114692108891928,0,0.096198850631256,0.0916788618606292,0,0,0.00706362759882096,-0.00285046631087497,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0969776981171094,0,0,0,0,0,0,0,0,0,0.0672976144526677,0,0,0,0,0.036887739812036,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0.0606277999044014,0,0,0.154279444955586,0,0,0,0,0.0429678448999379,0,0.0819283442820736,0,0,0,0,0,0,0,0,0,0,0,0,0.0166097788038083,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.0201563387299687,0,0,0,-3.46944695195361e-18,0.0610634021655175,0,0,0,0,0,0,0.00465572822270768,0.0266298940699137,0,0,0,0,0,0,0,0,0,0,0,0.139083138517456,-0.0210706305749429,0.0328303668733625,0,0,0,0.00890632897624782,0,0,0,0,0,0,0,0,0.0817688941195601,0,0.0796852233431334,0,0,0,0,-0.0659061078502439,-0.0181795426038616,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.0831685117102691,0,0,0,-0.05243293934631,0,0,0,0,-0.0271983217085664,0.08772394470437,0.0863586668479551,0,0,0,-0.0366887803936728,0,0.0867606817860105,0,0.141589258386717,0,0,-0.0134311783273322,0,0,0.0761073089778873,0.105777589364045,0,0,0,0,0,0,0.016436675432225,0,0,0,0,0,0,0,0,0,0,-0.0272120136653044,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0.0224248649112496,0,0,0,0,0,0,0,0.409310078450088,0,0.000229601744120258,0,0,0,0,0.0569444482950887,0,0,0,0.0146315503870095,0,0,0.307440781541476,0,0,-0.0119182973785572,0,0,0.0179832847962301,0,0,0,0,0,0,0,0,-0.0565621661883197,0,0,0,0,-0.0130782609193266,0.0326358318394848,0,0,0,0,0,0
X000568.SZ,0,0.333161722082263,0,0,0,0,0,0,0,0.261571410733509,0,0.0283788410926841,0,0,0,0,0.0319191970348116,0,0,0.0943289612574181,0,0,0,0.0883011432707632,0,0,0,0,0,0,0,0,-0.0480916795788112,0,0,0,0.0349972573254825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01217262618348,0,0,0,0,0,0
X002304.SZ,0,0.215005760857812,0,0,0.105732937679325,0.0492889274605417,0,0,0.328322729374211,0,0,0.137005789088896,0,0,0,0,0,0.0386873168284177,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0.108721052542557,0,-0.038775594422568,0,0,0,0,0,0,0,0,0.0476661131068891,0,0,0,-0.0878246908514909,0,0,0,0,0,0,0,0,0.0155315895427356,0,0,0,0,0,0
