,X600519.SH,X600104.SH,X002415.SZ,X600276.SH,X000651.SZ,X000858.SZ,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X600031.SH,X002475.SZ,X000338.SZ,X000568.SZ,X600703.SH,X300003.SZ,X600741.SH,X601877.SH,X600271.SH,X002236.SZ,X002008.SZ,X300124.SZ,X002007.SZ,X000100.SZ,X000661.SZ,X600487.SH,X600498.SH,X002456.SZ,X600809.SH,X002179.SZ,X600867.SH,X600566.SH,X000625.SZ,X300146.SZ,X300142.SZ,X000596.SZ,X000157.SZ,X600177.SH,X002180.SZ,X002294.SZ,X600372.SH,X600089.SH,X002506.SZ,X600066.SH,X300136.SZ,X600522.SH,X002241.SZ,X000977.SZ,X000050.SZ,X600699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0.594420860498241,0.20684935435511,0,0,0,0,-0.0222300898958328,0,0,0,0,0,0,0,-0.0582778263536416,0,0,0,0,0,0.0926656181736306,0,0,0,0,0.0314253289840795,0,0,-0.0289746423030791,0,0.0796323859425075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00888627137366079,0,0,0,0,0,0,0
X600104.SH,0,0,0,0.00960638181854271,0,0,0,0,0,0,0,0,0,0,0,0.11343577887856,0.33286012174916,0,0,0.0174110154503405,0,0.2073497278193,0,0,0,0,0.124763807255138,0,0,0,0,0.0159406808880228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0222040053047874,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199257610442017,0,-0.032960075699476,0,0,0,0.610843034639977,0.224098318420673,0,0,0,-0.0231643300656473,0.0754008162792761,0,0,0,-0.00488640417368026,0,0,0,0,0,0,0,0,0,0,-0.062224964480794,0,0,0,0,0,0,0,0,0,0.121955987810852,0,0,0,0,0,0.0771118735485681,0.0579112242552596,0
X600276.SH,0,0,0.174904989449896,0,0,0,0,0,0,0.0286876034504854,0,0,0,0,0,0.417800682453925,0,0,0,0.0172186801863345,0.013394517739057,0,0,0,0,0,0,0.0327689881288284,0.0696606665386921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0215931441861942,0,0,0,-0.0027783416115651,0.0228176029447167,0,0,0,0,0,0
X000651.SZ,0.261295685673687,4.33680868994202e-19,0,0.00213493466284843,0,0,0,0,0,0,0,0,0,0.133290666565361,0,0.0564402952125702,0.099627978753613,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0.0232123278604896,0,0,0,0.104164574317793,0,0,0,0,0,0,0,0,0.0331062138531905,0,0,0,0,0,0,0,0.0190995063206184,0,0,0,0,0,0.20364877289925,0
X000858.SZ,0.000786128712763803,0,0,0,0,0,0.186503971303726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.422128999843828,0,0,0,0,0,0,0.234183438767798,0,0,0,0,0,0,0,0.0360017662360631,0,0,0,0,0,0,0,0.00467833353611301,0.0418471373124477,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.374903378089477,0,0,0,0,0,0,0,0,0,0,0.00100394133331927,0,0.0927323925066916,0,0.254113909073379,0,0,0,0,0.139964448549976,0,0.378820170543671,0,0,-0.150956196117099,0,0,0,0,0,0,0,-0.02537288532507,-0.034926057080672,0,0,-3.46944695195361e-18,-0.00351106559988453,0.0328015646884531,0,0,0,0,0,0
X000725.SZ,0,0,0,0.029987732678644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0718571381687751,0.289303265956309,0.110168532018079,0,0,0,0,0.129367562756333,0,0,0,0,0,0.03451831818601,0,0,0,0,0,0,0,0,0,0,0,0,-0.035346839346144,-0.00631719177549833,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0.164640262784243,0,0,0,0,0,0,0.0430690966067903,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0156302175724605,0,0,0,0,0.105512264666489,0,0,0,0,0,0,0,0,0,0,0.182762922616958,0,0,0,0.347378333036783,0,0,0,-0.0115289560205201,-0.037050946091772,0,0,0,0,0,0
X000063.SZ,0,0,0.121513232047525,0,0,0,0,0,0,0,0,0.407983999803717,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0.21506713747799,0.117541990272251,0.16316374520811,0,0,0,0,0,-0.102666644405137,0,0,0,0,0.0857706993481561,0,0,0,0,0,0,0,0,0,0,0,0,0.033837697989593,-0.136620760002544,0,0,0,0,0,0
X600031.SH,0,0,0.0207964209647008,0.181220091370187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.349523411113214,0,0,0,0,0,0,0,0,0,0.0413403718989079,0.101704065999243,0.0790147216209967,0,0,0,0,0.128113438184408,0,0,0,0,0,0,0,0,0,0,-0.0140170237900418,-0.0368768467837322,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0498198029383081,0,0,0,0,0.0327284727962364,0.0139223977954478,0,0,0,0,0,0,0,0.858809519673109,0,0,-0.0939260115250296,0,0,-0.0604383447696376,0,0,0,0,0,0,0,0,0,0,0.0596136281322311,0,0,0,0,0.148454352669987,0,5.42101086242752e-20,0.0871612772080377,0,0,0,0,0,0
X000338.SZ,0,0.101798348043875,0,0,0,0.0267556038637789,0,0.0821505063327945,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0124968456307295,0,0,0,0,0.049413784947255,0.0241988521090071,0,0,-0.0352081199433039,0,0.0106251043179457,0.143617820167157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0187717917372226,0,0,0,0,0,0,0
X000568.SZ,0.16408112178101,0,0,0,0,0.212473557948322,0.104130621698713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072609025813142,0,0,0,0,0,0.240833684131153,0,0.0130797915094088,0,0,0,0,0,0,0,0.0386103251064044,0,0,0,0,0,0,0,0,0,0,0,0,-0.0311269247001589,0.0317583821161402,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204518623720164,0,0.0269408216278859,0,0,0.0166196293339795,0,0,0.319562050881869,0,0.0817081861983576,0,0.190014437636882,0,0,0,0.1974531629208,0.0423876572438815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183152228600999,0,0,-0.0765619455586111,0,0,0,0,0,0
X300003.SZ,0,0,0,0.845506220210661,0,0,0,0,0,-0.158671538093813,0.00688758763162479,0,0,0,0,0,0.079736493839084,-0.347963403249931,0.000987793035432867,0,-0.160308659531539,0.135545349242123,0.174025204238725,0,0.00506342402314718,0,0,0,0,0,0.0482018106371181,0,0,0,0.0497008151581705,0,0,0,0,0,0,0,0,3.46944695195361e-18,0.136211074472214,0,0,0,0,0,0,0.0336586568207331,0,0,0,0,0,0,0
X600741.SH,0,0,0,0,0.107164483209806,0,0,0,0,0,0,0.119199466902096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176990786808324,0.106041427590574,0.0035273920008309,0,0.155086807579265,0,0.00549285205213958,0,0,0,0,0,0,0,0,0.124029194267656,0.00377283224418411,0,0,0.00546409833191617,0.0535295793770805,0,0,0.00143885314067051,0,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,0,0,0.115715261668942,0.116571994324097,0,0,0,0,0.0303056620013017,0,0,0,0,0,0,0,0,0,0,0,0,0.0990247553748751,0,0,0,0.00295047347394292,0.0514854995410098,0.0109000663235041,0,0,0,0,0,0,0,0,0,0,0,0,0.0980993542993805,0.000106067835723268,0,0,0,0,-0.0227074800051798,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,-0.0514730730568657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0283981252083655,-5.42101086242752e-20,0,0,0.136984546248024,0,0,0,0.31517844862307,0,0,0,-0.0990570366325257,0.16308780452707,0,0,0,0,0,0.19295249524244,0,0,0,0,0,0,0.633801692202259,0,0,0.0941968136404325,0.00233394121646848,-0.00492409456986649,0,0,0,0,0,0
