,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600809.SH,X600276.SH,X002304.SZ,X002475.SZ,X600690.SH,X000651.SZ,X300124.SZ,X000725.SZ,X600104.SH,X002129.SZ,X000596.SZ,X000063.SZ,X600031.SH,X003816.SZ,X300014.SZ,X002371.SZ,X000625.SZ,X000338.SZ,X600703.SH,X002049.SZ,X002179.SZ,X600089.SH,X000100.SZ,X002241.SZ,X002236.SZ,X000661.SZ,X600702.SH,X002180.SZ,X601877.SH,X600522.SH,X600584.SH,X300142.SZ,X000157.SZ,X002074.SZ,X600741.SH,X600460.SH,X000977.SZ,X000733.SZ,X300003.SZ,X600183.SH,X000799.SZ,X002463.SZ,X000066.SZ,X002007.SZ,X002414.SZ,X002294.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,-4.33680868994202e-19,0,0.155856864981963,0,0,0,0.128983339296984,0,0,0,0,0,0,0.0234521397299925,0,0,0,0,0.0724852725884327,0,0,0,0.0213437378752192,0,0,0,0,0.039099875693983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0176791728250167,0,0,0,0,0,0,-0.0224868281453967,0.0414907362404618,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.532074752469584,0,0,0.0670257439675257,0,0,0,0,0,0,0,0,0,0,0.0777921347894938,0,0,0,0,0,0,0,0.116040730928818,0,0,0,0,0,0,0,0,0,0,0,0,0.0280149118676606,0,0,0,0,0,0,0,0,0,-0.00187732487491209,-0.0126339031261343,0,0,0,0,0,0
X002415.SZ,0,0.0338970766486334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141744043459435,0.110244446900751,0,0,0,0.0762934758874181,0,0.0734257265173322,0,0,0.313595949799705,-0.0806244616231196,0,0.0584343936317909,0,-0.152331381980072,0,0,0,0,0,0,0.126155964968124,0,0,-0.0562680877817292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000568.SZ,0,0.399535257456099,0.094861819826861,0,0,0,0.288849199423179,0,0,0,0,0,0.115106517015758,0,0,0,0,0,-0.0200601896563661,0.105863309643638,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,-0.098567559289239,-0.104501323908,0,0,0,0,0,0,-0.13526792003548,0,0.163554518308212,0,0,-0.0242267429737416,0,0,0,0,-0.0217117788972196,0.0436345493108495,0,0,0,0,0,0
X600809.SH,0,0.0688077478302421,0,0,0,0.0411559469903478,0.00357161691736722,0,0,0,0,0,0,0,0,0.0414399011140811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125389794392412,0,0,0,0,0,0,0,-0.0291906585818247,-0.0937674608274411,0,0,0.281741061404237,0,-0.102018338061693,0,0,0,0,0.00342860463763105,0.0104273410859728,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00284919309123931,0,0,0,0,0,0.00910943614594288,0,0,0,0,0,0,0,0,0.0988261891998856,0,0,0,0.0259717643104314,0,0,0,0,0,0,0,0.235599089393266,0,0,0.0615856672456546,0.0399554204234416,0,0.0308064124564953,0.161331512133651,0,-0.00811565418272452,-0.0288072309913845,0,0,0,0,0,0
X002304.SZ,0,0.375603541704709,0,0.414765678776239,0.0625272431916318,0.00652672704423575,0,0,0.0208315456302387,0,0,0,0,0,0,0,0,0,0,-0.0209973524404116,0,0,0,0,0,0,0,0,-0.0685592987028354,0.0612694208177843,0,0,0,0,0.0438868201200038,0,0,0,0,0,0,0,0,0.0303010950667254,0,0,0,0,-0.0948476352394712,-0.0891639700995751,0,-0.0163958854007665,0.0112829163406186,0,0,0,0,0,0
X002475.SZ,0,0,0.0729071546516616,0,0,0,0,0,0,0,0.19654261609271,0,0,0,0,0,0,0,0.371037965376048,0,0,0,0,0,0,0,0,0.00564173422037757,0,0,0,0,0,0.241769979527311,0,0,0,0.127043260044851,0,0,-0.00904483989670025,0,0,0,0,0,0,0.265983673150843,0,0,0.438855615933474,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0.184942354242848,0,0,0.208332807533788,0.0204244470287152,0,0,0,-0.0659341189944242,0,0,0,0,0,0,0,0,0.0244040368830457,0,0,0,0,-0.341387874127538,0.0199255855090863,0,0,0,0.0350736927200278,0.149332151840423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0343832413084268,0,0,0,0,0,0,0
X000651.SZ,0,0.148569174255979,0,0,0,0,0,0,0.308207420269545,0,0,0,0,0,0,0,0,0,0,0,0.124870626367822,0,0.00867592978795298,0,0,0,0,0,0,0,0,0,0.00473229272800353,0,0.00607626137534007,0,0,0,0,0,0,0,0,0.0730827338920969,0,0,0,0,0,0,-0.027510168333874,0,-0.0120415442107623,0,0,0,0,0,0
