,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X002292.SZ,X600703.SH,X600741.SH,X000100.SZ,X600031.SH,X600066.SH,X600118.SH,X002236.SZ,X002506.SZ,X002241.SZ,X000559.SZ,X002475.SZ,X000157.SZ,X000568.SZ,X600372.SH,X600177.SH,X002085.SZ,X000338.SZ,X300003.SZ,X002074.SZ,X300124.SZ,X600089.SH,X002294.SZ,X002456.SZ,X002465.SZ,X600867.SH,X600498.SH,X601877.SH,X002426.SZ,X000050.SZ,X000869.SZ,X002049.SZ,X002007.SZ,X000977.SZ,X002180.SZ,X300001.SZ,X002512.SZ,X000981.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.132612786076651,0,0,0.377009431243582,0,0,0,0,0,-0.0294045553118659,0,0,0,0.0422347907381758,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0775256634258007,0,0,0,0,0,-0.0415261906183069,0,0.00454584230147216,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0769280509188485,0,0,0,0,0,0
X600104.SH,0,0,0.108862702972825,0,0,0,0,0,0.0781432002447489,0,0,0,0,0.241692705940165,0,0,0,0,0,0,0,0,0,0,0,0,0.0589055418912293,0.000246227618400903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139189895838828,0.0104825341090122,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0.0117851492699592,0,0,0,0,0,0,0,0,0,0,0,0,0.190575636055087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199758143971822,0,0,0,0,0,0.0177237335713087,0,-3.46944695195361e-18,0,0.0988376943756764,0.100993441174278,0,0,0.0678949993071584,0,0,0,0,0,0.0500604440223933,0,0,0,0,0,0,0
X000651.SZ,0,0,0.0801090362206986,0,0,0,0,0,0.118054334149653,0,0,0,0,0,0.039832560822581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00900674283537654,0,0,0,0,0,0.114608279710631,0,0,0,0,0,0,0,1.38777878078145e-17,0.15680003291682,0.0578561326194391,0,0,0,0.0361181384565621,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.158007221697573,0,0,0.169898568677568,0,0,0.0458568605895336,0,0,0,0,0,0,0,0.0380190409450882,0,0.194938263059578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0604491710817588,8.67361737988404e-19,0,0,0,0,0,0,0.0370569315221728,0,0,0,0,0.00969999651725255,0,0,0,0,0,0,0
X002304.SZ,0,0.175012563211256,0,0,0,0,0,0,0,0.0448231560422195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158658929461399,0,0,0.127866479321188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0676805823969412,0.0475068729336483,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0.0136698529312374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.255696223481415,0,0,0,0.0574675716353596,0,0,0,0,0,0,0.0573912291075853,0,0,0,0,0,0,0,0,0,0,0,0,-0.00919387633964671,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034267522976178,0.0405987087587501,0,0.205007032640223,0,0,0,0,0.120194088615971,0,0,0,0,0,0.0968628130916434,0,0.0639191944074633,0,0,0.0782789239367518,0,0,0.0623579062843927,0,0,0,0,0,0,0,0,0,0.00921760435836338,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0.221557950015042,0.0669140547823666,0,0,0,0,0.0062290093192369,0,0,0,0,0,0,0,0,0,0,0.0292481402076865,0,0,0,0,0,0.129923604269539,0,0,0,0,0,0,0,0.0108294288702473,0,0,0,0,0,0.0631710233097898,0,0,0.192974127631058,0,0,0.0532291766001607,0.0827937203450609,0,0,0,-0.00715447258377552,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0.10648154840195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.391047855566177,0.00966847638458438,0.0846868639210676,0,0,0,0,0,0.076766405076649,0,0.0268241757798168,0,0,0,0,0,0,0.0432439587014439,0,0.0861540645505862,0.038179902387819,0,0,0,-0.0142261276257523,0,0,0,0,0,0,0
