,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X000568.SZ,X002304.SZ,X002475.SZ,X600690.SH,X000651.SZ,X600104.SH,X600031.SH,X000725.SZ,X300014.SZ,X002371.SZ,X300124.SZ,X003816.SZ,X000063.SZ,X600703.SH,X000338.SZ,X002241.SZ,X002129.SZ,X000625.SZ,X000596.SZ,X002049.SZ,X000661.SZ,X601877.SH,X300142.SZ,X000100.SZ,X002179.SZ,X600089.SH,X000799.SZ,X600460.SH,X600741.SH,X002236.SZ,X000157.SZ,X600702.SH,X600779.SH,X002074.SZ,X600584.SH,X601799.SH,X002414.SZ,X002007.SZ,X600183.SH,X600884.SH,X000800.SZ,X000733.SZ,X300003.SZ,X000977.SZ,X002008.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.427232577712432,0,0,0,0.040899398373858,0,0,0,0,0,0,0,0,0,0.0146098787738241,0,0.00673704794898659,0,0,0,0,0,0,0,0.00193446665310045,0.0409931639565425,0.0174504249604514,0,0,0,0,0,0,0,0,0.00493502361420946,0,0,0,0,0,0,0,0,0,0,0,0.0273060088701943,0,0,0,-4.33680868994202e-19,0,0,0,0.0544783247143544,0,0
X000858.SZ,0,0,0,0,0.136871414082447,0.260348244737651,0,0,0,0,0,0.0253449836370459,0,0.0142666203241611,0,0.00223186486589198,0,0,0,0,0,0,0,0,0,0.049689790483917,0,0,0,0,0,0,-0.0945422402739723,0,0.0592292157481526,0,0.0790912212617456,0.190879424589196,0,0,0,0,0,0,0,0,0,0,0,-0.0196020875706258,0,-0.0255122882817831,0,0,0,0,0,0,0
X002415.SZ,0,0.095913812738984,0,0,0,0,0.0365742898442118,0,0.100766697622201,0,0,0,0,0,0,0,0,0,0.0718620596845675,0,0,0.129570218409023,0,0,0,0,0,0.0375101604868824,0,0,0,0,0,0,0,0,0,0.0716033814412799,0,0,0,0,0,0,0.128787011165868,0,0,0,0,0,0,0.0218400748562433,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0.0135394666765266,0.152720986127393,0,0,0,0,0,0,0,0,0,0,0,0.0141215726074837,0,0,0,0,0,0,0,-0.071169077999607,0,0,0,0,0.53496929030402,0,0,0,0,0.159468707156177,0,0,0,0,0,0,0,0,0,0.0511784136041116,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0.101432479360682,0,0,0,0,0,0,0,0,0,0,0,0.180151644987343,0,0,0,0,0,0,0,0,0,0,-0.11070308424306,0.15999626705743,0,0,0,0,0,0.273007098856103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047425579322572,-0.0777308117895851,0,0,0,-0.0193762026930675,0,0,0,0.093063704204343,0,0
X000568.SZ,0,0.544202497718015,0,0.0804054482106062,0,0,0,0,0,0,0,0,0,0,0,0.0310621396406975,0,0,0,0,0,0,0,0.0456365677873297,0,0,-0.0556880837182907,0,0,0,0,0.0605504237088951,0,0,0,0,0,0.058664573739116,0,0,0,0,0,0,-0.00684873804424078,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.104946171574564,0,0,0,0,0,0,0,0,0,0,0,0,-0.109942042268614,0,0,0,0,0,0,0.21175172852643,-0.121343527242376,0,0,0,0,0,0,0.113938681819522,-0.0335884008683223,0,0,0,0,0.0577138832837477,0,0,0,0,0,0,0,0,-0.00744115553703523,0,0,0,0,-0.00691012704985469,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0.0636991410052838,0,0,0,0.0135893366569665,0,0,0,0,0.054160665658423,0,0,0,0.0651885447002213,0,-0.0420142063875515,0.0475361136294749,0,0,-0.228877336868984,0.0189700952209766,0.0732443480046804,0,0,0,0,0,0.0113132415666687,0,0,0,0,0,0.0445445099639594,0,0,0,0,-0.223547752468357,0,0,0,0,0,0,0.0138981526271726,0,0
X600690.SH,0,0,0.0494075299780135,0,0.146402696858987,0,0.154418299239463,0,0,0,0,0,0,0.00677350385075789,0.0412426885416099,0,0,0,0,0,0,0,0,0,0,0.0716018254552345,0,-0.0994187299945033,0,0,0.0718901690729985,0,0,0,0,0.041808669028954,0,0.0963134777544206,0,0,0,0,0,0,0,0.0331946842618812,0,0,0,0,0.0118432387784288,0,0,0,0,0,-0.144621685786128,0,0
X000651.SZ,0,0.0330537632025472,0,0.00193764672310482,0,0,0,0,0,0,0,0.0572044162351209,0,0,0,0,0,0,0,0,0,0,-0.0240082190926999,-0.057713484854739,0,0.058656933252085,0,0,0,0,0,0,0,0,0,0.0819811612426793,0,0,0,0,0,0,0.0736514469590853,0,0,0,0,0,0,0,0,0,0.0249996421174215,0,0,0,0,0,0
