,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600741.SH,X600271.SH,X600066.SH,X000100.SZ,X002241.SZ,X002292.SZ,X600177.SH,X600031.SH,X002236.SZ,X600118.SH,X002475.SZ,X000568.SZ,X002506.SZ,X000559.SZ,X600372.SH,X000157.SZ,X000338.SZ,X300003.SZ,X002085.SZ,X002456.SZ,X300124.SZ,X002007.SZ,X000050.SZ,X600867.SH,X002074.SZ,X002294.SZ,X600089.SH,X002180.SZ,X002426.SZ,X000981.SZ,X000869.SZ,X600498.SH,X002508.SZ,X002008.SZ,X002465.SZ,X002249.SZ,X002049.SZ,X600699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.0354550542854049,0,0,0,0,0,0,0,0,0,0,0,-0.00800934583976429,0,-0.0293286918890337,0,0,0,0,0,0,-0.0239697292545513,0,0,-0.00945687289330492,0,0,0,0.314471051021004,0,0,0.0497982955591297,0,0,0,-0.0358118159267464,0,0,0,0,0.156767280701927,-0.0783428681935356,0,0.0130037691405587,0,0,-0.0759040596383438,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.150759359927799,0,0.132660681363163,0,0.147910608969765,0,0,0,0,0,0.0341265447481191,0,0,0,0,0,-0.0628991424516154,0,0,0,0,0,0,0,0,0,0.048510073813326,0,-0.00740189756168996,0,0,0,0,0,0,0,0,0,0,0,0,0.018892797964091,0.0219008621886696,-0.00844569950307811,-0.0263362271739512,0.141714548147473,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0.0867937580706053,0,0,0,0,0,0.0846942781256077,0.0482714311605622,0,0,0,0,0,0,0.0223760533752225,0,0,0,0,0.0675774458451506,0,0.0618279542518339,0,0,0,0,0.0333759464535289,0,0,0,0,0,0,0,0.060308039611721,0,0,0.161937132168597,0,0,0,0,-0.0164592876657456,-0.01730841889017,0,0,0,0,0
X000858.SZ,0.157101805667579,0,0,0,0.25364426626321,0,0,0,0,0.102220965330798,0,0,0.0565676566103394,0,0,0,0,0,0,0,0,0,0,0.0562279992691487,0,0,0,0,0,0,0,0,0.00847594951075123,0,0,-0.0412972698046888,0,0,-0.0777598117354533,0.0702140764794974,0.0512170449763316,0.0384609025332924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0.168814912276099,0,0,0.236065247115405,0,0,0,0,0,0,0.168169218775069,0,0,0,0,0,0,0,0,0,0,0,0.119120824432655,-0.0339717930430078,0,0.0309920960228718,0,0,0,0,0,0,0.199075045536302,0,0,0,0,0,0,0,0,0,0,-0.0919692050721802,0,0,0,0.166674524474231,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0
X600276.SH,0,0.187666103505496,0,0,0,0,0,0,0,0.0209402283455188,0,0,0,0.11748706991497,0,0,0,0,0,0,0,0,0,-0.0231411594912661,0,0,0,0,0,0,0.0229278391179745,0,0,-0.0150456129129532,0,0.0394593007054046,0,0,-0.0478213243232756,0,-0.0294031675714317,0,0.244216331471622,0,0,0,0,0.017130820455272,0,0,-0.0480809056012297,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.241052697980505,0.0202482077304023,0.124589851644683,0,0,0,0,0,0,0.00848368614106595,0.132165390014541,0.0120692276648178,0,0.00915522748080421,0,0,0,0,0,0,0,0.0203230181817981,0,0,0,0,0.0245041321834446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0.311060430546543,0,0,0,0,0.0418549873332354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0338459985073751,0,-0.104320110017221,0,0,0,0,0,-0.064345142273753,0,0.304181079081272,0,0,0,0,0,0,0.0211118799877091,0,-0.0453006073594046,0,0,0,0,0,0,0,0.130098606501915,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0.157803467167168,0,0,0,0.134202754650275,0,0.0143666036886436,0,0,0,0,0,0,0.0333218297541656,0.0156554514909512,0,0,0,0.0593376431172473,0,0,0.0567261989366228,0,0,0,0,0,0,0,0,0.0662652512447287,0,0,0,0,0,0.0361710766312378,0.0920370831083909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0.0322494296050716,0,0,0,0,0.126439201287155,0,0,0,-0.14767450035739,0,0,0,0,0,0,0,0,0,0.0558885220826633,0.00368230267921939,0,0,0,0.355996852049839,0,0.0257352213091469,0,0.130578935817273,0,0,0,0,0,0,0.0354966816869418,0,0,0.0197665746356101,0,0,0,0,0,0
