,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X002304.SZ,X600276.SH,X600690.SH,X002475.SZ,X600104.SH,X002129.SZ,X000651.SZ,X300014.SZ,X300124.SZ,X000625.SZ,X600031.SH,X000725.SZ,X003816.SZ,X002371.SZ,X000596.SZ,X002049.SZ,X000063.SZ,X600089.SH,X002241.SZ,X000338.SZ,X600703.SH,X002179.SZ,X000661.SZ,X601877.SH,X600522.SH,X300142.SZ,X002074.SZ,X002180.SZ,X000733.SZ,X600460.SH,X600884.SH,X600741.SH,X000100.SZ,X600702.SH,X000799.SZ,X000157.SZ,X002176.SZ,X002236.SZ,X600584.SH,X600563.SH,X601799.SH,X600779.SH,X002007.SZ,X000800.SZ,X002414.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,-3.46944695195361e-18,0,0.320922078760677,0,0.0514894464131786,0,0,0,0,0,0,0,0,0,0,0,0,0.0239744452468063,0,0,0,0,0,0,0,0,0,0,0,-0.00880011904527135,0,0.0223911675123505,0.0563332380323453,0,0,0,0,0,0.00552504584998823,0,0,0,0,0.050145775770299,0,0,-0.0111907094041345,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0.0715607678580314,0.475436991417072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0348167322281942,0,0,0,0.13020697327632,0,0.00506812582756049,0,0,0,0,0.15564987559343,0.0116759914031283,0,0,0,-0.00279280019959432,0.0210027723853023,0,0,0,0.00300725821237198,0,0
X600809.SH,0,0.270161045079666,0,0.240045573253853,0.0565523503178324,0.0971383331408454,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117869200083009,0,0,0,0,0,0,0.0197005503234207,0,0,0,0,0.177325014027916,0,0,0,0,0,0,0.0524103008428377,0,0,0,0,0,0,0,0,0,0,0,0.232143089526861,0,0,0,0,0,0,0,0
X000568.SZ,0,0.275102787963588,0,0,0,0.133834823231717,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,-0.00653577082046308,0,0,0,0,0,0,0,0,0,0,0,0.288287893402997,0.134637516160294,0,0,0,0,-0.000264989899022851,0,0,-0.064375991891519,0,0,0,-0.01701958897511,0.00410964455323723,0,0,0,-0.046380119312621,0,0
X002415.SZ,0,0,0,0,0,0.472701132724343,0,0,0,0,0,0,0,0,-0.175414885813202,0,0,0,0.0672476162780515,0,0,0,0,0.0101442011040863,0,0,0,0,0,-0.0446934068553789,0,0,0,-0.0408533533361989,0,0,0,0,0,0.097271761176433,0,0,0.651551275913435,0,0,0,0,0,0,0,0,0.0946784148412212,0.156549182088996,0,0,0,0,0,0
X002304.SZ,0,0,0.111556794672677,0.0175878958167362,0.00915342399986078,0,0.0955065172772452,0.143282129456524,0.0354952211556122,0,0,0,0,0,-0.0258811455413152,0,0,0,0.0378607567068476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.250576975064859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00265112492646586,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141224761568657,0,0,0,0,0,0,0,0,0,0,0.260386349852166,0,0,0,0,0,0,0,0,0,0,0,0,0.105651300202023,0,0,0,0,0.0110693689408572,0.00594376129856469,0,0.227601986285952,0,0,0,0,0.0417947799902012,0,0,0,0,0,0,0
X600690.SH,0,0,0.0493390286274162,0,0,0.059207166984186,0,0,0,0,0,0,0,0.14107064884173,0,0,0,0,0,0,0,0,-0.0772528642578791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0652504713654563,0,0,0,0,0,0,0.00058254255977379,0,0,0,0.0986743249670039,0,-0.0213779295663651,0,0,0,0,-0.0813092906645436,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0.025018033841992,0,0,0.100953962781253,0,0,0,0,0.0634641016812202,0,0.10227626795746,0,0,0,0.0815740483663142,0,0,0,0,0,0,0,0,0.104291808353019,0.00483976143601066,0,0,0.137526592467173,0,0,0.110211231667757,0,0,0,0,0,-0.0375495334700849,0,0,0,0,0.0219642848748624,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104220610626171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202727035354246,0,0.0193118668077163,0,0,0,0,0,0,0.0700592176486271,0,0,0.0554532427551339,0,0.0400822150042215,0,0,0,0,0,0.0236762282511605,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0183110800614403,0,0,0.14155676855959,0.124263636139746,0.00364372881042854,0,0,-0.19604147142053,0,0,0,0,0.240374903143654,0,0.00393007082713902,0,0,0,0.184086248999546,0,0,0,0,0,0,0,0,0,0.0514133334471605,-0.105985051525252,0,0,0,0.0230960920608732,0,0
X000651.SZ,0,0,0,0,0,0.0195542785453399,0,0,0,0,0,0,0,0.0182589992472989,0,0.175262930637134,0,0,0,0,0,0,0,0.0178854370912594,0.00215690449554547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0270178054858653,0,0,0,0,0,0,0.0748065440977387,0,0,0,0,-0.0363904530752789,0.000778422422473437,0.184676365253537,0,0,0.034631263867067,0,0
X300014.SZ,0,0,0,0,0,0,0.0725914202333671,0.0664864931855886,0,0,0,0,0,0,0.102461906201017,0,0,0,0,0,0,0,0,0,0,0,0,0,0.410074927374154,0.0667238045254543,0,0.128084241154154,0,0,0,0,0,0,0.0510550110620835,0,0,0,0.0336092657146329,0,0,0,0,0,0,0,0,-0.0307012056274727,-0.157335282284572,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0.0703798509595505,0,0,0,0,0,0,0,0.0562846061972593,0,0,0,0,0,0,0,0,0,0.326629616744899,0,0,0,0,0,0,0.0534870882345094,0,0.201294922624027,0,0,0,0,0,0,0,0.0632257742614184,0,0,0,0,0.0101475825706397,0,0,0,0,0,0,0.015092188220578,0,0,0,0,0.069429462048849,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.192356017954874,0.0716960994428401,0,0,-0.006293870002855,0.378702006068589,0,0,-0.0551328125290799,0,0,0,0,0.00078778233886913,-1.73472347597681e-18,0,0.206703378544315,0.381344886901213,0,0,0,0,0,0,0,0,0,-0.0527445632030175,0,0.260755672620419,0,-0.279802607932004,0,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0605150605486684,0,0,0,0,0,0,0,0,0.0772289334864155,0,0,0,0,0,0,0,0.0764029550544144,0,0,0,0,0,0,0.0274991930010801,0,0.38845521052051,0.0233034831443854,0,0,0,0,0.193243886149441,0,0,0,0,0.0111515353220897,0,0,0,0,-0.0164532458026583,0,0
X000725.SZ,0,0,0,0,0.0692424479190681,0,0,0,0,0,0,0,0.0442914943360434,0,0,0.00822059865414591,0,0,0,0,0,0,0,0,0,0,0.0353340286826013,0,0,-0.0182623082959464,0,0,0,0,0,0.0761397223467006,0.0464189288648784,0.44312204032456,0,0,0,0,0,0,0,0,0.0190108327221839,0,0,0,0,0,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0.0330414300376855,0,0,0,0,0,0,0,0.0105463460315216,0,-0.0522202718254581,0.0630676287426789,0,0,0.00196335096015897,0,0,0,0,0,0,0,0.0255740626459227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149493201456536,0,0.0171232499087755,0,0,0,0,0,0.0188513273681268,0.0391046090778022,0,0,0,-0.0411531367611355,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0.0837690908953729,0,0.14585359559035,0,0,0,5.42101086242752e-20,0,0,0,0,0,0,0,0,0,0,0.000865136836664919,0,0,0,0.096937599735828,-0.0989816802657786,0,0,0,0.541907301799889,0,0,0,0.207208091114004,0,0,0,0,0,0,0,0,0,0,0,0,-0.0181329144972765,0.0257095290099246,0,0,0,0,0,0
X000596.SZ,0,0.282291393274019,0,0.269213111778386,0,0,0.150878908030765,0,0,0,0,0,0,0,0,-0.0223897937153698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058871704068977,0.13688883893538,0,0,0,0,0,-0.0570246452417213,0.0806694319583783,0,0,0,0,0,0
X002049.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194982182447467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00718889829320059,0,0.061481523029741,0,0.103891417684446,0,0,0,0,0,0,0,0.340224522634514,0,0,0,0,0,0,0,0,0,0.0201191030451796,-0.0138774654612984,0,0,0,0.045725048779918,0,0
X000063.SZ,0,0,0.0689977195777407,0,0,0,0,0,0.0661354867900448,0,0,0,0.059083573188257,0,0,0,0,0,0,0,0.0848579989240514,0,0,0,0,0.153819829084207,0,0,0,0,0,0,0.0583580161953811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0311552332364983,0,0,0,0,0,0,0,0,-0.00202873558141139,0,0
