,X600519.SH,X000858.SZ,X000651.SZ,X600104.SH,X600276.SH,X002415.SZ,X002304.SZ,X000063.SZ,X000725.SZ,X000568.SZ,X600690.SH,X600031.SH,X002475.SZ,X000338.SZ,X600741.SH,X000596.SZ,X601877.SH,X000661.SZ,X600703.SH,X600809.SH,X000100.SZ,X600271.SH,X300003.SZ,X002236.SZ,X002008.SZ,X300124.SZ,X002007.SZ,X000625.SZ,X000157.SZ,X300142.SZ,X600487.SH,X002179.SZ,X600177.SH,X000977.SZ,X600498.SH,X002371.SZ,X300146.SZ,X600066.SH,X002506.SZ,X600867.SH,X002241.SZ,X600522.SH,X600776.SH,X600183.SH,X000050.SZ,X600566.SH,X000066.SZ,X600089.SH,X600372.SH,X600118.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.115418652813604,0,0,0,0,0,0.161608832661884,0,0,0,0,0.0152789378709493,0,0.0248739824216681,0.135037441170282,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0795861907152397,0,0,0,0,0,0,0,0,0,0,0.0200415668985377,0,0,0,0,0,0,0,0,0,0,0.010833643615884,-0.035812795414972,0,0,0,-0.0346454483978331,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.413188608855743,0,0,0,0.296475267834319,0.016240333798865,0,0,0,0,0.0992001618750126,0,0,0,0.00521739490821574,0,0.0213109159773709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00560826414715978,0.0491663397412169,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0.298647975187526,0,0.060727069366028,0,0,0,0.048882515109249,0,0,0,0,0,0,0,0,0,0.115015186683578,0,0,0,0,0,0,0,0,0,0,0.0319068855892997,0,0,0,0,0,0,0.103571841304716,0,0,0,0,0,-0.0238855775965797,0,0,0,0,-0.0106686403600856,0,0
X600104.SH,0,0,0.022575089417894,0,0,0,0,0,0,0,0,0,0,0.119699417863712,0.113681435043787,0,0,0,0,0,0,0,0,0,0.0924142192395369,0,0,0.216816646757689,0,0,0,0,0,0.0121428915616796,0,0.0496448499783897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0390826537014956,0,0
X600276.SH,0,0,0.117294588338914,0,0,0,0,0,0,0,0,0,0.128134557536219,0,0.0302208336645133,-4.33680868994202e-19,0,0.0868686698705135,0,0,0,0,0.158617761002859,0,0.0141327119304582,0,0,0,0,0.0304286184631476,0,0,0,0,0,0,0.0479022831547914,0,-0.124527972174765,0,0.0129613776738321,0,0.051383766202559,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0175294243491458,0,0
X002415.SZ,0,0,0.0692072732783509,0,0,0,0,0.0452181609800062,1.73472347597681e-18,0,0,0.0372399345726494,0.106308289379862,0,0.0443447559836199,0,0,0,0,0.0260676719834529,0.00193713134592181,0,0,0.289841536917361,0,0,0,0,0,0,0,0,0,-0.0121592151616024,0,0,0.00764594061818327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0207916418095777,0,0,0,0,0,0,0
X002304.SZ,0,0.0383588871013578,0.177573376635729,0,0,0,0,0,0,0,0,0.119560933695664,0.0692403899818366,0,0,0.169884960708156,0,0,0,0.177123451879185,0,0,0,0,0,0.0329261323873538,0,0,0,0.00261050537763029,0,0,0,0.0337908238450076,0,0,0,0,0,0,0,0,0.0161302434864726,0,0,0,0,0,0,0,0,0.0125455662264357,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0299488771945341,0,0.0579568793716448,0,0,0.288782379117757,0,0,0,0,0.0319774547196663,0,0,0.137930418078375,0,0,0,0.173729964378212,0.0788357229768736,0,0,0,0,0,0,0,-0.0454028386647736,-0.110108650597159,0,0,0,3.46944695195361e-18,0,0
X000725.SZ,0,0,0,0,0,0,0,0.0404293813436345,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0.0513435608828843,0,0.276779368216292,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0.0624206864750459,0.243510050882145,0,0,0,0,0,0,-0.0598722681891712,0,0,0,0,0.0242365646178526,0,0
X000568.SZ,0,0.309327171434698,0,0,0,0,0,0,0,0,0,0,0.0516305812545059,0.17252105277047,0.0177832612414926,0.120632623938843,0,0,0.0598755770568515,0.0879495067139798,0,0,0,0,0,0,0,0.0412117314602095,0,0,0,0,0,0,0,0,0,0.00791688285150062,0,0.0430064170901648,0,0,0,0,0,0,0,0,0,0,0,-0.0218024725429271,0,0,0,0,-0.00864741491285004,0,0
X600690.SH,0,0.303719109968544,0,0,0,0,0,0,0,0,0,0,0,0.042270519944499,0.103108716894302,0,0,0,0,0,0.0270855633324643,0,0.0171338990561568,0.0646709299913527,0,0,0,0.0912393319054241,0.119431315547947,0,0,0,0.0443051014084513,0.0355898691701554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0148529383207112,0,0
X600031.SH,0,0,0.304183021818629,0.0874692143596533,0.0741918143975415,0,0,0,0,0,0,0,0,0.159349262994242,0,0,0,0.0475673297761907,0,0,0,0,0,0,0,0,0,0.0260707438832468,0,0,0,0,0,0,0,0,0,0,-0.0988166730669239,0,0,0,-0.010835936307738,0,0,0.217691196100963,0.0245918923318333,0,0,0,0,-0.0127885936733189,0.110749376748682,0,0,0,-3.46944695195361e-18,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143520881433251,0,0,0,0,0,0,0,0,0,0,0.182956290679333,0,0,0,0,0,0,0,0,0,0.0282738297912156,0.0473675035207196,0.0934403848706764,0,0.159967251015099,0.0202239373031638,0,0,0,0,0,0,0.0253233143996196,0,0,0,0,-0.0764418066039898,0,0
