,X600519.SH,X000858.SZ,X600276.SH,X002415.SZ,X002475.SZ,X000651.SZ,X600104.SH,X002304.SZ,X000661.SZ,X000063.SZ,X600031.SH,X000725.SZ,X000568.SZ,X003816.SZ,X600809.SH,X600690.SH,X600703.SH,X002241.SZ,X000338.SZ,X300142.SZ,X000596.SZ,X002371.SZ,X002007.SZ,X300014.SZ,X300124.SZ,X000100.SZ,X002049.SZ,X600741.SH,X600584.SH,X002129.SZ,X300003.SZ,X002236.SZ,X601877.SH,X600183.SH,X000157.SZ,X000800.SZ,X002414.SZ,X000066.SZ,X000625.SZ,X300136.SZ,X000977.SZ,X002456.SZ,X002179.SZ,X002185.SZ,X002008.SZ,X600118.SH,X601799.SH,X002180.SZ,X002463.SZ,X002508.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.212754972969356,0,0,0.0290511399533748,0,0,0,0,0,0,0,0.0984691402802615,0,0,0,0,0,0,0.00760976498863233,0.123964191674583,0,0,0,0,0,0.0207316620883952,0,0.0737324133485616,0.0375943961633551,0,0,0,0,0,0,0,0,0,0,0,0.000310913205034052,0,0,0,0,0,0,0,0,0,0,-0.0048281713195374,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.224855696151447,0,0,0,0,0.229243110518976,0,0.338133102713666,0,0.0412848350020353,0.0565183952953891,0,0.0214994440323518,0,0.0176784544607899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00885194643490866,0.00445469917871594,0,0,0,0,0,0
X600276.SH,0,0.0590461945954412,0,0,0,0,0,0.131962097635653,0.246910143767372,0,0,0,0,0,0,0,0,0.0319529963394143,0,0.0523368770100842,0,0,0,0,0,0,0,0,0,0.0385520784033765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00473142856578157,0.00746109188381251,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0271952268259008,0,0,0,0.0142285684665632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.0832760577191473,0,4.33680868994202e-19,0,0,0.302582807230883,0,0,0,0,0,0,-0.0526479133212305,0.0362421501076661,0.145690771883324,0,0,0,0.0991564401580267,0.0216815837819376,0,0.0207271960985239,0,0,0,-0.0443581990273026,-0.0189452075015905,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.317368307001453,0,0,0.038845837148321,0.00266116237410209,0.0686892220009959,0,0,0,0.0192828120050342,0,0.0757229180130178,0.0348010563780363,0,0,0,0,0,0,0,0.00417884497586548,0,0.0476357513600515,0,0.0793190888957912,0,0.0220875957236293,0.00693710341076287,0,0,0,0,0,0,-0.00152522699319943,-0.0256531659464707,0,0,0,0,0,0
X000651.SZ,0,0,0,0.0428655819800967,0,0,0,0,0,0,0,0,0.115890877341747,0,0,0.116165159900897,0,0,0.155070887041034,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0268733743179951,0,0,0.0741657830068991,0,0,0,0,0,0.05174167793941,0,0,0.058598318535193,0,0,0,0,0,0,0.0115423163390729,-0.00739525747881046,0,-0.107238833429614,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,-0.0546673949628284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.120401385999684,0,0,0,0,0.0361419661612033,0.00667564983977235,0,0.0709193600652425,0.0395491739422374,0,0,0,0,0.0980889105708434,0.0552036991363252,0,0,0.0731344089744379,0,0,0.10049068788132,0,0,0,0,0,0,-0.00900134461457774,0.0176383609570754,0,0,0,0,0,0
X002304.SZ,0,0.109713444450383,0,0,0,0,0,0,0,0,0,0,0.465468132294418,0,0.111788157705654,0.0165597704636316,0,0,0,0,0.102623118386243,0.0119429804730201,0.0324992011859918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00177491748086576,2.16840434497101e-19,0,0,0,0,0,0
X000661.SZ,0,0,0,0,0.106447735737745,0,0,0,0,0,0,-0.125455067211547,0,0,0,0.026244680174096,0,0.152715111453962,0,0,0,0.0376532225950863,0.204848646007176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0383309087235152,0,0,0,0,0,0,0,0,0,0,0.0102469005946057,-0.0498610139335839,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141387096759484,0,0,0,-0.01342612586741,0,0,0,0,0,0,0,0,0,0,0,0.0575082420789125,0,0.0980797652279491,0,0,-0.0366526363144044,0,0,0,0,0,0,0,0.103557382540539,0,0,0.270544587305361,0.0392695118955884,0,0,0.022976670740919,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,-0.141492075231206,0,0,0,0,0,0,0,0,0,0.265237131101559,0.00888169323686883,0.18831696633109,0,0,0,0,0,0.09997657690628,0,-0.105081075468879,-8.67361737988404e-19,0,0,0,0,0.164466557295337,0,0,0,0,0.0945917264587671,0,0,0,0,0,0,0,0,0.139135314003215,0,0,-0.0108203824934809,-0.0192155953677183,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0439642968871688,0,0,0.049484329170555,0,0,0,0,0,0,0,0.0327840433197613,0,0.256001454460401,0,0,0,0.0043853502893717,0,0,0,0.155379974673408,0,0,0,0.0479948794265708,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0216218795404694,0.0202558834851008,0,0,0,0,0,0
X000568.SZ,0,0.694498073830639,0,0,0,0,0,0.0429565471729735,0,0,0,0.0307671304770422,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0.0494438132855485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0287304340496621,0,0,0,0,0.0493769056973139,0,0.0109524644820286,0.00285558027714395,0,0,0,0,0,0
X003816.SZ,0,0,0,0.0138361903306155,0,0,0.00884984521608883,0,0,0,0,0,0,0,0,0.0176319769452445,0,0,0.0221462098006596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0182998405828834,0,0.145943346822935,0,0,0,0.020303183581006,0,0,0.000674181316637415,0,0,0,0,0,0,0,-0.00451443479305141,0,0,0,0,0,0
X600809.SH,0,0.480976726228327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215911922091003,0,0.188385123436055,0,0,0,0,0,-0.117286854819029,0.0786201766405767,0,0,0,0,0,-0.0911805597299645,0,0,0,0,0,0.0182545408151213,0,0,0,0,0,0,0,0,0.0370902119472099,0.0155117638645695,-0.00411074384664482,0,0,0,0,0,0
