,X600104.SH,X600519.SH,X000651.SZ,X000725.SZ,X002415.SZ,X000625.SZ,X002304.SZ,X000858.SZ,X600031.SH,X000063.SZ,X600690.SH,X600276.SH,X000338.SZ,X000157.SZ,X600372.SH,X600741.SH,X002241.SZ,X600703.SH,X600089.SH,X000100.SZ,X600066.SH,X600271.SH,X000550.SZ,X600118.SH,X601877.SH,X000581.SZ,X002236.SZ,X000623.SZ,X300124.SZ,X000568.SZ,X002475.SZ,X000800.SZ,X600177.SH,X002294.SZ,X002129.SZ,X000559.SZ,X000869.SZ,X600582.SH,X002456.SZ,X000400.SZ,X000050.SZ,X600839.SH,X002465.SZ,X002007.SZ,X002292.SZ,X600252.SH,X000977.SZ,X600809.SH,X300003.SZ,X002038.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0,0,0,0.221077468420116,0,0,0.150022422922862,0,0,0,0,0,0,0.492768692604196,0,0,0,0,0,0,0.192686113349058,0,0,0,0,0,0,0,0,0,0,0,-0.12643158516129,0,0,0,0,0,0,0.0137051211407041,0.00953743990626183,0,0,0,0,0,0,0,0,-0.0185444217698408,0,-0.0550907957272775,0,0,0,0,0
X600519.SH,0,0,0,0,0,0,0.198635482606343,0.145584091225401,0,0,0.170722575514906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0770824665014915,0,0,0,0,0,0,0,0,0,0,0,-0.0332126967134339,0,0,0,-0.0668822500223749,0,0,0,0,0,0,-0.00805879820119967,-0.117502438150119,0,0,0,0,0
X000651.SZ,0.13837615408345,0,0,0.0840735699479427,0.298502081697205,0,0,0,0,0,0,0,0,0,0.0321475056972591,0,0,0,0,0,0,0.0995800076692435,0,0,0.187003029456726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0396511168495977,0,0,0,0,0.0507196733039655,0,0,0,0,-0.0565457002241934,-0.0158166513331574,0,0,0,0,0,0
X000725.SZ,0,0,0.0119062078823871,0,0,0,0,0,0,0,0,0,0,0.145162011686048,0.0746113929464462,0.0906436452802391,0,0,0,0.212798696210441,0,0.0739711695011369,0,0.116807594670724,0,0,0,0,0,0.11359409821863,0,0.0722173310005504,0.184258393449336,0,0,0,0,0,0,0,0,0,0.0187256454358732,0,0,0,0,0,0,0,0,-0.00586411557683103,0,0,0,0,0,0,0
X002415.SZ,0,0,0.105676961721346,0,0,0.106582484840026,0.0230180257492782,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157392735732417,0,0,0,0,0,0.17262295861897,-0.0531982814408195,0,0,0,0,0,0,0,0,0,0,0,0.145332300297376,0.127114229152517,0,0,0,0,0,0,0,0,0,0,-0.0332897060950253,-0.00879430569186183,0,0,0,0,0,0
X000625.SZ,0.359656918699932,0,0,0.0330417707167269,0,0,0.025606432518241,0,0,0.214130927469319,0,0,0,0,0,0,0,0,0.144757707701509,0,0,0,0.013287788137779,0.011499657438745,0,0,0,0.0686005388854508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0726231288838921,0,0,0,0,0,0,0,-0.019087408667246,-0.0230785383834323,0,0,0,0,0,0
X002304.SZ,0,0.109725072012529,0,0.0128095012144528,0,0,0,0.0659728184944754,0.0204366029831928,0,0,0,0,0,0,0,0,0,0,0,0.172794869740145,0,0,0,0,0,0,-0.103450191412238,0,0,0,0,0,0,0,0,0,0,-0.0448668524070088,0,0,0,0,0,0,0,0,0.387771268478592,0,0.39800574231613,0,0.0135241106592836,0.0122276966100431,0,0,0,0,0,0
X000858.SZ,0,0.110772639203291,0.0655673061245627,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0.012722104822033,0,0,0.0983413643902465,0.136664937912211,0,-0.0466777178042277,0,0,0,0,0,0,0,0.0566075774601723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122929940352692,0,0,0,-0.00967792800176741,-0.01343788946196,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,-0.00963341414001109,0.0309466378580139,0,0,0.00666596646862529,0,0,0,1.0120335794166,0,0,0,0.151509908728476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0499021414782204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0.0243405031830197,0,0,0,0,0,0,0,0.0238195938018023,0,0,0,0,0.0938595940603105,0,0.0376483338455074,0,0,0,0,0,0,0,0.0487091175511712,0,0,0,0.00660625376758764,0,0,0,0,0.0712453555683846,0,0,0.0607963162460068,0,0,0,0,0,0.0459341382899029,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,-0.00306697318285822,0,0,0,0,0,0
