,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X000651.SZ,X600104.SH,X000568.SZ,X002304.SZ,X600031.SH,X600809.SH,X000725.SZ,X000063.SZ,X000661.SZ,X003816.SZ,X600690.SH,X002241.SZ,X600703.SH,X000596.SZ,X000338.SZ,X000100.SZ,X300124.SZ,X002007.SZ,X300014.SZ,X300142.SZ,X600741.SH,X002371.SZ,X002049.SZ,X601877.SH,X002129.SZ,X000625.SZ,X000800.SZ,X002236.SZ,X000157.SZ,X300003.SZ,X002414.SZ,X600584.SH,X300136.SZ,X600183.SH,X002179.SZ,X000066.SZ,X000977.SZ,X601799.SH,X002456.SZ,X600118.SH,X002185.SZ,X002294.SZ,X002008.SZ,X000050.SZ,X600522.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0844417722346339,0,0,0,0,0,0.233075353863057,0,0,0.12846013419008,0,0,0,0,0,0,0,0.0244227589493441,0,0,0,0,0,0,0,0,0.0403605360639455,0,0,0,0,0,0,0,0,0.0375529355072139,0,0,0,0,0,0,0,0,0.00886434412829089,0.100423271361536,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.219532643109525,0,0.369712410273755,0,0,0,0,0,0.05032313625919,0,0.0661634056305677,0,0,0,0,0,0,0,0,0.00348880098726818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138594608216342,0,0,0,0,0,0,0,0.035339350312937,0.0307343946236421,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.0859118956696482,0.0946928856061433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0165904443211973,0,0,0,0,0,0,0,0,0,0.032957429342666,0,0,0,0,0,0.0865084332392383,0,0,0,0.188344948397972,0,0,0,0,-0.00950423540766745,0.0058315221901191,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.380380502048975,0,0,0,0.0947115630955374,0,0,0,0,0,0,0,0,0.0322882311709909,0,0,0,0,0,0,0,0.0211428481429436,0,0,0,0,0.0450703291091264,0.0395764305479474,0.0383002245278542,0.144897331915464,0.0574714462774332,0,0,0,0,0.0110645835228682,-0.0173687945018642,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0643068630724438,0,0,0,0,0,0,0,0,0,0,0,0.267857820793376,0.042079828645859,0,0,0,0,0,-0.00698415392708972,8.67361737988404e-19,0,0,0,0.0767380804407035,0,0,0,0,0.0929413989232737,0,0,0,0,0.026352327205957,0,0,0,0.109460668107826,0,0,0,-0.0391893907456178,0,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.0272829441723173,0,0,0.0168191544887994,0.0493796420507165,0,0,0,0,0,0,0,0.00284735069471692,0,0,0,0,0,0,0,0,0,0,0.137249663111714,-0.0338721721943794,0,0,0,0,0.0419186647279018,0,0,0,0,0,0,0,0,0,0.0871277850597068,0,0,0,0.100414284603782,0,0,0,-0.0627609486437449,-0.0162585214514076,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0.0666234668115094,0,0,0,0,0,0,0,0.11895098894151,0,0,0,0,0,-0.0417888633501361,0,0,0.133572058176568,-0.0170119291251689,0,0,0,0.0534993185242539,0.163367753878924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0204392815385493,0.00196448182115579,0,0,0,0,0,0
X000568.SZ,0,0.175547906341696,0,0,0,0,-0.0796592143727388,0,0.509824684896074,-0.231389499639334,0.0650098757915163,0,0,0,0,0,0.116141270130561,0,0.10412815201307,0,0,0,0.0732285069889395,0,0,0,0,0,0,0,0,0,-0.0244300460940283,0,0,0.0142530066628524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0.314446907431357,0,0,0.315682815899268,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0235088381515997,0,0,0,0,0.0571475018147817,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0517176384758065,0,0,0.0567848058063707,0,0,0,0,0.00514165085364147,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0192166677674179,0.383264684858979,0,0,0,0,0,0.0599174073795956,0,0,0,0.0168577933344197,0,0,0,0.305663608608011,0,0,0,0.00950110568377056,0,0,0,0,0,0,0,0,0,-0.0487345434692844,0,0,0,-0.0135846351560562,0.0309445803915624,0,0,0,0,0,0
