,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X002292.SZ,X600690.SH,X600703.SH,X000100.SZ,X600741.SH,X600066.SH,X600031.SH,X600118.SH,X002236.SZ,X002506.SZ,X000559.SZ,X002241.SZ,X002475.SZ,X000157.SZ,X000568.SZ,X600372.SH,X600177.SH,X000338.SZ,X002074.SZ,X300003.SZ,X300124.SZ,X002085.SZ,X002294.SZ,X600089.SH,X600867.SH,X002465.SZ,X002049.SZ,X000981.SZ,X002456.SZ,X600498.SH,X601877.SH,X002180.SZ,X300001.SZ,X002007.SZ,X000869.SZ,X600699.SH,X600582.SH,X000623.SZ,X002249.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.220413111936354,0,0,0.269687007013778,0,0,0,0,-0.0260392082686764,0,0,0.00991699887959948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.057235050014157,0,0.0434895649869416,0,0,0,0,0,-0.000798739368396656,0,0,0,0,0,0,0
X600104.SH,0,0,0.155728608348003,0.108006220902445,0,0,0,0,0.0194707570955974,0,0,0,0,0,0.280235608803541,0,0,0,0,0,0,0,0,0,0,0,0.00705583478239969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0913966009651256,0,0,0,0,0,0,0,0,-0.00593912448958488,0,0,0,0,0,0,0
X002415.SZ,0,0.150759942996039,0,0,0,0,0,0,0,0,0,0,0,0.372385046125304,0,0,0,0,0,0.0253394044721061,0,0.0328158699350861,0,0,0,0,0,0,0.0157539855299011,0,0,0.0776269732935733,0,0,0,0,0,0,0.162977806341825,0,3.46944695195361e-18,0,0,0,0.014461919427596,0,0,0,0,0,0.0282903449543965,0.0621308126113279,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.305404002856608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0259523078821954,0,0,0,0,0,0,0,0,0,0,0,0,0.162721231676319,0.0342197283999409,0,0,0,0.0461244615467763,0,0,0,0.0504224302257389,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0.0337510477120137,0,0,0,0,0,0,0,0,0.0839702789547805,0.0324639459854406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137233986488894,0.0138828586032817,0.0564985904490981,0.10773241073476,0,0,0,0,0,0.0409947714440682,0,0.00442192331328588,0,0,0,0,0,0,0
X002304.SZ,0.0207574529732057,0.261387063074874,0.0269705515574631,0,0,0,0,0,0,0.161127975097516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142826604745082,0,0,0.0689737572788297,0,0,0,0,0,0,0,0,0,0,0,0.0850398626971671,0.00200091207706448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0.0111769792710474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.262730870971347,0,0.0523154168544484,0,0,0,0,0,0,0,0,0,0.00244940473409222,0.0555011945627007,0,0,0,0,0,0,0,0,0,0,-0.00952389252315275,0,0,0,0,0,0,0
X000725.SZ,0,0,0.149977276888565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0697593773451671,0.0285753061834101,0.0841992157001219,0,0,0.0856502635001195,0,0,0.134350569434379,0,0,0,0.00306377129099617,0,0,0.101139519731207,0,0,0,0,0.0938077723323954,0.0284646936017682,0,0,0,0,0,0,0,0.0531392588001832,0,0,0.00475223144378152,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0.199307401863676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0356071453197756,0,0,0,0,0,0,0.0470110917132763,0,0,0,0,0,0,0,0,0,0,0,0.105316484712818,0,-5.42101086242752e-20,0,0.0478518735301161,0.197281979953952,0,0,0.0626715347645573,0.107699833965937,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.00890474009743401,0,0,0.069726212790494,0,0,0,0,0,0,0,0.00996835850181376,0,0,0,0,0,0,0,0.0480056966260969,0,0.212554625067743,0.0910126803000966,0,0,0,0,0,0,0.0562377387061973,0,0,0,0.0693156769863891,0,0,0.07586884174045,0.0875641919295208,0.126806150148394,0,0,0,0,0,0,-0.00135283165067368,0,0,0,0,0,0,0
X002292.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158838677364224,0.0793643765625388,0,0,0,0,0,0,0,0.236404122350702,0,0,-0.382705715804455,0,0,0,0,-0.0584938452113787,0,0.0455781932656766,-0.0526723898582965,0,0.0635900630488804,0.544564711925029,0,0,0,0,0,0.0896711923742235,0,0,-0.0837497727764098,0,0,0,0,0,0
