,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X000568.SZ,X600276.SH,X002304.SZ,X600690.SH,X002475.SZ,X000651.SZ,X300124.SZ,X300014.SZ,X600104.SH,X600031.SH,X000596.SZ,X003816.SZ,X000725.SZ,X000625.SZ,X002371.SZ,X002129.SZ,X000063.SZ,X002049.SZ,X002179.SZ,X000338.SZ,X600703.SH,X600089.SH,X002180.SZ,X000661.SZ,X300142.SZ,X601877.SH,X002241.SZ,X000733.SZ,X002074.SZ,X600741.SH,X000100.SZ,X600702.SH,X600522.SH,X600460.SH,X000157.SZ,X300003.SZ,X000799.SZ,X600584.SH,X600884.SH,X002007.SZ,X000800.SZ,X002414.SZ,X600487.SH,X002236.SZ,X300146.SZ,X601799.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.238962576174455,0.131347633512523,0,0.188710248535118,0,0,0,0,0,0,0.0975154358048681,0,0,0,0,0,0,0,0,0,-0.105709022188181,0,0,0,0,0,0,0,0,0,-0.0672673183680024,0.0137507917788246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176295325171176,0,0,-0.011761987331818,0.0270912900525569,0,0,0,0,0,0
X000858.SZ,0,0,0.0315429664719768,0,0.581265231161213,0,0,0,0,0.142840472322096,0,-0.0965072173420419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0407686420237811,0,0,0,0,0,0,0,0.0597591166199419,0,0,0,0,0.0273645992605762,0,0,0,0,0,0,-0.00608667780502338,-0.0123973368025037,0,0,0,0,0,0
X600809.SH,0.279691562849184,0,0,0,0.570264836682669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.104926965506945,0,0,0,0,0,0,0,0,0,-0.0666692223982385,0,0,0,0,0,-0.0151381695194939,0,0,0.102746193012141,0,0,0,-0.0530171849187681,0,-0.00706460550113545,0,0,0,0,0,0,-0.0388204110917224,0,0,0,0,0
X002415.SZ,0,0,0,0,0.0284206336963666,0.076304074908293,0,0.0853910711021318,0,0,0,0,0,0,0,0,0,0.0613672390340949,0,0,0,0,0,0,0.00721019428483483,0,0,0,0,0,0.193497731178066,0,0,0,0,0,0,0.0407098355513059,0,0,0,0,0,0.136441849926624,0,0,0,0.0881500852543567,0.0661823378095379,0,0,-0.0023451650778941,0.00506377967336684,0,0,0,0,0,0
X000568.SZ,0.396102109323143,0.30762096580934,0.499644517966517,0,0,0,0,0.0213276409904642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0704400467798739,0,0.0434979656914865,0,0,0,0,0,0.0336246117004802,0.107494887426089,0,0,-0.175316970006825,0,0,0,0,0,0,0,0,0,0,0,-0.00662907618313709,0.0473715263148195,0,0,0,0,0,0
X600276.SH,0,0,0,0,0.0278539058516757,0,0,0,0,0,-0.00910996138749085,0,0,0,0,0,0,0,0,0,0,0.134812576906007,0,0,0,0,0,0.148882154710489,0,-0.135692041185679,0,0.024628271264276,0,0.153412454479106,0,0,-0.217302044602111,0.0865391698750441,0,0,0,0,0,0,0,0,0,0.00829162148009465,0,0,0,0.0124675196733817,-0.00438403782514691,0,0,0,0,0,0
X002304.SZ,0.087633657272277,0,0,0.088454465583225,0.362061328121342,0,0,0,0.134909965294789,0,0,0,0,0,0.0295934150964623,0,0,0.0295330218195757,0,0,0,0,0,0,0,0,-0.00279957729706793,0,0,0,0,0,0,0,0,0,-0.0257740178823433,0,0,0,0,0,0,0,0,0,0,0,0,0.0259401859156793,0,-0.0132147217054705,0,0,0,0,0,0,0
X600690.SH,0.0549021034498272,0,0,0,0.253373451348107,0,0,0,0,0.133937393315422,0,-0.0197536392634015,0,0,0,0,0,0,0,0.122373482486764,0,0,0,0,0,0,-0.0237101774689575,0,0,0,0.00974995395193287,0,0,0,0,0,0.0256004363536145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00364211022357592,-0.0467834577269131,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0.0619847823233973,0,0,0,0,0,0.14778509626045,0,0,0,0,0,0,0.0291872433261221,0.0906783174812641,0,0,0,0,0,0,0,0,0,0,0.222419003195949,0,0,0,0,0,0,0,0,0.0306911188704315,0,0,0,0,-0.0324035401685134,0.129229090021113,0,0,0,0,0,-0.00949194727021984,0,0,0,0,0,0,0
X000651.SZ,0,0.123631576359582,-0.114866477390147,0,0,0,0,0.464947221089985,0,0,0,-0.0385757934082504,0,0.229285801594562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0380132952574504,0,0,0,0,0,0,0,0.0282362055453084,0,0,0,0.120271965464554,0,-0.0714884739893822,0,0,0,8.67361737988404e-19,0,0.00266366038653787,0,0,0,0,0,0,0
