,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X003816.SZ,X002304.SZ,X002475.SZ,X000063.SZ,X000725.SZ,X000568.SZ,X600031.SH,X600690.SH,X000338.SZ,X600741.SH,X600809.SH,X000661.SZ,X000596.SZ,X600703.SH,X600183.SH,X002241.SZ,X002236.SZ,X002007.SZ,X000100.SZ,X000157.SZ,X601877.SH,X300003.SZ,X002179.SZ,X002463.SZ,X300124.SZ,X300142.SZ,X600271.SH,X002008.SZ,X000066.SZ,X000625.SZ,X002129.SZ,X600867.SH,X002506.SZ,X600498.SH,X600177.SH,X300136.SZ,X000977.SZ,X002456.SZ,X002049.SZ,X600066.SH,X002371.SZ,X002180.SZ,X600487.SH,X300014.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.216922636533689,0,0,0,0,0,0,0,0,0,0.327145858907517,0,0,0,0,0,0,0,0,0,0.0478298107142538,0,0,-0.0332141882676301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0243860896516877,0,0,0,0,0,0,0,0,0,0.00878963787785864,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.0237724023352966,0,0,0.311928881948074,0,0,0,0,0.232295609447292,0,0,0,0,0.0382186696610871,0,0,0,0,0,0,0,-0.0540075596130688,0,0,0,0,0,0,0.0114409766531863,0,0,0,0,0,0,0.0475371941513493,0,0,0.041064161770878,0,0,0,0,-1.73472347597681e-18,-0.0293809213487913,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0.0475290893971308,0,0,0.183827924801841,0,0,0,0.0654200855334395,0.0343413986400701,0.0565833132627839,0.0677565031990642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0.0504494531363659,0,0,0,0,0,0.0507253852756064,0,0,0,0,0,-0.046265681762826,0.193829682833811,0,-0.0108487351224768,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20418789544121,0,0,0,0,0,0,0.0664138461575463,0,0,0,0,0,-0.0215704464741123,0,0,0,0,0.0932528646595677,0,0.011136045422581,0.0416060218347337,0,0,0,0,0,0,0,-1.73472347597681e-18,0.0101910549988422,0,1.73472347597681e-18,0,0,-0.0464031550220049,0.0650363021399034,0,0,0,0.0248856797976971,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.0130275682914279,0,0,0,0.0517243582870679,0,0,0,0,0,0,0,0,0.0542647787621535,0.1297695189584,0,0,0.0677716426111246,0.0602478934383501,0,0,0.00836895122249211,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0892062337383955,0.0216509983969809,0,0,0.0939186118076121,0,0,0,0.00500090640832908,0,0,0,0,-0.0154379019795173,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0244613892031842,0.105362109828526,0,0,0,0,-0.066444356179275,0,0,0,0,0,0.0866126599340345,0,0,0,0,0,0,0.0556440440838042,0,0.16537976401823,0,-0.0253560930666611,0,0,0,0,0,0,0.0411185812151931,0,0,0,0,0,0,-0.00729616888394738,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0.141373940819459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.104101676903082,0,0,0,-0.0749938365393709,0,0,0,-0.0303299055315704,-0.119251568533966,0,0,0,0,0,0,0,0,0,0,0.0188493363217502,0,0,0,-0.112107131404808,0,-0.0345382554557751,-1.0842021724855e-19,0,0,0,0.175638602217867,0,0
X002304.SZ,0,0,0.142396158080881,0,0,0,0.1739128443092,0,0,0,0.0181347093294328,0.162676068439239,0,0,0,0.0713696000532572,0,0,0.0416625551450042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0639050505241655,-0.0201126185454557,0,-0.00645738387018772,0.0919954441563953,0,0,0,0,0,0.0275025975512311,0,0,0,0,0,0,0,0,0.0236138702509448,0,0,0,-0.0412692900001527,0,0
X002475.SZ,0,0.0291070394288505,0,0,0,0,0,0,0,0,0,0.0971649317524216,0,0,0,0.133208894824723,0,0,0,0,0.00729942770553602,0,0,0,0,0,0,0,0,0,0,0,0,0.0527289563762555,0,0,0,0,0,0,0,0.0875633583552116,0,0.14651288115112,0.0483651791185747,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0.09992937279787,0,0,0,0,0,0,0.00782778134104021,0,0,0,0,0.147790356460809,0,0,0.180304544109795,0,0.0505076924438955,0.140432293272098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0114593722698937,0,0,0,0,0.00448128937568179,0,0
