,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X000568.SZ,X002304.SZ,X002475.SZ,X000651.SZ,X600690.SH,X600104.SH,X000725.SZ,X600031.SH,X300014.SZ,X300124.SZ,X000338.SZ,X002371.SZ,X002129.SZ,X002241.SZ,X600703.SH,X000625.SZ,X000063.SZ,X300142.SZ,X002049.SZ,X003816.SZ,X601877.SH,X000596.SZ,X002179.SZ,X000661.SZ,X000100.SZ,X600089.SH,X600460.SH,X002074.SZ,X600741.SH,X000799.SZ,X002236.SZ,X600702.SH,X000157.SZ,X002414.SZ,X600584.SH,X600779.SH,X000733.SZ,X600183.SH,X601799.SH,X600884.SH,X002007.SZ,X000800.SZ,X002008.SZ,X300003.SZ,X000977.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.225460350181646,0,0.0837958321240757,0,0.162393367717171,0,0,0,0,0,0,0,0,0.0385160673166785,0,0,0.0735379502131873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0602636577130771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.0815496869022657,0.293279422416996,0,0,0,0,0,0,0,0,0,0,0,0.126432643312491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0376891274634873,0,0.078107170104719,0,-0.0774839963212295,-0.0699687815919405,0.171398935387964,0,0,0,0,0,0,0,0,0,0,0,-0.00505278190203881,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142360124906699,0,0,0,0,0,0.124397427938497,0,0,0.00082140467940396,0,0,0,0.0391578457287539,0,0.0686415643529699,0,0,0,0,0,0,0,0,0,0,0,0,0.019612305671022,0,0.110095594564828,0.0681559246275626,0.0295655842141903,0,0,0,0,0,0.00287246932645108,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0.0338280680999742,0.255271457933244,0,0,0,0,0,0,-0.0170201358173264,0,0,-0.0142880823931419,0,0,0,-0.0869356909153183,0,0,0,0,0,0,0,0,0,0,-0.0425100169473386,0,0,0.353027524844329,0,0.224758620809487,0,0,-0.0621485820297891,0.0624399311642712,0,0,0,0,0,0,0,0,0,0,-0.0540635069085595,0.0803207065815819,0,0,0,0,0,0
X600276.SH,0,0.30306975462241,0,-0.209935097189044,0,0,0.0473460086237913,-0.0246252771627745,0,0,0,0,0,0,0.169218531441568,0,0,0.0785319378769268,0,0.0906770546831389,0,0,0.080107880513795,-0.357559584485266,0,0,0,0,0.0559380638111295,0,-0.0140522972935316,0,0,0,0.307834875735882,0,-0.0192637705624163,0,0,0,0,0,0,0,0.111761793940673,0,0,-0.190554701722145,0,0,0,0,0,0,0,0,0,0,0
X000568.SZ,0,0.434472899266348,0,0.163583509478763,0,0,0.156744040682903,0,0,0,-0.180571685980322,0,0,0.0418968278734366,0,0,-0.0272232275587995,0,0,0,0,0,-0.0247145596285017,0,0,0,0.130256824066747,0,0,0,0,0,-0.0123884000321182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0115228924851529,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.392709682444271,0,0.419470274907247,0,0,0,0,0,0,0,-0.127116611694059,0,0,0,0,0,0.162658959454738,0,0.036260045059192,0,0,0,0,0,0,0,0,0,0,0.0478001610723181,0,0,0,-0.0881667133830617,0,0,0.176511335890614,0,0.0131870001522296,0,0,0,0.0649125627188327,0,0,0,0,0,-0.057036196827833,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0.0486762330643529,0,0,0,0,0,0,0,0,0,0,0,0,0.0944406671668301,0,0.152386888895054,0,0.0284473523202523,0,0,0.189033781035997,0,-0.130015204562874,-0.0449726658415562,0,0,0,-0.157906448101373,0.0705668933391685,0,0,0,0,0,0,0,0,0,0,0,0.163538483712584,0,0,0,0,0,0,0,0.0170020643200157,0,0,0,0,0,0,0
X000651.SZ,0.0655875984813943,0,0,0,0.0642073175062572,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0.173077294509285,0,0,0,0,-0.00705307868111378,0,0.0273529699329128,0,0,-0.048885408397312,0,0,-3.46944695195361e-18,0,0,0,0,0,0.047686705880056,0,0,-0.130456802855768,0,0,0,0,0,0,0,-0.0516269278351364,0.108464198653286,0,0,0,-0.0452146179588608,0,0
X600690.SH,0,0.0370474099468553,0,0,0.101762526478438,0.185028333032343,0.111673313411076,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,-0.0385493732974496,0,0,0,0.0272356377536331,-0.0235889288205982,0,0,0,0,0,0.133119475635036,0,0,0,0,0,0,0,0.005388850387905,0.283817125317517,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0209416189449208,-3.46944695195361e-18,0,0,0,0,0,0
