,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X002236.SZ,X002241.SZ,X002475.SZ,X600741.SH,X000625.SZ,X600031.SH,X002456.SZ,X000338.SZ,X600066.SH,X300124.SZ,X000100.SZ,X002008.SZ,X601877.SH,X300136.SZ,X600809.SH,X002085.SZ,X300003.SZ,X600487.SH,X600089.SH,X002508.SZ,X600271.SH,X600177.SH,X600522.SH,X000157.SZ,X000050.SZ,X600118.SH,X002294.SZ,X300115.SZ,X600867.SH,X600699.SH,X000981.SZ,X000559.SZ,X600372.SH,X600566.SH,X600498.SH,X000623.SZ,X002180.SZ,X002074.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.142643067582899,0,0.136205053071828,0,0,0,0.00460549507769861,0.142982990805835,-0.00285667504380251,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0797564720673613,-3.46944695195361e-18,0,0,0,0.0671394253130786,0,0,0,0,0,0,0.0700387090870123,0,0,0,0,0,0,0,0,0,0.0298165823863762,-0.00847728373015762,0,0.00439835762267771,-0.0195331332552033,0,0,0,0,0,0
X600104.SH,0,0,0,0.405108054401145,0,-0.0315841111985324,0,0,0,0,0,0,0.0696791854574338,0,0.155557355296057,0.240421969490196,0,0,-0.0571464827231591,0,0.163670928439278,0,0,0,0,-0.0303787553061113,0,0.0145570359767109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0452920692530887,0,0,0,0,0.0237701475911241,-0.00555511717811907,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0.0764041031228159,0,0.0158445036148467,0.23641240575324,0,0,0.0643277870679579,0,0,0,0,0,0,0,0,0,0,0.0810145927536923,0.0190466963321947,0.103388215927609,0,0,0.0376788365602048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0272747700693001,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.212481575822143,0,0,0,0,0.165864192513355,0,0,0.0904319297752594,0,0,-8.67361737988404e-19,0,0.0816295267114152,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,-0.0499817407027174,0.0671710084655826,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00381018914668962,0,0,-0.0392530881587202,0,0.0525718245326529,-0.00947871257609244,0.0247211728784075,0,0,0,0,0,0
X000858.SZ,0.284297646923119,0,1.73472347597681e-18,0.200867234648379,0,0,0,0,0,0,0,0.223111711625132,0.0808184742108167,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157463373597238,0,0.00880742423379634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00310142989092553,0,0,0,0,0,0
X600276.SH,0,0,0,0,0.0826101311380999,0,0,0,-0.0320284163167787,0,0.164459846745246,0.171457260904427,0,0,0,0,0,0,0,0,0,-0.0765542110437672,0,-0.0427261451633037,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,-0.144359763259206,0,-0.0520809838555486,0,0.131765885926646,0,0,0,0,0.0119063721818736,-0.00407450197846856,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.56109710943503,0,0,0,0,0,0.0544215587542783,0.0621715631674145,0,0,0,0,0,0.044728951505839,-0.190968478115764,0.0258267983394319,0,0,0,0,0,0,0.054227643193203,0,0,0,0,0,0,0,0,0,0.00744847351744366,0,0,0,-0.0440708502080058,0,0,0,0,0,-0.0315657138770946,0,-0.0675362551219418,0,0,-0.0106981961091498,0.00152942050548126,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.109783119478558,0,0.00513028510413779,0,0,0,0.143481695988491,0,0,0,0.0988428056609419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0158850176375388,0,0,0,0,0.0263081612649715,0,0.215822194108629,0,0,0.166136353549484,0,0,0,0,-0.00311083678192962,-0.00623063902015326,0,0,0,0,0,0
X000063.SZ,0,0,0.0678920043516331,0,0,0,0,0,0,0,0.383039703573807,0.114007068155758,0.0963674541026146,0.0262142721628711,0,0,0,0,0,0,0,0.0294672519353669,0,0,0,0,0,0,0,0.0434371952837011,0,0,0,0,0,0,0,0,0.0520090275339886,0,0,0,0,0,0.128597441481512,0,0,0,0,0,0,-0.041332029064531,0.0749838595943269,0,0,0,0,0,0
X600690.SH,0,0,0,0.36531512981968,0,0,0,0,0.0250987720738986,0,0,0,0.0413483915242619,-1.73472347597681e-18,0,0.32917907823847,0,0,0,0,0,0,0,0,0,0.0367894389806046,0,0.0378467059827484,0,0,0,0,0,0,0,0,0.0437800978368769,0,0,0,0,0,0,0,0,0.0954411026582702,0,0,0,0,0,0.0182180349515202,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0.110930854670413,0,0.205716355900278,0,0,0,0,0.0571155030590275,0,0.309814913610966,0,0,0,0,0,0.374203189299017,0,0,0,0,0,0.0448498358118765,-0.207353852529725,0,0,0,0,0,0,0,0,0,0.112391125489887,0,0,0,0,0,0,0,0,-0.199038153916947,0,0,-0.241550387371358,0.00671957839839813,-3.46944695195361e-18,0,0,0,0,0,0
X000568.SZ,0.246206586394668,0,0,0,0.274597598983288,0,0,0.0464877772597716,0,0.0822485761858297,0.00567979625724656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102672298391143,0,0,0,0,0.0176971571377707,0,0,0,0,0,0.0409163003345296,0,0,0,0,0,0,0,0.0477462802546458,0,0,0,0,0,0,-0.00126424325705931,-0.0238173514576833,0,0,0,0,0,0
X002236.SZ,0,0,0.334453322075711,0,0,0,0,0,0.15460204879818,0,0,0,0,0,0.122155949509102,0,0,0,0,0,-0.116506870817137,0,0,0.0732150556983085,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0.0995967439456051,0,0.0217840915073875,0.204264145340804,-0.0905164834300442,0,0,0,0,0,0,0,-0.00120177342730591,0,0,0,-0.0118170870532099,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0.174596769263575,0,0,0,0.0267795495006986,0.142698111361349,0,0,0.211437029534388,0,0,0.219513143962846,0,0,0,0.0154166190526625,0,0.169093650762543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.173577134643549,0,0,0,0,0,0,0,0.00638730305442187,-0.0328642227354816,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.23743502180145,0,0,0.0626030165922271,0,-0.0399132694078701,0,-0.00609835806701257,0,0,0,0.238529262208676,0,0.0284370254315532,0,0,0,0,0,0,0,0,0,0,0.0791647134348226,0,-3.46944695195361e-18,0.0650863423334332,0,0,0,0,0,0,-0.00747312698598975,0,0,0.0757312219558489,0,0.00851987158974258,-0.093214470726543,0,0,0,0,0,0
X600741.SH,0,0.591941806446834,0,0,0,0,0,0,0,0,0.0336769300882957,0,0,0,0,0,0,-0.00314013940947126,0,0,0,0,-0.179960306982558,0.0208885906388375,0,0.18690996245298,0,0,0,-0.0220694529392825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0515078272738943,0,0.0211788512806257,0,0.00645680855811777,0.0174252087352622,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0.0403723742957764,0,0,0,0,0,0,0.00311506365932227,0.114928637902177,0,0,0,0,0.175274182639221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00757829190909195,0,0,0.127765015234796,0,0,0,0,0,0,0,0.0269020734780317,0,0,0,0,0,0,0,0.000634953091436739,0,0,0,0,0,0
X600031.SH,0,0,0,0.124489479502699,0,0,0.0431341803169552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.806030606597544,0.123725122562725,0,0,-0.353414314437433,0,0,0,0,0,0.1753742425598,0,0.0199658283866247,0,0.234433973731584,0,-0.0154383181001768,-0.000196652143448252,0,0,0,0,0,0
X002456.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.162481352965183,0.15300944256127,0,0,0,0,0,0,0,0,0,0.0460022989486668,0,0.0527906858313906,0,0,0,0.17459029770232,0,0,0,0,0,0,0.0923691158529863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0094258000808664,0.0310271283431819,0,0,0,0,0,0
X000338.SZ,0,0,0,-0.289885320275852,0,0,0,0,0,0,0.114354439354533,0,0,0,0,0.0119635670609296,0,0.314296769741125,0,0,0,0,0,0.13951837433944,0.0949384629377391,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0.251217383808377,0,0,0,0,0,0,0,0.0321395548985163,0,-0.00490302448668026,0.0207374172386665,0,0,0,0,0,0
X600066.SH,0,0,0.00348943630930504,0,0,0,0,0,-0.205897845613601,0.109601074099706,0,0,0,0,0,0,0,0,0,0,0,0.240286782141132,0,0,0,0,0.0825429775228501,0,0.058915906778175,-0.0232357224797729,0,-0.0194708044198308,0,0,0,0,0,0,0,0,0,0,0.129186550354652,0,0,0,0,0,-0.0890174826718007,0,0,0,0.0039212936847558,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-0.0820372773124414,0.256269933423937,0,0,0,0,0.0416810336219593,0,0,0,0,0.266869227995681,0,0,0.146452463077091,0,0,0,0,0,0.011765170092228,0,0,0,0,0.0122036812514782,-0.0411705734318659,0,0,0,0,0,0,0.00306625643906957,0,0,0.0750831547663269,0,0,-0.0166552040068487,2.71050543121376e-20,0,0,0,0,0,0
X000100.SZ,0,-0.00565950202084403,0,0,0,0,0,0,0,0,-0.0574971409026964,0,0,0,0,0,0,0,0.00846382154707619,0,0,0,0,0,0,0,0.0174797085767599,0,0,0,0.0233322193685963,0,0,0.079312954590942,0,0,0.0874330128876187,-0.0355658397593508,0,0,-0.0428873119559722,0,0,0,-0.0205752621378507,0,0,0,0,0,0,-0.0145210356650399,0,0,0,0,0,0,0
X002008.SZ,0,0,0,0,0,0,0,0,0,0.113786885908175,0,0,8.67361737988404e-19,0.125680697041955,0.147026322534188,0,0,0,0.0401880578633177,0,0,0,0,0,0,0,0,-0.0869451684808145,0,0.16027689748231,0,0,0,0,0,0,0.0725054288287609,0,0,0.039942589298808,0,0,0,0,-0.0321127640990417,0.0753912599451627,0,0,0,0.0318398219408216,0,0.0026165111309364,0,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,0,0,0.189158187292647,0,0,0,0,0,0,0,0,0.0709376570749205,0,0,0,0,0,0,0,0,0,0,0,0.0616042386311891,0,0,0,0,0,0,0.0576361409758899,0.0384668370344315,0,0.125964778114591,0,0.161768803561657,0,0,0,0,0,0,0,0,0,0.00429897804578898,0.0116935594769493,0,0,0,0,0,0
