,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X000568.SZ,X600690.SH,X000651.SZ,X002475.SZ,X003816.SZ,X600104.SH,X300124.SZ,X002304.SZ,X000725.SZ,X000625.SZ,X000338.SZ,X002371.SZ,X600031.SH,X000063.SZ,X000596.SZ,X000100.SZ,X300014.SZ,X600089.SH,X002179.SZ,X000157.SZ,X600703.SH,X600372.SH,X002241.SZ,X002129.SZ,X002236.SZ,X600741.SH,X000661.SZ,X002049.SZ,X000977.SZ,X600584.SH,X601877.SH,X600522.SH,X002028.SZ,X002463.SZ,X000800.SZ,X601799.SH,X600183.SH,X000921.SZ,X600066.SH,X002007.SZ,X002223.SZ,X600460.SH,X002074.SZ,X600177.SH,X002294.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.343242274827447,0.0195337558500244,0.161002700541499,0,0,0.0188627033126609,0,0,0,0,0,0.0220936784992124,0,0,0,0,0,0,0.0204346638119051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0951481257277306,0.0769577595176099,0,0,0,0,0,0,0,0,0,0,0,-0.0187139623710336,0,0,0,0,0,0
X000858.SZ,0,0,0,0.022073280919884,0,0.455377010968843,0.0899111856560961,0,0,0,-0.0318816627578291,0,0,0,0,0,0,0,0,0.0604271066203127,0,0.085510939527165,0,-0.00813097516868046,0,0,0,0,0,0,0,0,0,0.0412582116038204,0,0,0,-0.0608581853574506,0,0,0,0,0,-0.0955823574274172,0,0,0,0,0,0,0,-6.7762635780344e-21,0,0,0,0,0,0,0
X002415.SZ,0.0157639370362383,0,0,0,0,0,0,0,0,0,0,0.227793548341023,0,0,0,0,0,0,0,0.233055560749967,0,0.00968668807335038,0,0.117615198354391,0,0,0,0,0,0,0,0,0,0.068163830411885,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0472664451102939,0,0,0,-0.0165287922243712,0.0116191867958904,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0.35411227723816,0,0,0,0,0,0,0,0,-0.0292883555421332,0,0,0,0,0.498815207151982,0.187792874711127,0.0740762687190307,0,0,0,0,0.0267176367165784,0,0.0366722057749234,0,0,0,0,0,0,0,0,0,0,-0.0337037065026003,0.0384145056381723,-0.178964193911644,0,0,0,0,0,0,0,0,0,-0.0244444598527677,0.00538858656153683,0.15048400975032,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149239115959192,0,0,0,0,0,0,0,0.0271178027395601,0,0,0.0447076302185525,0,0,0,0,0.415639239038876,0,-0.0188302532746001,0,0,0,0,0,0,0,0,0,0.13206962648343,0.0603628039001832,0,0,0,0,0,0,-0.023426909390655,0,0,0,0,0,0,0
X000568.SZ,0.128913403997758,0.795506778324968,0,0.127133591502013,0,0,0,0,0,0,0.024510262230248,0,0,0,0,0,0,0,0,0,0.126080553779545,0,0,-0.0799077382812181,0,0,0,0,0,0,0,0,0,0,0.0556139446380601,0,0,0,0,0,0,0,-0.104370096471249,0.0313136715213183,0,0,0,0,0,0,0,0.0166563654705907,0.00114849906583329,0,0,0,0,0,0
X600690.SH,0,0.15991886601294,0,0,0,0.225274764243756,0,0.0782583480065329,0,0,-0.03802549130783,0,0,0,0,0.118918728395497,0,0,0,0,0,0,0,-0.0495641608770341,0,0,0,-0.0341089846165059,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0.0547076073336586,0,0,0,0,0,0,0,0,0,0.0216168366710053,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.570610967631107,0,0,0,0,0,0,0,0.00282785579679711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0676911243073842,0,0,0,0,0,0,0.0937016330887395,0.0520106556928304,0.234916238663235,0,0,0,0,0,0,0,0,0.00891419577752398,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0.18443150153888,0,0,0,0,0,0,0,0,0.00380084420910937,0,0,0,0,0,0,0.111499065177266,0,0,0,0,0,0.337497001777475,0,0,0,0,0,-0.0732225470852239,0,0,0,0,0,0,0,0.240489359592032,0,0,0,0,0,0,0,0,0,-0.0223988821230972,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0578095192844333,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.0230230156486397,0,0,0,-0.0522535601455021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013214362080456,0.307406444752657,0,0,0,0,0.0278655196288649,0.112103906421878,0,0.00681358375991796,0,0,0,0.0285592548123362,0,0
