,X600104.SH,X600519.SH,X000725.SZ,X000651.SZ,X002415.SZ,X002304.SZ,X000625.SZ,X000858.SZ,X000063.SZ,X600690.SH,X600276.SH,X600031.SH,X000100.SZ,X000338.SZ,X000157.SZ,X600372.SH,X600089.SH,X600703.SH,X002241.SZ,X600741.SH,X600271.SH,X002236.SZ,X600066.SH,X002129.SZ,X600582.SH,X601877.SH,X600177.SH,X600118.SH,X000623.SZ,X002475.SZ,X000581.SZ,X000550.SZ,X000568.SZ,X000559.SZ,X002294.SZ,X300124.SZ,X000869.SZ,X300003.SZ,X000400.SZ,X000800.SZ,X300146.SZ,X002456.SZ,X000977.SZ,X000050.SZ,X600060.SH,X600839.SH,X002465.SZ,X002292.SZ,X600498.SH,X600166.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0.141109640441517,0,0,0,0,0,0.129054231712372,0,0,0,0,0,0,0,0,0.0281967183582929,0,0,0.0547861131975629,0,0.268601478036069,0,0,0,0.048017470421528,0,0.0469963199029514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0354114683504991,0,0,0,0,0,0,0,0,0,0
X600519.SH,0,0,0,0,0,0,0,0.16444341489732,0.249973656058994,0,0,0,0,0.00908266281421294,0,0,0,0,0,0,0,-0.00767671703989694,0,0,0,0,0,0,0,0,0.0111031882468728,0,0,0.0677551432250602,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.014323167216133,0,0,0,0,0,0.0409584110065843,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.293250700914928,0,0,0,0,0,0.104948775539076,0,0,0,0,0,0,0.0577964712561135,0,0,0,0.0148856881122268,0.108062273711219,0.0683888432822102,0,0,0,0,0,0,0,0,0,0.094728570744447,0,0,0,0,-0.0895291476705711,0,0,0,0.0857609435832479,0,1.38777878078145e-17,0,0,0.0125361224233593,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.104015988348111,0,0,0.0637361120942371,0.0597115691524836,0,0,0,0.163465126297729,0,0,0.160316153355658,0.0773209478257864,0,0,0,0,0,0,0,3.46944695195361e-18,-0.00882218617017703,0,0,0,0,0.119042163815909,0,-0.0587370770071994,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00941379403474105,0,0,0,0.0208792585620235,0,0,0,0,-0.0251357313254571,0,0
X002415.SZ,0,0,0,0,0,0,0.0554926067824963,0,0,0,0,0,0.119712955360908,0,0,0,0,0,0,0.106342810336573,0,0.198951194365588,0,0,0,0,-0.158321626760598,0,0,0,0,0.201719739150872,0,0,0,0.132814756244301,0,-8.67361737988404e-19,0.1201970021981,0.203168501887537,0,0,0,0,0,0,0,0,0,0,0,0.00977003426348126,-0.0214137798457316,0,0,0,0,0,0
X002304.SZ,0,0,0.0100245470629316,0,0,0,0,0.395279946514081,0.140162098885227,0,0,0,0.0536059920071279,0,0,0,0,0,0,0,-0.0973159062866194,0.0875654922002483,0.16945577119749,0,0,0,0.0790026697644854,0,0,0,0,0,0,0,0,-0.0915327267526335,0.147904857629368,0,0,-0.0536768171612277,0,-0.0146066992446705,0,0,0,0,0,0,0,0,0,0.0309179670033705,-0.0109981752169241,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0.239039825100002,0,0,0,0,0,0,0,0,0,0,0.246159923758615,0,0,0,0.00536837359646011,0,0,-0.0664916566334744,0,0,0,0,0.109083045164957,0,0,0,0.0179372296896692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032859718785608,0,0,0,0,0,0,0
X000858.SZ,0,0,0.0554299329391825,0,0,0.0652358672024957,0,0,0.0738968596495286,0.00993607931935695,0,0.153195698851989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0476807937730872,0,0.0790138023885703,0,0,0,0.052010472016345,0,0,0,0.146693958863,0,0,0.108157603332284,0,0,-0.0268690058533628,0.00416272758111701,0,0.086549812072197,0,0,0,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0.104891076573571,0,0,0,0,0,0,0.0658211354355212,0,0.00846294592563516,0.112835156033918,0.142867463350119,0,0,0,0,0,0,0,0,0,0,0,0.00733961683026027,0.0401899415593515,0,0.131016341452305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162095722212702,0.0490367621924109,0,0,0,0,0,0,0,0,0
X600690.SH,0.185946071244681,0,0.187421988604383,0,0,0,0,0,0,0,0,0,0.0442463694591134,0,0,0,0,0,0,0,0.00727926661779973,0.00830526675081377,0,0,0,0,0.133313220644706,0,0,0.0382088069739925,0.0523766385216365,0,0,0.0251603177786405,0,4.33680868994202e-19,0,0,0,0.105534455132252,0,0,0,0,0.0705879180712431,0,0,0,0.0693098763287812,0,0,-0.0512016950222589,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0419277584639677,0,0,0,0,0.171885200149663,0,0,-0.0931500914445981,0,0.0227986984293913,0,0,0,0,0,0,0.0619518148442016,0,0.0855320655613552,0,-0.0956174717124611,0,0,0.00224052004791696,0,0,0,0,-0.0405681285695556,0,0,0,0,0.0502141393097623,0,0,0,0,0,0,0
X600031.SH,0.158503421656735,0,0,0,0,0,0,0,0,0,-0.0427209507978819,0,0,2.77555756156289e-17,0.589551767098047,0,0,0,0,0,0,0,0,-0.013363655561203,0,0,0.0508753591251823,0,0.141652353241051,0,0,0,0,0,0,0.00284243665737254,0,0,0.0308554210858394,0,0,0,0,0.0189501785717326,0,0,0,0,0,0.0771087179277032,0,0,0,0,0,0,0,0,0
X000100.SZ,0.048114268255833,0,0,0,0,0,0,0,0.0861114974203902,0,0,0.0613417433185488,0,0,0,0,0,0,0,0,0.0064602495751389,0,0,0,0.067044969797117,0,0,0,0.103967966770317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245404298579137,0,0,0,0.139326723191132,0,0,0,0,0,0,0,0,0,0
X000338.SZ,0,0,0.0228924291886523,0.0150975968224603,0,0,0,0,0.0349042297224915,0.0521602164623157,0,0,0,0,0.516625513517449,0,0,0,0,0,0.0634462006272985,0,0,0,0,0,0,0,0.065118055840304,0,0.0229924156366693,0,0,0,0,0,0,0,0,0,0,0.0539044741732594,0,-0.0660619527249472,0,0,0,0,0,0.214806317505619,0,0,0,0,0,0,0,0,0
X000157.SZ,0,0,0,0,0,0,0,0,0.0620596474770094,0,0,0.258525876770235,8.67361737988404e-19,0.248482003379349,0,0,0,0,0,0,0,0,0,0,0,0,0.0410973306782207,0,0,0,0,0,0.19299914354299,0,0,0,0,0,0,0,0,0,-0.0287586746608568,0,0.0542215621282902,0,0,0,0,0.0448840060962742,0,0,0.0236451938736886,0,0,0,0,0,0
X600372.SH,0,0,0.113177953637062,0,0.0844561324731613,0,0,0.0342106461806193,0,0,0,0.0803753085976375,0,0,0,0,0,0,0,0,0,0,0,0.0208390955715065,0,0.073670995184998,0,0.173927648259572,0,0.0916260329407786,0,0.00527230620737892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0274715804488805,0,0,0,0,0,0,0
X600089.SH,0,0,0.0474293601223274,0.0641357748277667,0,0,0,0,0,0.0657117088080277,0,0.089586453512622,0.0140815193774098,0,0,0,0,0,0,0,0,0,0.0612412397513598,0,0.0247294444202678,0,0.0992236023431774,0.0455635714818772,0,0,0.0435804797515801,0,0,0,0,0,0,-0.0956883396366428,0.383557709659292,0,0,0,0,0.0516844518127121,-0.00820452409160114,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0.18354922844074,0.0224229623981924,0,0,0,0,0,0,0,0,0,0,0.0134530596219133,0,0,0.0409465730717734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122337022862065,0.0743495181125876,0,0,0.0826229074478477,0,0,0.0288890671028541,0,0,0,0,0,0,0
