,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000063.SZ,X600703.SH,X600690.SH,X000568.SZ,X002236.SZ,X600741.SH,X002475.SZ,X002241.SZ,X000625.SZ,X600031.SH,X002456.SZ,X000338.SZ,X600066.SH,X000100.SZ,X300124.SZ,X601877.SH,X300003.SZ,X600487.SH,X002085.SZ,X002508.SZ,X300136.SZ,X600809.SH,X002008.SZ,X000157.SZ,X600271.SH,X600177.SH,X600089.SH,X600522.SH,X002294.SZ,X600118.SH,X600867.SH,X000050.SZ,X300115.SZ,X000559.SZ,X600699.SH,X000981.SZ,X600372.SH,X600566.SH,X600498.SH,X002074.SZ,X002465.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.0235582860348868,0.17846622259567,0,0.159319800479437,0,0,0,0,0.154945891452034,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0259229504324355,1.73472347597681e-18,0.0849908392455354,0,0.0868377649695033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.120658721616341,0,0,0.00600988792662503,-0.00509286328260936,0,0,0,0,0,0
X600104.SH,0,0,0,0.0355579127707432,0,0,0,0.0787532268988057,0,0,0,0,0.121147086850704,0.432467671954143,0,-0.0477044037145654,0,0,0,0,0.200509597605963,0,0,0,0.0971749366328513,0,0.144930403726713,0,-0.112077299649086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.308695282771194,0,0,0,0.0059304340562567,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.104392865301902,0,0,0,0,0,0.0504819708361123,0,0.237158140620156,0.224499788646403,0,0,0,0,0,0,0,0,0,0,0,0,0.0711287711294,0.00290775199046734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197191418788993,0,0,0,0,0.0103066944520997,0.0138551808053436,0,0,0,0,0,0
X000651.SZ,0,0.116034702645253,0,0,0.109994667085197,0,0,0,0,0,0,0,0.0792273680998811,0.0127597848271624,0,0,0,0.141942231194029,0,0,0,0,0,0,0,0,0,0.11736860470117,0,-0.0118519007973592,0,0,0,0,-0.0589136397659781,0,0,0,0,0,0,0,0,0,0,0.0617902832929101,0,0,0,0.045463358815687,-0.00484258173899829,0.0138273965786941,0,0,0,0,0,0
X000858.SZ,0.282078033709193,0,0,0.193294623386223,0,0,0,0,0,0,0,0.228268160952678,0.0678670037071406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0137757703321451,0,0.158676306840601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00412865205852326,0,0,0,0,0,0
X600276.SH,0,0.156891105944964,0,0,0.134204936617469,0,0,0.176412341489076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0383722001629543,0,0,0,0,0,0,0,0,0,0,0,0,-0.125615110662973,0,0,0,0,0,0,0,0,0,0.127894821029262,0,0,0,0.00421904246664574,0.0074918328574789,0,0,0,0,0,0
X000725.SZ,0,0,0.144595138392819,0,-0.0422383831767244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.311859798127145,-0.0611811179608754,0,0,0,0,0.0636255932126325,0.243889733571704,0,0,0.146990432916172,0,0,0,0,0,0,0.0264263029193939,0,0,0.151183140073843,-0.0739601299240597,0.0516883956559691,0,0,0,-0.0433179979516126,0,0,0,0,0.00431369577361106,0.00216106492921768,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.246092499775968,0,0,0,0,0,0,0.381044293414927,0,0.116563594238969,0,0,0,0.0921021151481665,-0.190624350201186,0.00664695959334401,0,0,0,0,0,0,-0.0421963362003243,0,0,0.014688800717852,0,0,0,0,0,0,0,0,-0.120768006317685,0.028008352645594,0,0,0,0,0,0,-0.0486835848619396,0,0,0,-0.00633969309666086,0.0150540294679044,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0.287246031001637,0,0,0.160197449990587,0.0691033735376841,0,0.127055937658968,0,0,0,0,0,0,0,0,0,0.105941819775598,0.0142997277152831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0675030037766309,0,0,0.126421001817649,0,0,0,0,0,-0.0366308475848663,0.0415750340393959,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0.207799461814597,0.160105748964615,0,0,0,0.0571293181926459,0.106484142334859,0,0.250288893737704,0,0.251238561979819,0,-0.0935653954652356,0,0,0.326599090782962,0,-0.152298698307005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0105267348119664,0.00545939074671454,0,0,0,0,0,0
X600690.SH,0,0,0.0173524469857355,0.309799496555846,0,0,0,0,0,0,0,0,0.117718861391622,0.257214174289277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0893587466886622,0,0,0,0,0,0,0,0,0,0,0.0410708944979581,0,0,0,0,0,0,0,0,0,0,0.0173308539922551,0,0,0,0,0,0,0
