,X600519.SH,X600104.SH,X000651.SZ,X002415.SZ,X600276.SH,X000858.SZ,X002304.SZ,X000725.SZ,X000625.SZ,X000063.SZ,X002292.SZ,X600690.SH,X600703.SH,X000100.SZ,X600066.SH,X600741.SH,X002241.SZ,X002506.SZ,X600031.SH,X002236.SZ,X600118.SH,X002049.SZ,X000559.SZ,X002475.SZ,X600372.SH,X000157.SZ,X000568.SZ,X000338.SZ,X300003.SZ,X002465.SZ,X002074.SZ,X300124.SZ,X600089.SH,X002294.SZ,X600867.SH,X600582.SH,X600177.SH,X002180.SZ,X002085.SZ,X601877.SH,X002007.SZ,X000869.SZ,X600498.SH,X002456.SZ,X600584.SH,X002426.SZ,X000550.SZ,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0.281282099589998,0,0,0,-0.00550956487285089,0,0,0,0,0.317551200324248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0117477953457228,0,-0.0596039261282585,0.0236581830179326,3.46944695195361e-18,0,0,0,0,-0.0083734385257275,0,0.0762430054362571,-0.00920905350483382,0,0,0,0,0,0
X600104.SH,0,0,0.00983914564354799,0.216594595562884,0,0,0,0,0,0,0,0,0,0.0199842313270043,0,0.0613741076951852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119494656562054,0,0,0,0,0.0286452921299111,0,0.0699436075901167,0,-3.46944695195361e-18,0,0,0.0808095664475905,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0.0764196324335661,0,0,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0.220170817633883,0,0.25365996506668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0.124291665430337,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.187424739453604,0,0.0670760628036773,0.0580014421387039,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0373775353286239,0,0,0,0,0,0,0,0.0552028434448085,0,0,0,0,0.258013243288173,0,0,0,0,0,0,-0.0172272900790264,0,0,0,0,0,0
X600276.SH,0,0,0.00913831758155997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0955007098083481,0,0,0,0,0,0,0,0.0639306325009184,0,0,0,0,0.0395959179251352,0,-4.33680868994202e-19,0.0170598589977443,0.0437748495763185,0,0,0.00975516448187057,0.0526503182630076,0,0,0,0,0,0,0.00307165910226456,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0.0861295821149516,0,0,0,0,0,0,0.0335733399764676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0416754992871396,0.0324057502839305,0,0.143640232570121,0.0772223813308489,0,0,0,0,0.0956098600732827,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0.0160784096659031,0,0,0,0,0,0,0.0385616247747259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303757487362424,0.0532312371287252,0.0262830198385272,0.1067423945292,0.105961949928893,0,0,0.0687511528226342,0,0,0,0,0,0,0,0,-0.0228163315521813,0,0,0,0,0,0
X000725.SZ,0,0,0,0.17086412754536,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0341299928213869,0,0.0835216676164712,0,0,0.0861141012494362,0,0,0.0860166948754321,0,0,0,0,0,0.00208861374336318,0.151737543555126,0,0,0,0.114788641519754,0,0,0,0,0,0,0.0912583860503538,0,0,0,0,0,-0.00310853307767556,0,0,0,0,0,0,0
X000625.SZ,0,0,0.15266766750984,0,0,0,0,0,0,0,0.0582611428064147,0,0,0,0,0,0.0933939265991269,0.0841378431391356,0,0,0,0,0.08097036083296,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0651853582333358,0,0,0,0.145385534316261,0,0,0.0110058718843776,0,0,0.131364662505056,0,0,0,-0.0105685528532922,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0113695324569515,0,0,0,0,0,0.385478115107046,0,0,0,0,0,0,0,0.11569234076587,0.0235871784132193,0,0,0.0368949104715075,0,0.0701337896973527,0.0217481504006745,0.0307259282245822,0,0.106205520345711,0,0,0,0,0,0,0.0204241760447634,0,0,0,0,0,0,0,0,0
X002292.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0207893427624572,0,0,0.197685660079297,0,0.262948334375742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0566490440111307,0,0,0,-0.0533675197313565,0,0,0,0,0.389315617677375,-0.334435785159395,0,-0.101132000569498,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.121600191584568,0.0832137416563128,0.344562919282404,0,0.273649101200134,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.103562381848813,0,0,0,0,-0.276705323159097,-0.206881673444218,-0.185193535865924,0,0,0,0,0,0,0,-0.201170301574248,-0.0416660079007317,0,0,0,0,-0.321630722958553,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0.0206173529378128,0,0,0,0,0,0,0,0,0,0.204444565014109,0,0.0278748015006281,0,0,0,0,0,0,0,0.0139755918991201,0,0,0,0,0.0547806523503133,0,0.0409738109704945,0.0797304133255005,0.0264039965640582,0,0.162110833361719,0,0.0581167788282382,0,0.0715882547786454,0,0.0795543268852604,0,0,0,0,0,0,0,0,0
X000100.SZ,0,0,0,0.0686763387320941,0,0,0,0,0.191264045442378,0,0.00869548806497864,0,0,0,0,0,0.0746448336596602,0.099578259308726,0,0,0,0,0.0173798939171645,0,0,0,0,0,0,0,0,0,0,0,0,0.0159469966631304,0,0,0,0.0626409191379571,0,0,0.00463329566911307,0.152636595813033,0,0,0,0,0,0.0249887850785514,-0.0305443078848469,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0997312051648742,0,0,0,0,0,0,0,0.03590115924935,0,0,0,0.198610541237647,0.165771409590299,0,0,0,0,0.117922152878748,0,0,0,0,0,0,0,0.0583278949182025,0,0,0,0.0158112620048404,0,0,0,0,0.00419086308025561,0,0,0,0,0,0,0,0,0
X600741.SH,0,0,0,0.153096328013227,0,0,0,0,0,0,0,0,0,0,0,0,0.0301028038747597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33767853509599,0,0,0.0675660818479961,0,0,0,0.00823140976217568,0,0,0.0391135843261207,0.0174776399466999,0,0,-0.00830058184784862,0,0,0,0,0,0
X002241.SZ,0,0,0.108252252731779,0,0,0,0,0,0.017232909641864,0,0.0117186617786881,0,0.0821475270788152,0,0,0,0,0,0,0.0763700010067332,0,0,-1.38777878078145e-17,0,0.3461766859207,0,0,0,0,0,4.33680868994202e-19,0.116888533821555,0,0,0,0,0.0108554320869223,0,0,0,0,0,0.0574516536391209,0.0344827741214381,0,0,0.0775513225168742,0,0,-0.0734580056561389,0.0384823375311903,0,0,0,0,0,0
X002506.SZ,0,0,0,0,0,0,0,0,0,0,0.0377694819513825,0,0,0.0692916101705652,0,0,0,0,0,0,0.281301532564632,0,0,0,0,0,0,0,0,0,0,0.157039303386434,0.166617392465545,0,0,0.0288803750080441,0,0,0,0,0,0,0,0.056038611076814,0,0,0,0.167857111074012,0,0.115088128673399,-0.00278088775509481,0,0,0,0,0,0
X600031.SH,0,0,0.0415274010993752,0,0,0,0,0,0,0,0,0.00494464446573661,0,0,0,0,0,0,0,0,0.0369543747598334,0,0,0,0,0.236390162951967,0,0.17654955624143,0,0,0.0141726985028351,0,0.232338458288861,0,0,0,0.165628809722036,0.0251000044542042,0,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,-0.0141289543350031,0,0,0,0,0,0
X002236.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0270321688204317,0,0,0,0,0.13981597593658,0,0,0.187675229214445,0.213748923966509,-0.0751631168712467,0,0.262177862454705,0,0,0.269171495267274,0,0,0,0,-0.0556037120363704,0,0,0,0,0,0
X600118.SH,0,0,0,0,0,0,0,0,0,0,0.110183601924871,0,0,0,0,0,0.0166394473293139,0.042506443743924,0,0,0,0,0,0,0.281451023076172,0,0,0.0625255096333404,0,0,0,0,0,0,0.0266136728074213,0,0,0.0324424033974528,0,0,0,0,0.138132206131002,0.128470530163702,0,0,0.0513236541543089,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0
X002049.SZ,0,0,0,0,0,0,0,0,0.00346155004541901,0,-0.00553643895363106,0,0,0.0394210426074468,0,0,0,0.0215749831710506,0,0,0,0,0,0,0,0.129097333142579,0,0,0,0,0.0613408734828622,0,0,0,0,0,-0.215057001941821,0,0,0,0,0,0,0,0.524381370426909,0.00232298813105989,0,0,0,-0.0637582050242274,0.119960798699056,0,0,0,0,0,0
X000559.SZ,0,0,0,0,0,0,0,0,0,0,0.0855068696376431,0,0,0,0,0,0.199978838753719,0.15970835265541,0,0,0,0,0,0,0,0,0,0,0,0,0.155488283257438,0.0393338892800049,0,0,0,0,0,0,0,0.103451604039092,0,0,0,0.0551070594621534,0,0,0.0328537217524906,0.155128771460531,0,0,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0461376679244854,0,0,0,0,0,0,0,0,0,0,0,0.0494467812934474,0,0.116369587822475,0,0,0,0,0.037150926110027,0,0,0,0.201645607619682,0,0.159764594380786,6.93889390390723e-18,0,0,0,0,0,0,-0.00918385502298542,0,0,0,0,0,0
X600372.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100118303106929,0,0,0.618728849526932,0,0.0598007583662911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0607083960833958,0,0,0.0822717084227133,0,0.034467147511203,0,0,0,0,0,0.00289684063746414,0.00869375360130227,0,0,0,0,0,0
X000157.SZ,0,0,0.0850913830412742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134495918528483,0.430005455107655,0,0,0,0,0,0,0,0,0,0,0,0,0,0.080467436048044,0,0,0,0,0.0194116148976514,0,0,0.0889058324207097,0,0,0,0,0,0,0,0,0,0.00749123379506003,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0,0,0,0,0,0.0531397118577281,0.0523342261682526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0630037524772599,0,0.106500436722176,0,0,0.0793449398938971,0.0894437714834308,0,0,0,0,0,0,0.173811141801282,0,0,-0.00799263308873827,0,0,0,0,0,0
