,X600519.SH,X600104.SH,X002415.SZ,X000725.SZ,X000651.SZ,X600276.SH,X000858.SZ,X002304.SZ,X000063.SZ,X000625.SZ,X600690.SH,X600118.SH,X600703.SH,X000559.SZ,X600031.SH,X600271.SH,X000100.SZ,X600066.SH,X600372.SH,X600741.SH,X000157.SZ,X002475.SZ,X002236.SZ,X002292.SZ,X600089.SH,X002241.SZ,X300124.SZ,X000338.SZ,X002465.SZ,X300003.SZ,X000568.SZ,X002506.SZ,X600839.SH,X600177.SH,X002129.SZ,X002294.SZ,X000547.SZ,X600867.SH,X002074.SZ,X000800.SZ,X000977.SZ,X002276.SZ,X002008.SZ,X600582.SH,X600498.SH,X000869.SZ,X002223.SZ,X300001.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.106835592382376,0,0,0,0.184961164367464,0,0.310429988015984,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0.033257291579568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0427641446081615,0.0641965683364932,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.174610436985396,0,0.224415987205799,0.134757533112858,0,0.021464304835674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0124920253943127,0.0856400519893096,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0343059321563806,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,-0.0632743064841026,0,0,0,0,0,0,0,0,-0.189262945801582,0,0,0,0,0,0,0.0458911951668848,0,0.218929482018611,0,0.235421613712791,0,0,0,0,0,0.076748401000586,0,0,0,0,0,0,0,0,0.0491443324284923,-0.0235230836554711,0,0,0,0,0.0495729328999391,0,0,0.0431759539984136,0,-0.0426404830565791,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.0459233730063711,0,0,0,0,0.17219225697743,0,0,0.175571500224242,0,0,0,0,0.0961512137020015,0,0,0,0,0,0,0,0.0286173021720098,0,0,0,0,0.0269543522605095,0.154387833214086,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0.0412974930467924,0,0,-0.0220434924259727,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.0460377903129102,0,0,0,0,0,0,0,0,0,0.215811698001469,0,-0.0184438826235637,0,0,0.120231127996082,0,0,0,0,0,0,0,0,0.22719496521182,0.0266224093021171,0,0,0.0095680937800772,0,0,0,0,0,0,0,0,0.192206752703305,0.00150139517423617,0,0.0262537712512287,0,0,-0.0118249893667257,0.0150953262486014,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0.097737333708784,0,0,0,0,0,0,0,0,0,0,0.0276538614706082,0,0.0747184940326505,0,0,0,0,0,0,0,0,0,0,0,0,0.353931093451447,0,0,0,0,0,0,0,0.0751924755588035,0,0,0.0230589998720483,0,0,-0.0154214970926231,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0.0947232071438562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0341080633950078,0.0630593330398966,0.248068756785576,0,0,0,0,0,0,0,0,0,0.055124264534234,0.348630733201418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0101199921675231,0,1.0842021724855e-19,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0.100511620956557,0.287461447341243,0.118121717949864,0,0,0,0,0,0,0.00874167437098831,0,0,0,0.0694824575243825,0,0,0,0,0,0.0187029115000307,0,0,0,0.00949342620664143,0,0,0,0,0.00677540236957301,0.120544581394332,0,0,0,0,0,0,0,0,-0.0184506077195205,0,0,0,0,0,0,0
X000625.SZ,0,0.173978777445298,0,0,0,0,0,0.0396177242617935,0,0,0,0,0,0,0,0,0,0,0.0462680735751563,0.0347520570411026,0,0.224470258408807,0,0,0,0,0,0,0,0,0,0.00390533114506977,0,0,0.0537777728285988,1.73472347597681e-18,0,0,0,0.213736163269401,0,0,0,0,0,0,0,0,0,0.000636305939487915,0,0,0,0,0,0,0
