,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X002475.SZ,X003816.SZ,X002304.SZ,X000725.SZ,X000063.SZ,X600031.SH,X000568.SZ,X000338.SZ,X600690.SH,X600741.SH,X600809.SH,X000661.SZ,X600703.SH,X002241.SZ,X000596.SZ,X300003.SZ,X600183.SH,X000100.SZ,X002236.SZ,X601877.SH,X300142.SZ,X300124.SZ,X000157.SZ,X002007.SZ,X300014.SZ,X000066.SZ,X002371.SZ,X002179.SZ,X300136.SZ,X000625.SZ,X000977.SZ,X002463.SZ,X002008.SZ,X600271.SH,X002456.SZ,X600584.SH,X600177.SH,X002506.SZ,X000050.SZ,X600066.SH,X002180.SZ,X600498.SH,X002129.SZ,X002049.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0.238904049241491,0,0,0,0,0.125994519570013,0.419358835665657,0,0,0,0.0396646073121472,0,0,0,0.159889948935294,0,0,0,0,0,0,0,0,0,-0.116801884777727,0,0,0,0,0,0,-0.0605913626306665,0.0261751575278799,0,0,0,0,0,0,0,0.0491592565279127,0,0,0,0,-0.0194422625169538,-0.00373378193784087,0,0,0,0.0241302257260584,0,0
X000858.SZ,0,0,0,0,0,0,0.0461064903481349,0,0,0,0.0407775795449928,0,0.599790248149225,0,0,0,0.0325115715925868,0,0,0,0,0.00747105426552955,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.0344699759078603,0,0,0,0.00735104637743861,0,0,0,0.0267952621271205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.017086281359765,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,-0.0621052376918779,0,0,0,0,0,0,0.479538459999771,0,0,0.122450853913409,0,0,0,0,0,0,0,0.00994718531931867,0,-0.0388499539865028,0.00680703521420503,0,0,0,0.132256220235515,0,0,0.0583260966093353,0.0815638570600225,0,0,0,0,0,0,0,0,0,0,0,0.0213991514774048,-0.0161185703130511,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.280714200853291,0,0,0.1650960306124,-0.0670031736293321,0,0,0,0,0,0,0,0,0,0,0,0,0.0696848585340076,0,0,0,-0.169043275342741,0,-0.130515623828048,0,0,0,0.0024242343854418,0,0,0,0,0.105196886471296,0,0.154621292841748,0,0,-0.0160285834116717,0,0,0,0,-0.0125945497635512,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0748858218565051,0,0,0,0,0,0,0.0413975309832721,0,-0.0922774187723038,0.621491496160261,0,0.0850066210628134,0.060632682146452,0,0,0,0,0,0,0,0,0.0128830487995045,0,0.0531652613670325,0,-0.0686164566086685,0,0,0,0,0,0,0,0,0,0,0.035175879370568,-0.0648036346891344,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0.0654970639992622,0,0,0,0.0740389564039456,0,0,0.0329210701306172,0,0,0,0,0,0,0,0,0,0,0,0,-0.0547275663425805,-0.00561989538869449,0,0,0,0,0.0814152105488934,0,0,0,0.00340176562535362,0,0,0,0,0,0,0.083119238602309,0,0,0.0246719266558263,0.0106264604307654,0,0,0,0,0,0
X002475.SZ,0.139394836646927,0,0,-0.1268990075161,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,-0.0696826671560422,0,0,0,-0.0025774178948203,0.115421613061384,0,0,0,0,0,0,0,0,0,0,0,0.214145486675778,-0.0613982437499632,0,0.174022702432472,0,-0.0403123695902008,0,0.365462237472274,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0423274482845752,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0.109024978527704,0,0.101183818467577,0,0,0,0.23681206118692,0,-0.0582696892285499,0,0.125024053399004,0,0,0,-0.0737986542140844,0.0378402799259487,0,0,0,0,0,0,-0.151614101182028,-0.0031144653136064,-0.173204201509342,0,0.0794682783764387,0,0,0,0,0,0,0.035496520350988,0,0,0.0849136706502492,0,0,0,0,0,0,0.0682769037734698,0.0510791399759872,0,0,0,-0.100006508740511,0,0
X002304.SZ,0,0.165161990422367,0,0,0,0,0,0.127577679171446,0,0,0,0,0,0,0,0,0,0,0,-0.0172779722711783,0.217424153917694,0,0.0712974417405246,0,0,0,0,0,0,0.0322865057295513,0,0,-0.0095534362322232,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0100559734333038,0,0,0,0,0.00229053533218942,0.0323266329887088,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0136667737703405,0,0,0,0,0,0,0,0,0,0,0,0.0053263366367335,0.0472270612960818,0,0,0.0209930945385867,0,0,0.0266752862932578,0,0,0,0.0946771575107695,0,0,0.128332299558088,0,0,0,0,0.0564650186498229,0,0.00314146110203719,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.031590314821162,0.266710053452238,0,0,0,0,0.0534185646110702,0,0,0,0,0.0741928443529211,0.153817259583783,0,0,0,0.0347200166873066,0,0,0,0,0,0,0,0.0776435605686185,0,-1.0842021724855e-19,0,0.182621089718992,0,0,0,0,0,0,0,0,0,0,0.231673858538197,0,0,0.113650833597197,0,0,-0.00614422828032027,0,0,0,0,0,0,0
X600031.SH,0,0,0.00874954807281735,0,0,0,0.0848136757858289,0,0,0,0,0,0,0.247171893338824,0,0,0.255857943843382,0,0,0,0.00790719271741595,0.00314871478300338,0,0,0,0,0,0,0,0,0.0209041738565522,0,-0.0450832974216667,0,0,0,0,0,0,0,0,0.00169561910542157,0,0,0,0,0.0241491506119235,0,0,0,0,-0.0182606930882777,0,0,0,0,0,0,0
X000568.SZ,0.284019311474259,0.307853955275088,0,0,0,0,0,0,0,0,0.0264627804680104,0,0,0,0,-0.0684222314583066,0.0730855886419913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0102925636480932,0,0,0,0,0,0,0,0,0,0.0240555385156921,0,0,0.0292741940927775,0.00519928221403256,0,0,0,-0.0111544544401293,0,0
X000338.SZ,0,0,0,0,0,0,0.0818535915914278,0,0,0,0,0.322146153599479,0,0,-0.127513561964061,0,-0.00521378235696869,0,0,0,0,0,0,0.0894511097511159,0,0,0,0,0,0,-0.0281540110702564,0.092619921297877,-0.00585382341355273,0,0,0,0.086655915693408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0241319328498958,0.02619837401322,0,0,0,0,0,0
X600690.SH,0,0,0,0.265793764859372,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0290737106964645,0,-0.138005418265315,0,0.137666598482652,0.0675618385233798,0,0,0,0,0,0,0,-0.0544408190371816,-0.0119631568281569,-0.0351659419911292,0,0,0,0,0.0333382591054194,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0.171562174786389,0,0,0,0,0,0,0.022981238089027,0,0
X600741.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0527434039227054,0,0,0,0,0,0,0,0,0,0,0.184254040044193,0,0,0.00775300178447766,0.0105273276217217,0,0,0,0.172914628155899,0,0.129113167833599,0,0,-0.023262416122151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600809.SH,0,0.216468053648644,0,0,0,0,0.0131095798980884,0,0,0,0,0,0.0405388753466154,0,0,0,0,0.126750053681797,0,0,0.226266653380136,0.074179403862953,0,0,0,-0.0762147934397084,0,0,0,0,0.0923030912761357,0,0,0,0,0,0,0,0,0,0.043709891426745,0,0,0,0,0,0,0,0,0,0,0.06115058488294,0,0,0,0,0,0,0
X000661.SZ,0.22302357401992,0,0.335881004760204,0.0202162754023785,0,0,0,0,0,0,0,0,0,0,0.0649004189687199,0,0,0,-0.0484868126295127,0.112642347092311,0,0.100095907621442,0,0,0,-0.0768129770357382,0,0,0,0,0,0,0,0,0,0,0,-0.0346018472380262,0,0,0,0,0,0,0,0,0.00123218648417879,0,0,0,0,-0.0126425919312041,-0.0554056719648192,0,0,0,0,0,0
