,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X000651.SZ,X600104.SH,X000568.SZ,X002304.SZ,X600031.SH,X000661.SZ,X000063.SZ,X000725.SZ,X600809.SH,X003816.SZ,X600690.SH,X002241.SZ,X000596.SZ,X000338.SZ,X600703.SH,X002007.SZ,X300124.SZ,X300142.SZ,X002371.SZ,X300014.SZ,X000100.SZ,X600741.SH,X002049.SZ,X601877.SH,X002236.SZ,X000157.SZ,X300003.SZ,X600584.SH,X000800.SZ,X002129.SZ,X002414.SZ,X300136.SZ,X000625.SZ,X600183.SH,X002179.SZ,X000066.SZ,X002456.SZ,X000977.SZ,X601799.SH,X600118.SH,X002185.SZ,X002008.SZ,X000050.SZ,X002508.SZ,X002294.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.128778308500082,0,0,0,0,0,0.179544467768013,0,0,0,0,0,0,0,0,0,0.0886575748705483,0,0,0,0,0,0,0,0,0,0.0783768346517075,0,0,0,0,0.00208297470243218,0,0.00391250135004615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116156171638368,0,0,-0.00119571195779048,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.158697709799883,0.231812067938155,0,0,0,0,0.29970826959912,0,0,0.0018922485105088,0.0818539486654553,0,0,0,-0.0360982443902749,0,0.0158991207822902,0,0,0,0,0,0,0,0,0,0,0,0,0.0861242587756179,0,0,0,0,0.0701307815267954,0,0,0,0,0,0,0,0,0,0,0.00544869077571596,0,0,0,0,0,0
X600276.SH,0.0141695306718493,0,0,0,0,0,0,0.0662166231263163,0.0493927035047403,0,0.239815267137552,0,0,0,0,0,0,0,0,0,0,-0.013110668978589,0,0,0,0,0,0.0434732154165976,0,0,0,0,0.0264797648697971,-0.0734030616830539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130624675336647,0,0,0.00238161644707476,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.283156951692227,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0.0262615298870409,0,0,0,0,0.149480341973724,0,0.0439340277962468,0,0.00924892381873359,0,0,0,0,0.00649169130096176,0,0,0,0,0,0,0,0.135093730981557,0,0,-0.0274149254748394,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0844087069552646,0,0,0,0,0,0,0,0,0,0,0,0.19113927734135,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0509867485881349,0,0,-0.0587026090358958,0,0,0,0.0420573878443042,0,0.0425086656809834,0,0.116235376987285,0,0.067325790181527,0,0,0,0,0,0,0,0,0.0139919219703835,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.119804069137797,0,0,0,0.00971800923596802,0,0,0,0,0,0,0.14971942790514,0,0,0,0,0,0,0.0465298036071861,0,0.0612578109825716,0,0,0,0,0,0.0370267252540243,0,0,0,0,0,0,0,0.0469573445014568,0,0,0,0,0.000826781277378782,0,0,0,0,-0.0288833039935372,-0.0145943763495429,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00664383060493265,0.00531616698143821,0,0,0,0,0.150867944174665,0,0,0.066641857806295,0,-0.0130059861240607,0,0.0826320943038497,0,0.140732674493943,0,0,-0.0620415846431358,-0.0541422723686511,0.00940538758591901,0,0,0,0,0,0
X000568.SZ,0,0.475461699284936,0,0,0,0,0,0,0.0933212249329881,0,0,0,0.0182874871271896,0.14188146886058,0,0,0,0,0,0,0,0,0.0253100930720203,0.0559363279826667,0,0,0,0,0,0,0,0,0.0684185553154989,0,-0.0551212222263915,0,0,0.0389273983987714,0,0,0,0,0,0,0,0,-0.017220530248994,0,0,0,0.0614249739364151,0.0198512373908144,0.00239831491301929,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0.331668453839112,0,0,0,0,0,0.274675129941746,0,0.0551573158272013,0,0.0393725662169976,0,0,0,0,0.0437525276524014,0.0447009387712828,0,0,0,0,0,0,0,0,0,0,0.0258827633924948,0,0,0,0,0.0978242581992781,0,0,0,0,-0.027661054791662,0,-0.0276143254244681,0,0,0,0,0.0229485847830417,-0.00332912684139222,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0.10975965495364,0,0,-0.107592883815234,0.0274577774996736,0,0,0,0,0,0.0153607114351955,0.360344796068375,3.46944695195361e-18,0,0,0,0,0,0,0,0.114627922591803,0,0,0.284194255689122,0,-0.0272680559063038,0,0,0,0.0905956058373159,0.00456665946063506,0,0,-0.0539503302997754,0,0,0,0,0,0,0,0,0,0,-0.0348444339513891,-0.016965146630561,0,0,0,0,0,0
