,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000725.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000063.SZ,X000625.SZ,X600690.SH,X600703.SH,X000100.SZ,X600118.SH,X600031.SH,X600066.SH,X000157.SZ,X600372.SH,X002236.SZ,X600271.SH,X000016.SZ,X600839.SH,X000559.SZ,X000338.SZ,X600741.SH,X002475.SZ,X600089.SH,X002241.SZ,X000066.SZ,X000568.SZ,X300124.SZ,X002129.SZ,X600177.SH,X000800.SZ,X600312.SH,X600582.SH,X600006.SH,X000547.SZ,X600435.SH,X002465.SZ,X002294.SZ,X002506.SZ,X600525.SH,X600867.SH,X300142.SZ,X300003.SZ,X000869.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.202098034314228,0,0,0,0,0,0.0349840526697824,0.117896812871629,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163222642588373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0877457290835113,0,0.00337298318037046,0.0314038047546216,0,0,0,0,0,0
X600104.SH,0.030565887292879,0,0,0,0,0,0,0.250407224679723,0.0902433287381487,0.270855558479739,0,0,0,0,0,0.14086082418494,0,0,0,0,0,0,0,0,0.058847208798568,0.00453031188935956,0,0.125006011451433,0,0,0,0,0,0,0,0,-0.0989575939009309,-0.0626940026751771,0,0,0,0,0,0,0,0,0,-0.140674727175835,0.0282342142051581,0,0,-0.0125405445234904,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,-0.0498968392005439,0.0767423605779304,0,0,0,0,0.0793208260293499,0,0,0,0,0,-0.125951977330921,0,0,0,0,0,0,0,0,0,0.156857282249203,0,-0.0519944174027277,0,0,0,0,0.0442626703837605,0,0,0,0,0,0,0,0,0,0,0,-0.0546239350697445,-0.0478026152977945,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0511004522493521,0,0,0.0382953033113767,0,0,0,0,0,0.0686437590011709,0,0,0,0,0,0,0.447607243273934,0,0,0,0,0,0,0.0355978165798919,0,0,0,0,0,0,0,0,0,0,0,0,-0.000862600518043335,0,0,0,0,0,0
X000725.SZ,0,0,0.0267561611312859,0,0,0,0,0,0,0,0,0.15175022852763,0,0,0.086222990912951,0,0.150920955932217,0,0,0,0,0,0.00848842967961557,0.131599322025802,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0772947790059329,0,0.0768523987611477,0,0,0,0,0,0,0,0,0,-0.00648721474175957,0,0,0,0,0,0
X000858.SZ,0,0,0,-6.93889390390723e-18,0,0,0,0.219940099171059,0,0,0,0,0,0,0,0.0625726319872484,0.0996759393834078,0,0,0,0,0,0,0.0674252597338468,0,0,0,0,0,0.422579770434914,0,0,0,0,0,-0.00564652923084281,0,0,0,0,0,0,0,0,0,-0.0510566255302846,0,0,0,-0.00979002207800706,0,0,0,0,0,0
X600276.SH,0,0,0,0.0447783755136156,0,0.0523663228986855,0,0,0.0177046525441962,0.039542748714905,0,0,0,0.10117931208582,0.163846919109263,0.141598217407541,0,0,0,0,0,0,0,0,0.0991065324641388,0,0,0,0,0,0,0,0,0,0,0,0.0514286899592722,0,0,0,0,0,0,0,0,0,0,0,-0.00169731613711106,-0.00188194964621123,0,0,0,0,0,0
X002304.SZ,0.0119166472631531,0.263875816139102,0,0,0,0.30070106211356,0,0,0,0,0.0296803252194865,0,0,0,0,0,0,0,0,0,0,0.0511353782390776,0,0,0,0,0,0,0,0,0.0521092884361228,0.0663765047493317,0,0,0,0,6.93889390390723e-18,-0.0172458757427538,0,0,0,0,0,0.184039937747453,0,0,0,0,0.00687871409724132,0.0537287739675213,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155520547198468,0,0,0,0,0,0.0364018337892482,0,0,0,0,0.105419737967809,0,0.261478224568748,0.0702679591427655,0,0,0,0,0,0,0,0,0.0168658665042418,0,0.0746078205189025,0,0,0,0,0,0,0,0,0,-0.0163688524074212,-0.000479149553984309,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0.00844390127531176,0,0.147611741096811,0,0,0,0.192803459559047,0,0,0.0461825910435606,0,0,0.014895457979126,8.67361737988404e-19,0.108083290337203,0,0.0236268660725064,0,0,0.145985695442796,0,0,0,0.0501229049336371,0,0,0,0,0.0110226617448898,0,0,0,0,0,0,0,0,0,0,0.00603483837437438,0,0,0,0,0,0
