,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X600104.SH,X002415.SZ,X003816.SZ,X002304.SZ,X000568.SZ,X002475.SZ,X000725.SZ,X000063.SZ,X600031.SH,X600690.SH,X000338.SZ,X600741.SH,X600809.SH,X000596.SZ,X000661.SZ,X600183.SH,X002236.SZ,X300003.SZ,X601877.SH,X002007.SZ,X002241.SZ,X600703.SH,X000100.SZ,X002179.SZ,X300142.SZ,X000157.SZ,X600271.SH,X000625.SZ,X300124.SZ,X002463.SZ,X600867.SH,X300014.SZ,X002008.SZ,X600066.SH,X000977.SZ,X600498.SH,X000066.SZ,X300136.SZ,X002506.SZ,X600177.SH,X002129.SZ,X002049.SZ,X300146.SZ,X002371.SZ,X000050.SZ,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.301784527982461,0,0,0,0.0873283722812113,0,0,0,0.166491317126418,0,0,0,0,0,-0.105037516012493,0,0,0,-0.0735642405315449,0,0,0,0,0,0.00158073761269802,0,0,0,0,0,0,0,-4.33680868994202e-19,0.0952717671537578,0,0.0371149874620614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0138899374649516,0.0162729422847142,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.353662824235607,0.216090536510927,0.0610575729639051,0,0,0,0,0,-0.0338974484978467,0.204707964788276,0,0,-0.048059329029887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0686762587129633,0,0,0.0780448178883194,0,0,0,-0.0227004049114655,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.043979552715355,0,0,0.0776956230948572,0.0395475345799519,0,0,0,0,0,0,0,0,0.155782960036421,0,0,0,0,0,0,0,0,0,0.214091342345416,0,0,0,0,-0.021573935050689,0.170299988997249,0,0,0,0,0,-0.104974606167725,0,0,0,0,0.161746047566768,0,0,0,0,0,-0.00826122972052228,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.189771265183109,0,0.099597915618384,0,0,0,0,0,0.158460088185054,0.13027458595608,0,0,-0.0439535407009029,0,0.000579494580986603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139356973231936,-0.0611911827365055,0,0.028626381957799,0,0,0,0,0,0,0,0,0,0,0,-0.0123004178193963,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0.00350234900579022,0,0,0,0,0,0,0,0,0,0.177179796763898,0,0,0,-0.0519019214097619,0,0,0.0514446837912237,0,0,0,0,0,0.027557807261241,0.118969979920646,0,0,0,0,0,0,2.16840434497101e-19,0,0.0357818559158005,0,0,0.0243274152812812,0,0,0,0,0,0,0,0,0,-0.01101097470135,0,0,0,0,0,0,0
X002415.SZ,0,0.0727741906860952,0,0,0,0,0,0,0,0.161297116706191,0,0,0,0,0,0,0,0,0.125470358266594,0,0.190388904016866,0,0,0,0.202513278698344,0,0,0,0,0,0,0,0,0,-0.0210541289387208,0,0,0,0,0,0,0,0,0,0.0389103118107348,0,0,0,0,0,0,0,0.012170298055812,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0.0920413773636197,0,0,0.348291286708576,0,0,0,0,0,0,0.0783615500030489,0.144473646243683,0.0571999013877947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0498574657360267,0.0509332600547273,0.0312452763831118,0.00238968208175207,0,0,0,0,0,0,0,-0.0714607602856938,0,0,0,-1.38777878078145e-17,0,0.0859040466563205,-0.0178418417700864,0.0375879614621836,0,0,0,0,0,0
X000568.SZ,0,0.668772752835308,0.118607318705144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183224036509182,0,0,0,0,0,0,-0.053934602976796,0,0,0,0,0,0,-0.164444862828776,0,-0.0394089380567971,0,0.07722975775649,0.0725799799482846,0,-0.0413485281642563,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.004138229060597,0,0,0,0,0,0
X002475.SZ,0.183427646021301,0.207736664369066,0,0.16789331315169,0,-1.0842021724855e-19,0,0,0,0,0,0,0.121909041295709,0,0,0.0192795809303292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215942006125016,0,0,0,0,0,0,0,0,0.212355890641079,0,0,0,0,0,0.0246462617297271,-0.0189728916094546,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,4.33680868994202e-19,0,0,0,0.0362719931531397,0,0,0,0,0,0,0,0,0,0,0.0357971693814919,0,0,0,0.000396108185405282,0.170119856522681,0,0,0,0,0,0,0,0,-0.0513469374188732,0,0,0,0,0,0,0,0,0,0,0.0234744180511149,0,0,0.261960921331205,0,0,-0.0265263094301594,0.0680842504259094,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0.0150530820890006,0,0,0,0,0,0,0.118496268870813,0,0,0,0.305776047426035,0,0,0,0.107231905004506,0,0,-0.0807503792683129,0,0,0,0,0,0.0581531439389316,0,0,0,0,0,0.642001012706,-6.93889390390723e-18,0,0,0,0,0.159407754475927,0.01994422208571,0,0,0,0,0.00939219789324293,0.0963499498779188,0,0,0,0,0,0
X600031.SH,0,0.0960042938862271,0,0,0,0,0,0,0,0.080091518699544,0,0,0,0,0.0947659970767105,0,0,0,0.00958926605769143,0,0,0,0,0,-0.00667188576297635,0,0,0,0,0.158819988866951,0,0,0,0,-0.078613359278215,0,0,0,0,0,0.0463395195154597,0,0,0,0,0,0,0,0,0,0,-0.0172439764131479,0.0499535544917189,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0.0100158029760082,0,0.0567262365167226,0,0.04016860395301,0,0,0,0,0,0,0.0457277082342501,0,0,0,0,0,0,0,0,0,0,0,0.123199326972393,0,0,0,0,0,0.0569166156904559,0,0.0409453354642946,0,0,0,0,0,-0.133625534171274,0,0.00216080601835909,0,0,0,0,-0.00416700916216077,0.024422905603357,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0.0157111336249206,0,0,0,0,0,0,0,0.0843776307636628,0,0.109163442410976,0,0,0.0439086269808406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778512142708351,0,0,0,0,0.0409275812592494,0,0,0.100709447057613,0.228174899046308,0,-0.00261268910245796,0,0,0,0,0,0,0
X600741.SH,0,0,0.0249743776834094,0,0.337114760938201,0,0,0.0531589034816182,0,0.203474510775168,0,0,0.0371536251975955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173584887702778,0,0,0,0,8.67361737988404e-19,0.00629627877058371,0,0,0,-0.159536653165447,0,0,0,0,0,0,0.196594035987234,0,0,0,0,0,0.00568983520674792,0,0,0,0,0,0,0
X600809.SH,0,0.192179356232961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170494341825252,0,-0.0663220085857785,0,0,0,0,0,0.142195532135669,0,0,0.0424152785472542,0,0,0,0,0,0.118357080220973,0,0,0,0,0,0.0164063712162752,0,0,0,0,0,0,0.00731363570278185,0,0,0,0,-0.000330644845925292,0,0,0,0,0,0
X000596.SZ,0,0.043467920100834,0,0,0,0,0,0.354355046743128,0.0968911202677019,0,0,0,0,0,0,0,0.319100569229467,0,0.0139693907989352,-8.67361737988404e-19,0,0,0,0,-0.00181758408175246,0.0945706179570408,0,0,0,0,0,-0.062127875489732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0576374649774557,0,0,0,0,0.0271020462587157,0.02348821398944,0,0,0,0,0,0
X000661.SZ,0.0529708861519004,0,0.364506120905347,0,0,0.129226818684398,0,0,0,0,0,0,0,0,0,0,0,0.0263758190655891,0,0,0,0,0,0.320383240895826,-0.0409947992525786,0,0,-1.73472347597681e-18,0,0,0,0,0,0,-0.091793997819047,0.0376378388372921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0213944867817301,0,0,0,0,0,0,0
X600183.SH,0,0,0,1.73472347597681e-18,0,0,-0.106368644529679,0,0,0,0,0.0746795425394764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.123718091209905,0,0.122840343507945,0,0.195018592868539,0.0197421160680882,-1.73472347597681e-18,0,0,0,0.224166460155048,0,0,0,0.175744201125309,0.118225305392821,0,0,0,0,0.00126180396446218,0,0,0,0,0,0,0
X002236.SZ,0,0,0,0,0,0.415702346818858,0,0,0,0.114714797267441,0,0.101077125069604,0,0,0,0,0.0698608168215515,0,0,-0.0182485064839174,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00812360375301867,0,0.151774130215599,0,0,0,0,0.0291385347253405,0.107692000721815,0,0,-0.0263741293516892,0.0523430268514452,0,0,0,0,0,-0.00129048270523052,0.0253952390280791,0,0,0,0,0,0
X300003.SZ,0,0,0,0,0,0,0,0,0,0.140514513758037,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30750808782801,0.0289204057494805,0,0,0.0582649377772271,0,0.0810606269479752,0,0.141089147310741,0,0.0678201308380489,0.104145461274851,0.135090215367188,0,0,0,0,0,0,0,0,0.0549522512393626,-0.0559161223764807,0,0,0,0,0,-0.0165776362468682,0.000150225515543605,0,0,0,0,0,0
X601877.SH,0,0,0.109491895367234,0,0,0.0413493226544779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0734279619244005,0.0391847726482939,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0.157950087435839,0,-0.0178553094034437,0.0438172367729443,0,0,0,0,0,-0.163931926356659,0,0,0,0.022721546779903,0,0,0,0,0,0,0
X002007.SZ,0,0,0,0,0,0,-0.202396942686257,0,0.0807414816958913,0,0.111411279891295,-0.0415877651621701,0,0,0,-0.0696685222493116,0,0,0.278418412335173,0,0.0691331035816115,0,0,0,-0.0288087734081936,0,0,0,0.16758627509115,0,0,0.150124100671072,-0.070146685527368,0,0,0.171862642412276,0,0,0,0,0.0460540762469907,0,0,0,0,0,0,0,0,0,0,-0.00443578171716859,-0.00978477323815286,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0.198794226502409,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0449627808745588,0.194927656013376,0,0,0,0,0.238951217217746,0,0,0,0,0,0,0,0.160038522781171,0.221204192039812,0,0.13726825443339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0138488191691359,0,0,0,-0.0163187668045049,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.22014790883638,0,0,0,0,0.0142682137999453,0,0,0.0302412770656782,-0.0303237240334228,0,0,0,0,0.435088585722036,0,0,0,0,0,0,-0.0177656069816759,0,0,0.105310093150851,0,0,0,0,0,0,0,0,0.0947289833906536,0,0,0.061710032121494,0.416732132337453,0,0.0417242533923945,0,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0.0743387042037618,0,0,0,0,0,0,0,0,0.201027262051004,0,0,0,0,0,0.0678185035923553,0,0,0,0.0444372115761259,0.164380824396196,0,0,0.00435988270309327,0,0,0,0,0.0983619141101832,0,0,0,0,0,0,0.0348618227780588,0,0,0,0,0,0,0.0325716200097394,0,0,0,-0.00355941931351884,0.031067834610079,0,0,0,0,0,0
X002179.SZ,0,0,0,0,0,0,0,0,0,0,0,-0.217119936248416,0.208026503010737,0,0.149020048939815,0,-0.0256402459170157,0,0,0.130569276029812,0,0.00735920512256151,0,0,0,0,0,0,0,0,0,0,0,0,-0.192200583818022,0,0,0,0.192794284510854,0,0,0,0,0,0.0498771706453069,-0.0999591709412374,0.0813840544352087,0.241661970064477,0,0,0,-0.00837876251460853,0.015340353498524,0,0,0,0,0,0
X300142.SZ,0,0,0,0,0,0,0,0,0,0,0,-0.366978570947456,0,0,0.125377451103909,0,0,0,0.0856427359477598,0,0,0.00227082668992297,0,0.116092082090396,0,0,0.01837355770198,0,0,0.0775453204160274,0,0.0563367769307364,0,0.0234093502698623,0.145988747149091,0,0,0,0.0156397589408473,0,0,-0.111947584231254,0,0,0,0.358594976658495,0,0,0,0,0,-0.00841435205546517,0,0,0,0,0,0,0
X000157.SZ,0,-0.0183233601708718,0,0,0,0,0,0,0,0,-0.170888311507262,0.0325498676942123,0.529340265376252,0,0,0,0,0,0,-0.123127495758812,0,0,0.0908658570140906,0,0.0835068779347294,0,0,0,0,0,0,-0.165797605782741,0,0,0.0565108689283887,0,0,0,0,0,0,0,0,0,0,0,0.078826075663731,0,0,0,0,-0.0636010811180606,0.0602192305648675,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0,0,0,0.0219457806349216,0,0.0224354164317125,0,0,0,0,0,0,1.73472347597681e-18,0.0587522586633348,0,0,0.0581120893953557,0.0733063365070344,0,0,0,0,0,0,0,0,0,0,0,0,0.163033600347515,0,0.189058205127788,0,0.0699993808223296,0,0,0,0,0,0.107518642836394,0.0788983537862369,0,5.42101086242752e-20,0.0174377945312165,0,0,0,0.0457443028990536,0,0
X000625.SZ,0,0,0,0,0,0.109072973324343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0966582437002616,0,0,0,0.201517805096906,0,0,0,0,0.0113187585870662,0.135141192912835,0,0,0.215062121406001,0,0,0,0,-0.140414576176282,0,0,0,0,0,0,0,0,0.0119866182734856,-0.0241835032166235,0,0,0,0,0,0
