,X600519.SH,X600104.SH,X000651.SZ,X002415.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600741.SH,X600703.SH,X600031.SH,X000568.SZ,X600066.SH,X002475.SZ,X000338.SZ,X002241.SZ,X600271.SH,X002236.SZ,X002456.SZ,X600118.SH,X002085.SZ,X600177.SH,X002292.SZ,X000157.SZ,X600372.SH,X300124.SZ,X002007.SZ,X600867.SH,X300003.SZ,X000559.SZ,X002426.SZ,X002294.SZ,X600089.SH,X002180.SZ,X002506.SZ,X600522.SH,X601877.SH,X002074.SZ,X000623.SZ,X002508.SZ,X000981.SZ,X600498.SH,X300136.SZ,X000050.SZ,X000869.SZ,X000550.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.274218368724524,0,0,0,0,0.00229789479272206,0.0939142390491091,0,0,0,0.0606833597259255,0,0,0,0.0737296896459018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0258787638574012,0,0,0.0115470898530455,0.0532707734150079,0,0,0,0,-4.33680868994202e-19,0.0303342220489199,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0.133612573510124,0,0.181573540876254,-0.0209630069558105,0,0.0654503171524521,0,0.0168811496806286,-0.0108163563478524,0.0324118875428641,0,0.0381059778556812,0.176546049201167,0,0,0,0,0,0,0,-0.164724674204019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028898371829225,-0.156959089323899,0,0,0.0649432504433485,0,0.0184256416018361,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.0260304615289881,0,0.254583028417014,0.417294982441372,0,0,0,0,0,0,0,0,0,0,-0.0907782758415768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0298600227112601,0,0,0,0,0.208582842239831,0,0.1177826403213,0.0195059623680918,0,0,0,0,0,0.0353299496269441,0.186426267672845,0,0,0,-0.213037704946968,0,0
X002415.SZ,0,0,0,0,0,0,0,-0.00263978200179069,0,0,0,0,0,0,0,0,0,0.0813122283116175,0,0,0,0,0,0,0,0,0.0370315122044326,0,0,0.0545091965579571,0,0,0,0.0607971894732569,0,0,0,0,0,0,0,0.0619524624023323,0.469210349852827,0,0,-0.00238610360494248,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.0160006548410022,0,0,0,0,0,0.0849216487300439,0.443115825124833,0,0,0,0,0,0,0.045696355851757,0,0.0256727140495189,0,0,0,0,0,0.0521986399167856,0,0,0,0,0,0,0,0,0,0,0.136327964490889,0,0,0,0,0,0,0.0916986895473893,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119812786582247,0,0,0,0,0,0,0.0453181845494921,0,0,0,0,0,0,0,0,0,0,0,0,0.149564943299659,0.114142545702755,0,0,0,0.138461537221373,0.0487313410378061,0,0,0,0,0,0,0,-0.110588803658423,0,-0.00696385443382029,-0.0232651576631352,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.236895003632999,0,0,0,0,0,0,0,0,0,0,0,0,0.0427537143432533,0,0,0,0,0,0,0,0,0,0,0,0.0481494855988517,0,0,0.0398697076528091,0.0567577998098963,0,0,0,0,0,0,0,0,0,0.0268408510705354,0,0.03805311167027,0,0.11023331498643,0,0,-0.01548077553602,0,0,0,0,0,0,0
X000725.SZ,0.0194288564786756,0,0.117984718692904,0,0,0,0,0,0,0,0,0,0,0.0316107635119442,0,0,0,0,0.0781780842049764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0676745933742494,0.0372976815774583,0,0.310359274165957,0,0.0336953481741925,0,0,0,0.12917749907379,0,-0.00527453910748798,0,0,0,0,0,0
X000625.SZ,0,0,0.0954265265290127,0,0.067620776461376,-0.0224468571557931,0,0,0,0,0,0.143804185455652,0,0,0,0,0,0,0,0,0,-0.00299518646671786,0,0,0,0,0.0906021562030085,0,0,0.0369270429012131,0,0,0,0,-0.117205841019013,0,0,0,0,0.0490166075520167,0.0378013693302048,0,0,0,0,0,0,0.147223046507808,0,0,0.0488291145909659,0,0.0670790857248536,0,0,0,0,0
X000063.SZ,0,0.050149110032294,0.0534960141352714,0,0,0,0,0,0,0,0,0,0,0.0409338099441122,0,0,0,0.211332756036602,0,0,0,0,0,0,0,0,0,0,0,0,0.288070066583898,0,0,0.0215462020800135,0,0,0,0,0.00432682691910403,0,0,0.256839014869623,0,-0.0244704762617809,0,0,0,0,0,0,-0.00136113472994863,0.00310251813113725,0,0,0,-0.266136811754321,0,0
X600690.SH,0,0,2.73617514765091e-05,0,0.211722570110853,0,0,0,0,0.0748462186884485,0,0,0,0.130993944164744,0,0,0,0,0.0992788066142613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.0293367739947388,0.0565096300221867,0,5.42101086242752e-20,0,0,0,0,0,0,-0.0360864933386547,0,0.0917912537287923,0.011978647900643,0,0,0,0,0,0
X600741.SH,0,0.0721627544409262,0,0.0688533137075431,0,0,0,-0.0553138223280516,0.127560893659255,0,0,0,0,0,0,0.0437641105259466,0.016780322119126,0,0,0,0,0,0,0.0507092572416521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0227249867138624,0,0,0.0803291239063435,0,0,0.149346303546579,0.00606465211909493,0,0.0126774460385318,-0.0145719949265605,0,0,0,0,0,0
X600703.SH,0,0,0,0.0601503197878675,0,0,0,0,0.511962438420178,0,0,0,0,0.144793796739505,0,0,0,0,-0.0651064985879554,0,0,0,0,-0.0352061215578808,0,0,0,0,0,0,0,0,0,0,0,0,-0.0207950486999763,0,0,0,0,0,0,-0.0615354342761771,0.010996686627032,0,0,0,0,0,0.00120594754023253,0.0193026651580582,0,0,0,0,0,0
