,X600519.SH,X600104.SH,X002415.SZ,X000725.SZ,X000651.SZ,X600276.SH,X000858.SZ,X002304.SZ,X000063.SZ,X000625.SZ,X600690.SH,X600703.SH,X600118.SH,X000559.SZ,X600031.SH,X600271.SH,X000100.SZ,X600066.SH,X600372.SH,X000157.SZ,X600741.SH,X002475.SZ,X002236.SZ,X002241.SZ,X600089.SH,X002292.SZ,X300124.SZ,X000338.SZ,X002465.SZ,X300003.SZ,X000568.SZ,X600839.SH,X600177.SH,X002129.SZ,X002294.SZ,X002074.SZ,X600867.SH,X002506.SZ,X000547.SZ,X000977.SZ,X000800.SZ,X002008.SZ,X002276.SZ,X000869.SZ,X600498.SH,X300001.SZ,X600582.SH,X300146.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0768317203685345,0,0,0,0.180725271006937,0,0.324469095574015,0,0,0,0,0,0,0,0,0,0.0552878765532759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0418428279431619,0.0599621116069528,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.174850938039807,0,0.27943927518191,0.107103153471152,0.0968379424765013,0,0,0,0,0,0,0.0111584687534672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0402379212320316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0200823642102735,-0.0108931685094571,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,-0.0519649533471695,0,0,0,0,0,0,0,0,-0.188244757659312,0,0,0,0,0,0,0.0222780181387888,0,0.251130420715792,0,0.111239388045138,0,0,0,0,0,0,0,0,0,0,0,0.0696240687655333,-1.0842021724855e-19,0.0363739640538747,0,0,0,0,0,0,0,0.152429978167108,0,0.0397793024239679,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0147237860853549,0,0.125863260377934,0.0966458666492127,0,0.222160062375406,0,0,0,0,0.137793225687114,0,0,0,0,0,0,0,0,0,0.00916410358710577,0,0,0,0,0,0.000466116889095315,0,0.0103117694693211,0,0,0,0,0,0,0.0440087476557598,0.105231411637854,0,-0.0219925495473932,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.0153560783273592,0,0,0,0,0,0,0,0,0,0.279852934744495,0,0,0,0,0.131873913009339,0,0,0,0.0085604402260288,0,0,0,0,0.152498631490258,0,0,4.33680868994202e-19,0,0,0,0.0230115686023427,0,0,0,0,0,0,0.03528411854637,0,0.174682322196824,0,0,-0.0101549063770791,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0.137844226417817,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0.0545745874224721,0,0,0,0,0,0,0,0,0,0,0,0.249332293349275,0,0,0,0,0,0,0,0,0,0.027985518964833,0,0.057546180753586,0.12381586239037,0,-0.0157982003050297,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0.0476276783170955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0437551439841423,0.0601157091216384,0,0.266591272102525,0,0,0,0,0,0,0,0,0.0683786974104905,0.36533604896704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0167456316939974,0,0,0,0.0003822198781496,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0469872251943082,0.156561216703086,0.167948363510224,0,0,0,0,0,0,0.0472508226287894,0,0,0.0326755593743649,0.220564238129951,0,0,0,0,0,0.0633044719753581,0,0,0,0,0,0,0,0,0.0836551177476716,0,0,0,0,0,0,0,0.0300790028623521,0,-0.000985504258991114,0,0,0,0,0,0,0
X000625.SZ,0,0.195557352131798,0,0,0,0,0,0.0358019397142574,0,0,0,0,0,0,0,0,0,0,0.0516102637560423,0,0.0223559334588036,0.199886739386865,0,0,0,0,0,0.0693197188867808,0,0,0,0,0,0.0648733996793766,0,0,0,0,0,0,0.174573329450801,0,0,0,0,0,0,0,0,0.0078173996836964,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0.11342645053401,0,0.0672548929760634,0,0,0.0694808540747401,0,0.00437976442437237,0,0.39127358046899,0,0,0,0,0,0.128131296517575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00766091534827454,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0662072913923158,0,0,0,0,0,0.129329272097252,0,0,0,0.141236642436168,0,0,0,0,0.0747131554867033,0,0,0,0.0615369517170089,0,0,0,0,0.0755979933781332,0,0.12444221117278,0,0,0,0,0,0,-1.38777878078145e-17,0,-0.0446056124799872,0,0,0,0,0,0,0
X600118.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263832224768332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.42101086242752e-20,0.528961903706291,0.0360264713631532,0,0,0,0,0,0.164773079002679,0,0,0,-0.0105736286208827,0,0,0,0,0,0,0
