,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X600809.SH,X000568.SZ,X002304.SZ,X000651.SZ,X002475.SZ,X600104.SH,X600690.SH,X600031.SH,X000725.SZ,X300014.SZ,X300124.SZ,X000661.SZ,X000063.SZ,X000338.SZ,X002241.SZ,X600703.SH,X003816.SZ,X000625.SZ,X002371.SZ,X000596.SZ,X000100.SZ,X002129.SZ,X300142.SZ,X002049.SZ,X000799.SZ,X002179.SZ,X600741.SH,X000157.SZ,X600702.SH,X600460.SH,X002007.SZ,X002414.SZ,X002236.SZ,X601877.SH,X600779.SH,X601799.SH,X600584.SH,X300146.SZ,X300003.SZ,X600183.SH,X000800.SZ,X002074.SZ,X000066.SZ,X002508.SZ,X000977.SZ,X002008.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0.126041277477431,0,0,0.113823208922393,0,0,0,0,0,-0.0243149831906142,0,0,0,0,0,0,0,0,0,0,0.0559606975053723,0,0,0,0,0,0,0,-0.0015340229100927,0,0,0,0,0.0999773654033289,0,0,0,0,0,0,0,0.0349056822396019,-0.100145670004083,0,0,0,0,0.00461956175624213,0,0,0,0,0,0
X000858.SZ,0,0,0,0.188588478648425,0,0.384707351702874,0,0,0,0,0,0,0,0.0201986094227851,0,0,0,0,0,0,0,0,0.0183871603371979,0,0,0,0,0,0.105987346271923,0.0785471293764013,0,0,-0.0435877047231312,-0.0450181952338923,0,0,0,0,0,0,0,0.0487722948662222,0,0,0,0.0849219616922568,0,0,0,0,0,0,0,0,0,0,-0.0131413790322121,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.123755536101597,0,0,0,0.0197785571457741,0,0,0,0,0,0,0.154956985952001,0,0,0.0146225759511958,0,0.0323015349330179,0.0294145727290131,0.0339747592308634,0,0,0,0,0.102414530371042,0,0,0,0,0,0,0,0,0,0,0,0,0.0145062017765836,0,0,0,0,-0.0402340154834387,0,0,0,0,0.0012741152877567,0,0
X600276.SH,0,0,0,0,0,0,0.100257158313004,0,0.0337953535678399,0,0,0,-0.0958205638350484,-0.0201894981291176,0,0,0.0843003460233964,0,0,0,0,0,0,0,0,0,0.0298156348556508,0.0404112100022193,0,0,0,0,0,0.0325854173355016,0,0,0.0902883509170725,0.0688830567167218,0,0,0,0,0,0,0,0,0,-0.00807551133301324,0,0,0,0.144946772578975,0,0,0,0,0.0238127198192879,0,0
X600809.SH,0,0,0,0,0,0.144494945374952,0.0401446415264729,0,0,0,0,0,-0.11481388956253,0,0.214751025663219,0,0,0,0,0,0,0,0,0,0,0,0,0,0.378704971661479,0,-0.0125595427500985,0,0.0595350498762104,0,0,0,0,0,0.0314181677712154,0,0.0250947287773083,0,0,0,0,0.158314812079184,0,0,0,0,0,0,0.0159839726215602,0,0,0,0.0319755513176134,0,0
X000568.SZ,0,0.285048502505898,0,0,0,0,0.200360227659127,0,0,-0.0538423472108896,0,0,0,0,0,0,0,0,0,0,0,-0.0119421246878751,0,0.162942632768674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130549662193996,0.0669545998391714,0,0,0,0,0,0,0,0,0,-0.0393332619799813,0,0,0,0,0.00480916270696726,0,0
X002304.SZ,0,0,0,0,0,0.134306014997332,0,0,0,0,0,0,0,-0.098971537682398,0,0.0381209424533983,0,0,0,0.541741100190527,0,0,0,0.0105266995784467,-0.028767775492893,0,0.0438439966232721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.257713804229894,0,0,0,0,0,0,0,0,0,-0.153841288984305,0.142731438973416,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0.23643799383701,0,0,0,0,0.0813955894186382,0.165606466344587,0,0,0,0,0.0582778166532612,0.0726201390943981,0,0,0,-0.0750354723164428,0.0327775675945929,0,0,0,0,0.036596932521785,0,0,0,0,0,0,-0.0280769691446051,0,0,0,0,0,0,0,0,0,0,0,0,0.0890661256910819,0,0,0,-0.0243799922259573,0,0
X002475.SZ,0,0,0,0,0,0,-0.0415189718342282,0,0,0.0448856813582517,0,0,0,0.113547141102933,0.0110031660832047,0,0,0,0.0806924327579879,0.378216437420112,0,-0.0616484762188535,0,0,0.103574627130463,0.0641920659534732,0,0,0,0,0,0,0,0,0,0,0,0,0.0172339779242935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0539308879593155,0,0
X600104.SH,0,0,0,0,0,0,0,0,0.101246061022306,0,0,0,0,0.0066656132921491,0.0861104344789069,0,0,0,0,0,0,0.0451657782196927,0,-0.105253354424601,0.0127368214489762,0,0,0,-0.0424262474067855,0,0,0,0.10402394610872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0159308011650209,0.0620177420959748,0,0,0,0,0,0
