,X600519.SH,X600104.SH,X000651.SZ,X002415.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600741.SH,X600031.SH,X000568.SZ,X002475.SZ,X600066.SH,X000100.SZ,X002241.SZ,X000338.SZ,X002456.SZ,X002236.SZ,X600118.SH,X600271.SH,X002085.SZ,X600177.SH,X000157.SZ,X002007.SZ,X600372.SH,X300124.SZ,X300003.SZ,X002294.SZ,X000559.SZ,X600867.SH,X002292.SZ,X600089.SH,X002180.SZ,X002426.SZ,X002506.SZ,X600522.SH,X002508.SZ,X002074.SZ,X000623.SZ,X300136.SZ,X601877.SH,X600498.SH,X000536.SZ,X000981.SZ,X600566.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.00973880818776749,0.0189929365889147,0,0.384490936320443,0,0,0.0731506468758552,0,0,0.0769763115736965,0,0,0.0188325459502851,0,0,0,0,0.031055648711592,0,0.0550535076503038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0358963880858229,0.0144618149013207,0,0,0,0,0,0,0,0.0025489707387951,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0.164802644637557,0,0,0,0,0,0.726306581930745,0,0,0,0,0,0,0,0.178171109234612,0,0,0,-0.0598352952805282,0,0,0,0,-0.137717203917943,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,-0.00767842094054214,-0.114866748450285,0,0.0115955208889906,0,0,0,-0.0543548119175426,0,-0.00114545562255488,0.272166868712799,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0.778801213082477,0.152147152698778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.306306770277755,0,0,0,0,0,0.374395279467524,-0.0594726947087569,0,3.46944695195361e-18,-0.0627354368609988,0,-0.123671886320521,-0.221768370486008,0,0.0126145484245908,0,0,0,0,0,0
X002415.SZ,0,0,0.0869421747223312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0540157334152959,0.0107363388736323,0,0,0,0.0463325297341562,0,0,0,0,0,0,0,0,0,0,0,0,0.0193822941402161,0,0,0.347880417283216,0,0.0618380032897822,0,0,0,0,0,-0.022545605403197,0,0,0.00337880717167661,0,0,0,0,0,0
X000858.SZ,0.0233476162339818,0,0,0,0,0,0,0,0.172832961063074,0,0.102032301195079,0.0702607444052961,0,0.0214437282006095,0.430727671095777,0,0,0,0,0,0.0459876139162408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0330499314487205,0,0,0,0,0,0,-0.0130443588976722,0.0178020335964871,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0.0707700863137363,0,0,-0.0601455201986449,0.0497392940220645,0,0,0,-0.0547531431372451,0,0,0,0.140097222440068,0,0,0,-0.0304250882112752,0,0,0.0467884812843416,0,0.0593956070889575,0,0,-0.112259846793035,0,0,0,0,0,0,0,0,0.0755764439480981,0,0,-0.0720907943673325,0.120682794273143,0.0728141908955486,0,0.0260325553621263,-0.00238928718366548,0.129373379180508,0,0,0,0,0
X002304.SZ,0,0.268605071230676,0,0,0,0,0,0,0,0,0,0,0.155561658408426,0,0.027396048575483,0,0,0,0.0452370228385819,0.0394341065252404,0,0,0,0,0.0330680976328395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0.0663295010354629,-0.023730245770883,0,0.00720556161696018,0,0,0,0,0,0
X000725.SZ,0,0,0.126941030584675,0,0,0,0,0,0,0.0448774749991822,0,0,0,0,0,0,0,0,0.0691115752950858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0990904795449131,0,0,0.0395428833340258,0.0151776890848438,0.0344001733940267,0,0,0,0.312087122031735,0,0.0358498089872079,-0.00713429925429923,0,0.0136774231839532,0,0,0,0,0
X000625.SZ,0,0.117762546859141,0.14853026827474,0,0.235882987563573,0,0,0,0,0,0,-0.0598883130917632,0.144563487516132,1.35525271560688e-20,0,0,0,0,0,0,-0.0195050848207721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0469281270608969,0,0,0,0,0,0.0161485931603908,0,0,0,0.0832052127472444,0,0.0311104478283981,-0.037625960532648,0,0,0,0,0,0
X000063.SZ,0,0.0687305617415732,0.125892351241734,0,0,0,0,0,0,0,0,0,0,0.0193402066717513,0,0,0,0,0,0.312598268193032,0.0508153326618146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152720640350425,-0.0758837662056989,0,0,0,0,0.0138025892133401,0,0,0,0,0,0,0,0,0
