,X600519.SH,X600104.SH,X002415.SZ,X000725.SZ,X000858.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000063.SZ,X000625.SZ,X600690.SH,X600271.SH,X600031.SH,X600703.SH,X000100.SZ,X000559.SZ,X600066.SH,X600118.SH,X002236.SZ,X000157.SZ,X002292.SZ,X002475.SZ,X600372.SH,X600741.SH,X600089.SH,X000338.SZ,X002241.SZ,X000568.SZ,X300124.SZ,X600177.SH,X600839.SH,X002465.SZ,X002294.SZ,X600867.SH,X002074.SZ,X002085.SZ,X000869.SZ,X000977.SZ,X300003.SZ,X000800.SZ,X600525.SH,X002129.SZ,X600582.SH,X600498.SH,X000550.SZ,X000581.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.13707824854291,0,0,0,0,0.0889957215784303,0,0,0,0,0,0,0,0,0,0.262265829561753,0,0,0,0,0,0,0,0.155840721466303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0263633212924354,0,0,0.0112514823148338,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,-0.088681377884715,0,0.0672276586310921,0,0,0,0,0,0,0,0,0.564453607014514,-0.0185686020863293,0,0,0,0.248725840250308,0,0,0,0,0.00135993980107923,0,0,0,0,0,0,0,0,0.0818389170046627,0,0,0,0,-0.137902866410039,0,0,0,0,0.0549450312589048,0,0,0.0161595881992129,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-0.0779943884362336,0,0,0.012341010461778,0,0,0,0,0.0452928376414977,0,0,0,-0.0365731057015438,0.306448859632635,0.119779502565724,0,0,0,0.0174537399329606,0,0,0,0.152573895848513,-0.102223905096671,0,0,-0.0463360260329884,0,0,0,0,0.0484410161514594,0,0,0,-8.67361737988404e-19,-0.065495145951278,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17432712855578,0,0.161692645857314,0,0,0.0447964281690474,0.180809739989489,0,0.00899357010030144,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0.0320714505149129,0,0,0,0,0,0,0,0,0,0.114793387729754,0,-0.0293396297299028,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.0542146310072037,0.16048565608782,0.206602920432277,0,0,0,-0.0359522617163191,0,0,0,0,0,0,-0.116792220905839,0,0,0,0,0.194076693740451,0,0,0,0.0386681755630113,0,0,0,0,0,0,-0.0822003584594202,0,0,0,0,0.052798169968891,0,0,0,0,0,0,0,-0.060292196103356,-0.0563729191300128,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.252861583204797,-6.93889390390723e-18,0,0,0,0,0,0,0,0,-0.0263942969404247,0,0,0.293390479289481,0,0,0.061015973572471,0,0,0,0.00517830571913125,0.100071545172326,0,0,0,0.0506638689670162,0,0,0,0,0,0,0,-0.0386764312497572,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.209034102185291,0,0,0,0,0,0,0.00219919404343459,0,0,0,0.113166394533902,0.0930439255622725,0,0,0,0,0,0.195257785761076,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0357768545430006,0,0,0,0.126431217280189,0,0,0,-0.0242100004937711,0.00236965775604732,0,0,0,0,0
X002304.SZ,0,0.333748553759813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180078561614334,0,0,0,0,0,0,0,0.325206039183526,-0.125686197089216,0,0,0,0,0,0,0,0,-0.0140299151354254,-0.0579004221506953,0.0354905684173067,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200138556258453,0.0808886222362827,0.0445444264291495,0,0,0.104211873764522,0,0,0,0.313488074357294,0,0,0,0,0,0,0.10509904569711,0,0.0112142852278867,0.0192591357943357,0.0358210126509723,0,0,0,0,0,0,0,0,0,0.0609126591731493,0,-0.0110215016463112,-0.0330929043079518,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0.0391303387597221,0,0,0.127709554710637,0,0,0,0,0.116487461081229,0,0,0.0566532836787754,0.184906647545016,0,0.0574213688197425,0,0.171116980050699,0,0.0138730945002924,0,0,0,0,0,0,0,0,0,0.0130017521650329,0,0,0,0,0,0,0,0.0183185180648913,0,0,0,0,0,0,0
