,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X000568.SZ,X002304.SZ,X002475.SZ,X600690.SH,X000651.SZ,X600104.SH,X600031.SH,X000725.SZ,X300014.SZ,X002371.SZ,X300124.SZ,X003816.SZ,X000063.SZ,X600703.SH,X000338.SZ,X002241.SZ,X002129.SZ,X000625.SZ,X000596.SZ,X002049.SZ,X000661.SZ,X601877.SH,X300142.SZ,X000100.SZ,X002179.SZ,X000799.SZ,X600089.SH,X600460.SH,X600741.SH,X600702.SH,X000157.SZ,X002236.SZ,X600779.SH,X002074.SZ,X600584.SH,X002414.SZ,X600884.SH,X601799.SH,X002007.SZ,X600183.SH,X000800.SZ,X000733.SZ,X300003.SZ,X000977.SZ,X300146.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.455823424049115,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0255214817986062,0,0.0141915953078874,0,0,0,0,0,0,0,0.0313543355064946,0.0301386466691045,0.0104621906578008,0,0,0,0,0,0,0.0144805997936,0,0,0,0,0,0,-0.0195365159568453,0,0,0,0,0,0,0.0102507654425328,0.0359413870854543,0,0,0,0,0,0,0.0473662336028396,0,0
X000858.SZ,0,0,0,0,0.115401039578645,0.30466464455691,0,0,0,0,0,0,0,0.0517811075653391,0,0,0,0,0,0,-0.0272571160090977,0,0,0,0,0.00793669823512083,0,0,0,-0.0508519951876249,0,0,-0.0507608596055472,0,0.0712946305999103,0,0.086106545235853,0.225134630606168,0,0,-0.0199958357738085,0,0,0,0,0,0,0,0,0,0,-0.0173763450890867,0,0,0,0,0.0168644931200903,0,0
X002415.SZ,0,0.0781718903155112,0,0,0,0,0,0,0.114090679903784,0,0,0,0,0,0,0,0,0,0.039942795412927,0,0,0.125583144040315,0,0,0,0,0,0.0413856305010922,0,0,0,0,0,0,0,0,0,0.092907866534932,0,0,0,0.13319358724766,0,0,0,0,0,0,-0.00386594759742159,0,0,0.0179500099889098,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0.207550191699641,0,0,0,0,0,0,0,0,0,0,0,0.00697142196375105,0,0,0,0,0,0,0,-0.0708726440198993,-0.000772912361157728,0,0,0.512883108104531,0,0,0,0.158002354303851,0,0,0.00758132546919752,0,0,0,0,0,0,0,0,0.0583977138344669,0,0,0,0,0,0,0,0,0,0.0130062689363513,0,0
X600276.SH,0,0.182549229101865,0,0,0,0,0,0,0.0076681388913602,0,0,0,0,0.059451606396471,0.00787321406938289,0.0515930035268493,0,0,0,0,0,0,0,0,-0.214217619808588,0.202535745777092,0.169629548946532,0,0,0,0.159018455329695,0,0,0,-0.0244809080315911,0,0,0,0,0,0,0,0,0,0,0,0,0.207773278089219,0,0,0,-1.73472347597681e-18,0,0,0,0,0.0955357536053092,0,0
X000568.SZ,0,0.585990118934611,0,0.0574191790517248,0,0,0,0,0,0,0,0,0,0,0,0.0225214208753162,0,0,0,0,0,0,0,0.0468496046320336,0,0,-0.0537424865534927,0,0,0,0.0552383889411556,0,0,0,0.0126164546225858,0,0,0.0487582639512706,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.110919394875308,0,0,0,0,0,0,0,0,0,0,0,0,-0.123462757291024,0,0,0,0,0,0,0.197908634407347,-0.12874153612521,0,0,0,0,0,0.12060501296885,0,-0.0297319998976291,0,0,0.0151719777464995,0,0.0541105649057952,0,0,0,-0.00142122952391343,0,0,0,0,0,0,0,0,0,-0.00840341373127555,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0704973575530735,0,0,0.0635904376344401,0.026433699514667,0,0.20026271027996,0,0,0,0.0453050603919957,0,-0.148160737232216,0,0,0,0,-0.229045779123931,0.13220842949782,0,0,0,0,0,0,0.0566792746780785,0,0.13247375370604,0,0,0,0,0,0,0,0,0,0.0109459274326928,0,0,0,0,0,0,0
X600690.SH,0,0,0.0831114502039746,0,0.179815337699924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0139600256944253,0,0,0,0.0234947998203786,0,0,0,0.0408542250331159,0,0.10738634400051,0,0,0,0,0,0,0,0,0,0,0,0,0.0091027153721463,0,-0.0150018468253956,0,0,0,-0.0844069775867195,0,0
X000651.SZ,0,0,0,0.0417971424968291,0,0,0,0,0,0,0,0.0890872193143174,0,0,0,0,0,0,0,0,0,0,0,-0.0411218076281614,0,0.00800138072292584,0,0,0,0,0,0,0,0,0,0.0318569074902029,0,0,0,0,0,0,0,0.0637775224513574,0,0,0,0,0,0,0,0,0.0239802741593188,0,0,0,0.0183873982996588,0,0
