,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X600690.SH,X002304.SZ,X002475.SZ,X600276.SH,X000651.SZ,X600104.SH,X300014.SZ,X002371.SZ,X300124.SZ,X002129.SZ,X000596.SZ,X003816.SZ,X000625.SZ,X002049.SZ,X000725.SZ,X600031.SH,X000063.SZ,X002179.SZ,X002241.SZ,X000338.SZ,X600089.SH,X600522.SH,X600703.SH,X000661.SZ,X002180.SZ,X000733.SZ,X300142.SZ,X601877.SH,X002074.SZ,X600741.SH,X000100.SZ,X600884.SH,X000157.SZ,X600460.SH,X600702.SH,X600487.SH,X601799.SH,X000799.SZ,X002236.SZ,X600584.SH,X002414.SZ,X600563.SH,X300003.SZ,X600372.SH,X002176.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0684789529274628,0.0504725095338584,0.181919885887676,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0919988804341602,-0.0390378283264385,0,0,0.0298974434043589,0,0,0,0,0,0,0.103293106217941,-0.028207071490317,0,0.0170719258694992,0,0,0,0,-0.0450583373527019,0,0,0,0.00117829583763231,0.00844744201770182,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.0058727487442416,0.200197150714154,0,0,0,0,-0.0443740660118377,0.0229486015018732,0,0,0.0585227131961889,0,0,0.0255773368607026,0,0.039326909995924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.269034603130222,0,-2.16840434497101e-19,0.0350361453742513,0,0,0,0,0,0,0,0,0,0.0195782882698293,0,0,0,0,0,0
X600809.SH,0,0,0,0.196008827385022,0,0,0,0,0,0,0,0,0,-0.0423931192985005,0,0.105685603219903,0,-0.0300072091431517,-0.00901239581921108,0,0,0,0,0,0,0,0,0,0.209285314574225,0,0,0,0,0,0,0,0,0,0,0,0,-0.119900880487474,0,0,0,0,0,0,0,0,0.322595769827289,-0.0278428108436007,-0.0324882255867901,0,0,0,0,0,0
X000568.SZ,0,0,0.153689152494889,0,0,0.00851700552659825,0,0,0,0,0,0,0,0,0,0.0517216149565058,0,0,0,0,0.0089588934928029,0,0,0,0,0,0,0,0,-0.00756689619441855,0,0,0,0,0,0,0,0,0,0.246476770149761,0,0,0.19961131667488,0,0,0,0,0,0,0,0,-0.0285531460645979,0,0,0,0,0,0,0
X002415.SZ,0,0.124983145571815,0,0,0,0,0,-0.0731540106075324,0,0,0,-0.112706515826627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.145863878457675,0,0.114021042631881,0.0605135650270657,0,0,0,0.165853465038997,0,0,0,0,0,0,0.554308853549859,0.250109614425226,0,-0.0629272975860322,0,0,0,0,0,0,0,0,0,-0.00970323472896207,0,0
X600690.SH,0,0,0,0.0575062626773285,0,0,0,0,0,0.0917852594759992,0,-0.0209371340651449,0,0,0,0,0,-0.0064873197412268,0,0,0,0,0,0,0,0.129754200715178,0,0,0,0,0,0,-0.132630978145468,0,0,0,0,0,0,0,0,0.0190214249175903,0,0,0,0,0,0.207670243653788,0,0,0,0,-0.00354300638353884,0,0,0,0,0,0
X002304.SZ,0,0.184082337039596,0,0,0,0,0,0.0266963685304821,0,0,0,0,0,0.0615362334727956,0,0,0,0,0,0,0,0,0,0,0,0,-0.0483493592123167,0,0.0250210591317313,0.103256516226906,0,0,0,0.0432406086293771,0,0,0,0,0,0.141575613348184,-0.00371581216674276,0,0,0,0,-0.131366321504734,0,0,0,0.0320250244401986,0,0,0.0306808439133319,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0150140199412371,0.04385097778794,0.451803272639674,0,0,0,0.0255890541947695,0,0,0,0,0,0.0347371179305845,0,-0.0453684679231313,0,0.0550472282923,0,0,-0.207560449859508,0,0,0,0,0,0,0,0.0867560663923145,0,0,0,0,0,0,0.11595560255696,0,0,0,0,0,-0.109251751788737,-0.0105381717028809,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,-0.0842371211271779,0,0,0,0,0,0,0,-0.221195358149914,0,0,0,-0.139126913950154,0.0409799870954573,0,0,0.244132858707117,-0.122389590877861,0,0,0,0,0,0.0858201237964039,0,0,0.0534770583103977,0,0,0,0.153971222546175,0,0,0,0,-0.0151034403066533,0.108748099762243,0,0,0,0,0,0.121110865172751,0,0,0,0.00565536476540666,-0.01788038536821,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.459230149304895,0,0.0179895328775862,0.0366460892990028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0444088235041936,0,0,0,0.102995073729237,0,0,0,0,0,0,0,0,0,0,0.0724646629752478,0,0,0,-0.0263622089762249,0.0348170259234279,0,0.0941254469180251,0,0,0,0,0,0,0,0,0
