,X600519.SH,X000858.SZ,X002415.SZ,X600690.SH,X600809.SH,X002475.SZ,X600276.SH,X000651.SZ,X000568.SZ,X003816.SZ,X002371.SZ,X600104.SH,X000725.SZ,X300124.SZ,X000625.SZ,X000338.SZ,X600031.SH,X000063.SZ,X002304.SZ,X000596.SZ,X300014.SZ,X002179.SZ,X000100.SZ,X600089.SH,X002463.SZ,X000157.SZ,X002241.SZ,X600703.SH,X600066.SH,X600372.SH,X600584.SH,X000977.SZ,X002028.SZ,X600522.SH,X002236.SZ,X000921.SZ,X600741.SH,X002049.SZ,X600183.SH,X601877.SH,X000661.SZ,X002223.SZ,X600487.SH,X002180.SZ,X002129.SZ,X000800.SZ,X002156.SZ,X600060.SH,X600418.SH,X002074.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.0874020867631662,0,0,0,0.310741698570072,0,0,0,0,0,0,0,0,0,0,0,0,-0.101159300394896,0,0,0,0,0,0,0,0,-0.0239774811703413,0.0193759840974772,0,0,0,0,0,-0.0602114303159972,0,0,-0.0284669644466494,0,0,-0.0413778624403619,0.0214815168715415,0,0.0681928520562775,0,0,0,0,-0.011985465464387,4.33680868994202e-19,0,0,0,8.67361737988404e-19,0,0
X000858.SZ,0,0,0.00825336275456103,0,0,0,0,0,0.50778699626548,0,0,0,0.0578297511937787,0,-0.0209909331658763,0,0,0,0.0504405739788643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0821992810000294,0,0,0,0.0298772906232931,0,0,0,0,0,0.0843686886376286,0,0,0,0,-0.0368369678110002,-0.0338430526528478,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,-0.0334847583511567,0.0786888761363177,0,0,0,0,0,0,0,-0.169792737162639,0,0,0,0,0,0.0280168959318615,0,0.0771953627853162,0,0,0,0,0,0,0,0,0.00808890996512059,0,0,0.0330415688073757,0,0,0,0.115335741504043,0,0,0,0,0,0.126534399716548,0,0,0,0.0453647357851814,0,0,0,0,-0.192252682724907,0,0,0.0158832305069496,0,0
X600690.SH,0,0,0,0,0,0,0,0.0881957649581493,0,0,0,0,0,0,0,0,0.0235875393158262,0,0,0,0,0,0.00901161598537029,0,0,0,0,0,0,0,0,0,0.013300842073123,0,-0.0248747774807245,0.232403210645937,0,0,0.0146563675786232,0,0,0,0,-0.143882566559535,0,0,0,0,0,0,0,0.0416759184358974,0.0224740881423206,0,0,0,0.153937531079266,0,0
X600809.SH,0,0.0455777154449146,0,0,0,0.00553650185398659,0,0,0.0563997611955388,0,0.10221889886404,0,0,0,0,0,-0.0228001450242259,-0.0439437493320518,0,0.245882215204019,0,0,-0.0371690602398854,0,0,-0.0355024019173388,0,0,0.0491634749161424,0,-0.0456351315268451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0355347679107858,0,0,-0.00402316808246084,0,0,0,0,0.0153533680332493,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203124993704682,0,0,0,-8.67361737988404e-19,0,0.190259656184891,0,0,0,0,0.208901393870703,0,0,0.0107938052318611,0,0,0,2.16840434497101e-19,0,0,0,0,0,0.0315672368083363,0,0.0875342590615802,0,0.0515710039211509,0,0,0.0667120102395866,0.00620301429723549,-0.115319942122319,0,0,0,0,0
X600276.SH,0,0,0,-0.107431927301038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23090404542866,0,0,0,0,0,0,0,0,-0.039560588153351,0,0,0.106613401188696,0.264307454072114,0,0,0,0.118815412636602,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00727118608235808,0,-0.0903584669942872,0,0,0,0,0
X000651.SZ,0,0,0,0.0616748792458201,0,0,0,0,0.0666769798334816,0,0,0,0,0,-0.105648394742976,0,0,0,0,0,0,0,0.0381371790670414,0.318479454032639,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.0417005891190445,0,0,0,0,0,0,0,0,-0.0223428550966422,0,0,0.136836332471334,-0.00430668098982162,-0.0808697956364942,0,0,-8.67361737988404e-19,0.141621120983985,0,0,-0.021182133983516,0,0
X000568.SZ,0,0.814932136966006,0,0,0,-0.0236494336333763,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177248798794898,0,0,0,0,0,0,0,0,0.047207293453747,0,0,-0.0175372471717166,0,0,0,0,0,0,-0.0086660404168567,0,0,-0.0448405936329947,-0.119395533588385,-0.0781885052243334,0,0,0,0,-0.0586217536738083,0.167519576261276,0,0,-0.02735738501948,0,0,0,-0.0318893595475724,0,0
X003816.SZ,0,0,-0.0728174118369622,0,0,4.33680868994202e-19,0,0,0,0,0.00083648340960121,0,0,0,0,0,0,0,-0.0412652161224851,0,0,0,0,0,-0.239672473961524,0,0,0,0.0147088154021989,0,-0.0184311460277649,0,0.123305441208667,0.0878167977557369,0,0,0,0,-0.0835690560600119,0,0,0,0,0,0,0,0.0131483411043055,0,0,0,0,0.0157982201498262,-0.0325994701560758,0,0,0,0,0,0
