,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000725.SZ,X002304.SZ,X600276.SH,X000858.SZ,X000625.SZ,X000063.SZ,X600703.SH,X600690.SH,X002292.SZ,X002241.SZ,X600271.SH,X600118.SH,X000559.SZ,X000100.SZ,X600031.SH,X600066.SH,X002236.SZ,X600741.SH,X002475.SZ,X600372.SH,X000157.SZ,X000338.SZ,X600089.SH,X002465.SZ,X300124.SZ,X002049.SZ,X000568.SZ,X600177.SH,X601877.SH,X002129.SZ,X000869.SZ,X002294.SZ,X300003.SZ,X600582.SH,X002074.SZ,X002506.SZ,X002085.SZ,X600498.SH,X600867.SH,X000547.SZ,X000977.SZ,X002426.SZ,X300001.SZ,X600839.SH,X002456.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.11757905784111,0,0,0,0,0,0,0,0,0,0,0,0,-0.0267173918886843,0,0,0,0,0,0,0,0,0,0,0,0.102785785002319,0,0,0,0,0.0754412112743717,0,0,0,0,0,0,0,0.053118699590728,0.0234284008172539,0,0.0358869537192376,0.0252882980657682,-0.0267156731448117,0,0,0,0,0,-0.021616818249633,0.027638086276797,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0.26600122284041,0,0.0869387176044659,0,0.00575702831152558,0,0,0,0,0,0.0878563709531141,0,0,0,0,0,0,0,0.107097837140706,0,0,0.0310944806355665,0,0,0,0,0,0,0,0,0,0.0277856384788692,0,0,0,0,-0.131216783290995,0,0,0,0,0,-0.033844149831575,0.0358925832572905,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0116145209206055,0,0,0.117284788607338,0,0,0,0,0,0,0,0,0,0,0,0.000198922886726152,0.170366451348932,0.110085816242515,0,0,0,0,0,0,0,0,0,0.0517764474861873,0,0,0,0.0794642045492461,-1.73472347597681e-18,0,0.0424821572989954,0,0.0603931869745577,0,-0.0334620480714484,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177687557228751,0,0,0,0,0.0295750208878474,0.0310993854320798,0,0.158452603939656,0.00732291066436977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0215699206339973,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.0246078053448476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0422776267243766,0,0,0,0.145917739027876,0,0,0,0,0,0.0327495517052425,0,0,0,0.0522098453434179,0,0,0,0.150822070070599,0.033150084138894,0,-0.00638514943795592,0,0,0,0,0,0,0
X002304.SZ,0,0.13904377097093,0,0.113647937658958,0,0,0,0,0,0,0,0,0,0,0,0.0352916876557113,-0.00463174666628901,0,0,0,0,0,0,0,0,0,0,0,0,-0.0375956689427228,0.105716687059512,0.024216667947842,0,0.0989231445151951,0,0,0,0,0,0.0107770551998597,0,0,0.00153529022372983,0.0323808120730983,0,0,0,0,0,0,-0.00827917099607241,0.0135224155767261,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142218179944559,0,0,0,0,0,0,0,0,0,0,-0.0321052709562862,0,-0.0119960317926364,0,0,0,0,0,0,0,0,-0.187671934100323,0,0.109483686329487,0.0659191687353905,0,0.127016822031092,0,0,-0.0339372001912633,0,0,0,-0.0229833051393232,0,0.0301659394653896,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0595692444334677,0,-0.0170624285100811,0,0,0,0,0.248701121186798,-0.124233232057451,0,0,0,0,0,0,0,0,-0.0461224598073824,0,0,0,0,0,0,0,0,0.0199892693738979,0.0488401602917056,0,0,0,0.0701632367574848,0,-0.055561103846079,0.0804767519433314,0,0,0,-1.73472347597681e-18,-0.0123891100175899,0,0,0,0,0,0
X000625.SZ,0,0.113164195204777,0,0.0416138479734286,0,0,0,0,0,0,0,0,0,0,0,0,0.15866418508827,0,0,0.359519142035124,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023610695401087,0,0,0,0,0,0,0,0,0,0.0313895371323312,0,0,0.0181347020710577,0.1581411238369,0,0,-0.00202237040760647,-0.0373570319523745,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0327926318121588,0,0,0,0,0,0.0373691537313328,0,0,0,0,0,0,0,0,0,0.215009078973123,0,0,0.0863666597668872,0,0.0967380828323663,0,0,0,0,0,0,0.0125243270161467,0.00190553842892929,0,0.0280385759938696,0.0719173644518198,0,0.0100542718059751,0,0.0348454978817159,0,0,0,0,0,0,0,0,0
