,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X600690.SH,X000568.SZ,X600703.SH,X600741.SH,X002475.SZ,X000338.SZ,X600031.SH,X300003.SZ,X000063.SZ,X002236.SZ,X600809.SH,X002008.SZ,X600867.SH,X300124.SZ,X601877.SH,X600271.SH,X002456.SZ,X000596.SZ,X000625.SZ,X000661.SZ,X600487.SH,X600566.SH,X600066.SH,X000100.SZ,X002294.SZ,X002179.SZ,X000977.SZ,X002007.SZ,X002241.SZ,X000157.SZ,X300136.SZ,X300142.SZ,X000981.SZ,X002180.SZ,X000050.SZ,X600498.SH,X002049.SZ,X000869.SZ,X002508.SZ,X600779.SH,X600522.SH,X600177.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.258190341250685,0.0730742467703499,0,0,0,0,0,0,0,0,0.038678204197976,0,0,0,0,0.0244386384254446,0.0202327440497159,0,0,0,0,0,0,0,0,0.0122743332676543,0,0,0,0,0,0,0,0,0,0,0.0384877354222237,0,0,0,0.0603784203135275,0,0.0908131610702001,0,0,0,0,0,0.00775843115815325,0.0136576807963626,0,0,0,0,0,0
X600104.SH,0.0830271997261674,0,0.0304509999577442,0.0518717290072723,0,0,0,0,0.0595340619508383,0.036209792237232,0,0.393088445112137,0.0129331681686294,0,0,0,0,0,0,0.0858934294020476,-0.100824405238061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.129260452135511,0,0,-0.0954581120817292,0,0,0,0,0,0,0.0274565640200269,-0.00983067173487148,0,0,0,0.123842347326738,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0461137030904731,0.483723247045203,0,0.0189580981531164,0,0.0791374696686917,0,0,0,0,0,0,1.38777878078145e-17,0.102599839450436,0,0,0,0,0,0,0.0318216248339114,0,0,0,0,0,0,0,0,0,0.0694155360499879,0,0,0,0,0,-0.0195386961489183,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.0190982616171784,0,0.258116692869431,0,0.164830582173393,0,0,0,-2.16840434497101e-19,0,0,0,0,0.250869198161977,0,0,0,0,0,0,0,0.00792032064727423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0197540371825371,0.0443655626374669,0,0,0,0,0.0257792851772959,0,0,0,0,0,0
X000651.SZ,0,0,0,0.124458524733028,0,0,0,0,0.148263929526925,0,0,0,0.0872443490860704,0,0,0,0,0,0,0,0,0,0,0,0.155801905102654,0,0,0,0,0,0,0,0,0,-0.0901715624700062,-0.0238566446625381,0,0,0,0,0,-0.031251770464727,0.0437223931439715,0,0,0,0,0.112838179055585,0.15655203998982,0,0,-0.08825895962997,0.127519930551628,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0.279520868304362,0,0,0,0,0.0616994491322294,0.1111193772563,-0.0587670079835182,0,0,0,0,0,-0.0473833269690242,0,0,0,0,0.182065196251478,0,0.102351585145538,0,0,0.0738994063034834,0,-0.161730598252711,0,0,0,0,0,0.0171438797742,0,0,0,0,0,0,0.32581234977141,0,0,0,-0.00758731305653488,0,0,0,0,0,0,0
X002304.SZ,0,0,0.149609423940105,0,0,0,0,0,0.324498524857426,0,0,0,0,0,0,0,-0.0949088844505864,0,0.303784304055915,-4.33680868994202e-19,0,0,0,0.0126338284177129,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,-0.0146648514590366,0,0,0,0,0,0,0,0.0271770124737506,0,0,0,0.0399197728274522,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0753944649284725,0,0,0,0,0.0421984481547352,0,0,-0.211088904651164,0,0,0,0,0,0,0.0503010926800084,0,0,0,0.14936851857738,0,0.0559534495187309,-0.132509435563341,0.19869458316515,0.2077354900779,0,0,0,0,0.125490998414473,0,-0.123949622587379,-0.00682822127846838,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.462970495342917,0,0,0.164648926137511,0,0,0,0,0,0,0,0,0,0,0,0.0466770223123287,0,0,0,0,0,0,0.0261742929011424,0,0,0,0,0,0,0,0,-0.0374738784557776,0,0,0,0,0.043295544479423,0,0,0,0,0,0.0928593535969057,0,0,0,0,0,0.0138130257530918,0,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0,0.115030549254823,0,0,0.136817161028176,0,0,0,0,0,0.0353989074798841,0,0,0,0,0,0,0,0,0,0,0.126178081645988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0884036223611855,0,0,0.110868825029096,0.0827617416034819,0,0,0.0317636457877685,0.0179411820832768,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.311785942524494,0,0,-0.0261186732701957,0,0,0,0,0,0,-8.67361737988404e-19,0.0287859245467178,0.461197189455161,0,0,0,0,0,0,0,0,0,0.0200401472075318,0,0,0,0,0,0,0,0.107217304171602,0,0,0,0.0197107289165887,0.237974552984451,0.128832048377828,0,0,0,-0.0012650758007436,0,0,0,0,0,0
