,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X000651.SZ,X000568.SZ,X002475.SZ,X600690.SH,X002304.SZ,X600031.SH,X600104.SH,X000725.SZ,X300014.SZ,X300124.SZ,X000338.SZ,X600703.SH,X002371.SZ,X000063.SZ,X000625.SZ,X002129.SZ,X002241.SZ,X003816.SZ,X000661.SZ,X300142.SZ,X002049.SZ,X601877.SH,X000596.SZ,X000100.SZ,X002179.SZ,X600460.SH,X600702.SH,X000157.SZ,X000799.SZ,X600741.SH,X002074.SZ,X002414.SZ,X002007.SZ,X600584.SH,X002236.SZ,X600089.SH,X600183.SH,X600779.SH,X601799.SH,X000800.SZ,X300146.SZ,X600884.SH,X300003.SZ,X000066.SZ,X000733.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.253399847100592,0,0.0678280012457248,0,0,0.147188521316932,0,0,0.0141534972355782,0,0,0,6.93889390390723e-18,0.0395267238653856,0,0,0,0,0,0.0613574904590987,0,0,0,0,0,0,0,0,0,0,0.0702669095065525,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0323048466998981,0,0,0,0,0,0,0.00280481966436387,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.10956476877562,0,0.263868616838995,0,0,0,0.249750238348992,0,0,0,0,0,0,0,0,0,0,0,0,0.0845658801866044,0,0,0,0,0,0,0,0.0455261729587424,0,0,0,0,-0.0210276830640406,0,-0.0522008549746746,0,0,0,0.158819772093457,0,0,0,-0.066254616128442,0,0,0,0,0,-0.0245357064622488,0,0,0,0,0,0
X002415.SZ,0,0.0698717881233709,0,0,0.0847290990010225,0,0,0.15031663624402,0,0,0.100936785235558,0,0,0.122665306379008,0,0,0,0,0,0,0.0939143168708846,0,0,0,0.012500106947254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0.000407960150987334,0,0,0,0,0,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0.257743523544669,0,0,0.154640485472313,0,0,0,-0.0746966266910255,0,0,0,0,0,0,-0.0301569489813955,0,0,0,0,0,0,0.0155831471083113,0,0,-0.0115418773550057,0.0908535841284177,0,0.408963829965712,0,0,0,0,-0.0117823675915945,0,0,0,0.0241064140860457,0,0,0,0,0,-0.107655760862085,0,0,-0.0507803323010337,0.046848953316993,0,0,0,0,0,0
X600276.SH,0,0,0,-0.0583176295281074,0,0,0,-0.193434143535624,0.0382061357959006,0,0,0,0,0,0.0677512866902041,0,0,0,0,0,0,0,0,0.152094575877103,0.0258003181119095,0,0,0,0,0,0,0.061505924721145,0.309222289815601,0,0,0,0.174778053175224,0,0,0,0,-0.169817736152793,0,0,0,0.0374479333721239,0.0170517872101374,0,0,0,0,-0.0102851031489853,-0.1181074209108,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,-0.0149228028638199,0,0,0,0,0,0,0,0,0,-0.0617830251442771,0.0914245590362599,0,0,0,0,0.0786595544082135,0,0,0,-0.0513293526347003,0,0,-0.00919957906413019,0.0618896786385303,0,0,0.0277750784081359,0,0,0,0,0,0,0,0.0675504806501529,-0.0524309011563448,0,0,-3.46944695195361e-18,0,-0.0412935665194459,0,0,-0.0587627889391048,0.158779255341201,0,0,0,-0.0526790636544466,0,0
X000568.SZ,0,0.296550132312107,0,0.123375191204811,0,0,0,0,0,0.0997255320746323,0,-0.150857064653883,0,0,0,0,0,-0.0539592844351045,0,0,0,0,0,0,0,0,0,0.136247884204586,0,0,0,-8.67361737988404e-19,0,0,0,0.00577702556807138,0,0,0,0,0,0,0.0873888180082974,0,0,0,0,0,0,0,0,-0.00999263369847403,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0.0114635927077347,0,0,0,0,-0.11621495138051,0.0155464078306408,0,0,0,0,0,0,0,0.074523543776636,0,0,0,0.381805270246482,0,0,0,0.0357994618389596,-0.0146733547733749,0,0,0,0.111186567142334,0,0,0,0,0,0,0,0,0,-0.139326315578996,0,0,0.194488742020276,0,0.0462895881822723,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0
X600690.SH,0,0,0.101359666895945,0,0.108911942437128,0,0.149047843760456,0,0,0.100527162060921,0.0134316158246676,0,0,0.0380578832606276,0,0,0,-0.0290913058136639,0,0,-0.0370885919261145,0,0,0.0436603318811919,0,0,-0.0203818009855922,0,0,0,0,0.0150875512433467,0.12853285527445,0,0,0,0,0,0,0,0,0,0.0671549096912782,0,0,0,0,0,0,0,0,-0.0571889970739631,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.354484118363071,0,0,0.345665468595073,0.0148645011456723,0.0287773644686211,0,0,0,0,-0.135038687056781,0,0,0.16944915139319,0,0.0222962508989088,0,0,0,0,0,0,0,0,0,0,0,0,-0.0246720014124116,0,0,0,0.0839621948455891,0,0,0.120031890385782,0,0,0,0,0,0,0,0,0,0.105157540934911,0.0354958689497552,0,-0.0751092309520649,0,0,0,0,0,0,0
