,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X002304.SZ,X002475.SZ,X600276.SH,X600690.SH,X600104.SH,X300014.SZ,X000625.SZ,X000651.SZ,X002371.SZ,X300124.SZ,X002129.SZ,X000725.SZ,X002049.SZ,X600031.SH,X003816.SZ,X000596.SZ,X000063.SZ,X002241.SZ,X600703.SH,X000338.SZ,X002179.SZ,X600089.SH,X000661.SZ,X600522.SH,X601877.SH,X002180.SZ,X300142.SZ,X002074.SZ,X000733.SZ,X600460.SH,X600741.SH,X600884.SH,X000100.SZ,X600702.SH,X000157.SZ,X600584.SH,X000799.SZ,X601799.SH,X002236.SZ,X600563.SH,X002414.SZ,X600418.SH,X002176.SZ,X000800.SZ,X600183.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.218730411633416,0.01613960339849,0,0,0,0,0,0,0,-0.0621237585805495,0,0.0131772759885178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0429440664199437,0,0,0,0,0.111349098010274,0,0,0,0,0.000219403875492822,0,0,0,0,0,0,0,0.0203193287860455,0,0,0,0,0,0,0,0,0,1.35525271560688e-20,0,0
X000858.SZ,0,0,0.243728446216199,0.0117615664781101,0,0,0,0,0,0,0,0,0,0.093759785962788,0,0,0,0.0145431374210514,0,0,1.73472347597681e-18,0,0.0536906783013952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189395604300559,0,0,0,-0.0555241144065051,0,0.0381301108933096,0,0,0.0462799123276319,0,0,-0.00348942690191987,0,0,0,0,0,0,0,0
X600809.SH,0,0,0,0.405053510449005,0,0,0,0,0,0,0,-0.0492071551912736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0404796001972402,0,0.0882419533976453,0,0,0,0.0848620126886233,0,0,0.0579806637524024,0,0,0,0,-0.0311696529498597,-0.184735829442199,0,0,0.0184369319275004,0,0,0,0,0,-0.00917605781188228,0,0
X000568.SZ,0,0.0711735167365841,0.190937324696397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0120509438327296,0,0,0.00647423643075815,0,0,0.0236973243434049,0.0112464858555586,0,0,0,0,0,0,0,0,0,0,0.376377774273643,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0109086643734124,0,0,0,-0.0159158460970837,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,-0.137029345107944,0,-0.0507387489876489,0,0.0256113362138041,0,0,0,0,0,0,0,0.142931907722497,0,0,0,0.022620690280172,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0958291166610861,0,0.685190174884296,0,0,0,0,0,0,0,0.120106940515074,-0.00446285057290224,0,0,0,0,0,0
X002304.SZ,0,0.0784276440905139,0,0.1096206965475,0,0,0,0,0.0881820187498458,0,0,0,0,0,0,0,0,0,0,0,0.0210797592836588,0,0,0,0,0,0,0,0,0,0,0,0,0.106049505262647,0,0,0,0,0.151056704258255,0,0,0,0,0,0.0736483823923504,0,0.0113262620829026,0,-0.0221765960486651,0,0,0,0,0,0,0,-0.0107826642827351,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0885478284337278,0,0.0514877013996915,0,0.564440371258613,0.0270277290638955,0,0,0,0,-6.93889390390723e-18,0,0,-0.121520218599624,0,0,0.0571238111785363,0,0,0.11407632327305,0.154685430255183,0,0,0,0,0,0.00539831528311297,0,0.0537034660845371,0,0,0,0,-0.11160939651137,-0.0158672214613035,0,0,0,-0.0381365851004081,0,0
X600276.SH,0,0,0,0,0.104197965744068,0,0,0,0,0,0.0370259199054768,0,0,0,0,0,0,0,0,0,0,0,0,0.22362688911264,0,0,0,0.10003139549854,0,0,0,0.13922104259159,0,0,0,-0.0721649039508179,0,0.0902253286742038,0,0,0,0,0,0,0.0689201244255311,0,-0.0107605711558688,0,0,0,0,0,0.0742041262561325,0,0,0,0.00203923205500193,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,-0.0243759634286801,0,0.280856201689453,0,0,0,0,0,0,0,0,0.105803788716114,0.142741053046476,0,0,0,0,0,0,-0.0630919781163939,0,0.119452658417933,0,0,0,0,0,0.0404516080452451,0,0.045987560917057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0112097767153721,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0.131633256160634,0,0,0,0,0,0,0,0,0,0,0,0,0.0137330451852851,0,0,0,0,0,0,-0.0213284451630325,0,0,0,0,0.176268733921621,0,0,0.0605704991246901,0,0.0410179388269199,0.00257642388398048,0,0,0,0.114679609035669,0.158831965723688,0,0.134434212762559,0,0,0.0177879009789466,0,0,0,0,0.00248511109117991,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0754704538125228,0,0,0,0,0,0,0,0.0970636955867589,0.192751613739367,0.205116229389711,0.00634619567374147,0.123001363808176,0,-0.111007231071505,0,0.147530746433394,-0.0128886922355148,0,0,0,0,0.0768589573389843,0,1.73472347597681e-18,0,0.144735834126661,0,0,0,0,-0.0594928025110381,0,0,0,0,0.0143876586423244,0,0
X000625.SZ,0,0,0,-0.124562882897635,0,0,0,0,0,0,0.181660284257879,0,0,0,0,-0.0734252810251152,0,0,0,0,-0.28649525804005,-0.0206180450977679,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0.37495664292664,0.426690476720049,0,0,0,0,0,0,0,0,-0.0868586512472242,0.10660370381561,0,0,0,0,0,0.0232680004763181,0,0,0,0.11176292769625,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.183600491843663,0,0,0,0,0,0,0,0.122063036843359,0,0,0,0,0,0.118410547194699,0.102912878101946,0.0104266340907918,0,0.0697671020958163,0,0,0,0,0,0,0,0,0.0358887058430648,-0.0408815765018078,0,0,0,0,0,0,0,0,0,-0.111570157530967,0.0458514006498714,0.0137239107401684,0,0,0,0,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0.0045686239300246,0,0,0,0,0,0,0.064943990921187,0,0,0,0,0,0.317762807898562,0,0,0,0,0,0.0440456199596634,0,0.0650509205161978,0,0,0.599895027954839,0,0,0,0,0,0,0,0,0,0,0,0.0543684639675458,0,-0.0782201650205547,0,0,-0.146771570996961,0,0,0,0,0,0,0
X300124.SZ,0,0,-0.0503344424181406,0,0,0,0.0504865756110088,-0.0103172675289663,0,0,0.194552618288041,0,0,-0.0326872012575173,0,0,0,0,0,0,0,0,0.158869583389243,0,0,0,0.291803411632346,-0.104296329282554,0,0,0,-0.0299206863774163,0,0,0,0,0,0,0,0,0,0,0.0531482931228682,0,0,0,-0.0201867170967796,0,0,0,0,-0.0300523112554313,0,0,0,0,0.00858971933464197,0,0
X002129.SZ,0,0,0,0,0.10681598009311,0,0,0,0,0,6.93889390390723e-18,-0.0175002794177187,0,0.0502592975307658,0,0,0,0.0167815308725629,0,0,0,0,0,0,0,0,0.133450336815588,0,0.107073326207235,0,0,0,0.00590357559167222,0,0,0,0.139312949955051,0,0.0995435826541392,0,0,0,0,0,0.103881843715683,0,0,0,0,0,0,0.0647403743033439,0,0,0,0,0.0900613525634619,0,0
X000725.SZ,0,0,0.0397752601991921,0,0.090383871696372,0,0,0.000723087493859831,0,0,0,0,0.0632360540904528,0,0,0,0,0,0,0,-0.0041498449153756,0,0,0,0.0648419970936522,0,0,0,-0.0391996986736715,0,0,0,0,0,0,0.0515285036064569,0,0.476477648489019,0,0,-1.73472347597681e-18,0,0,0,0,0,-0.00717742637947066,0,0.00229321070596869,0,0,0,0,0,0,0,0,0,0
X002049.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.301742946091843,0,0,0,0,0.0451817070278892,0,6.93889390390723e-18,0,0,0,0,0.0534335933108742,-0.00178627509833057,0,-0.132557224911651,0,0,-0.106637719017264,0,0,0,-0.235056144049358,-0.027414885209376,0,0,0,0,0,0,0,0,0,0,0.19327590935169,0.157398065693057,0,0,0,0.0167387583778137,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0.114760388388759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159247520448834,0,0,0.0765449613078837,0,0,0,0,0,0,0,0,0,0.14634600534793,0,0,0,0,-0.090195997082986,0,0,0,-0.00271349730969829,0,0,0,0,0.00471717102706384,0,0,0,0,0.0490057706831523,0,0
X003816.SZ,0,0,0,0,0.1039492718867,0,0,0,0.0918132220362438,0,-0.00344674402484394,0,0,0,0,0,0,0,0.0893204214732942,0,0,0,0,0,0,0,0,-0.00776842499901618,0,-0.0397559729614687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0106036617556018,0.0722622070842567,0,0,0,0.0345712677815837,0,0,0,0,0.000761155923715989,0,0
X000596.SZ,0,0.627459109025335,0.0137558235590509,0,0,0.0938769035701694,0,0,0,0,0.0114170161384439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0702974077156232,0,0,0,0,0,0,0,0,0,0,0,0.178771509311734,0,0,0,0,0,0.164192627124497,0,0.0264444124112653,0,0,0,0,-0.084849159684756,0.075172143876159,0,0,0,2.16840434497101e-19,0,0
X000063.SZ,0,0,0.0952177392461915,0,0,0,0,0.152608859999569,0,0,0.0539820825167249,0,0,0,0,0,0,0,0,0,0,0,0,0.00611186348795411,0,0,0,0.00287773078935347,-0.0059921474934676,0.0377230757904425,0,0,0,0,0,0,0,0,0,0,0.21602697511771,0,-0.0878455617156644,0,0,0,0,0,0,0,0,0,0.0135509819951889,0,0,0,0,0,0
X002241.SZ,0,0,-0.046508924262188,0,0,0,0.567804899582389,0,0,-0.077517897704904,-0.137258059635496,0.0317593546861057,0.251185118010097,0.161385194375285,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227593444748109,0.0859559883567594,0,0,0,0,-0.12817626041922,0,-0.105446914418745,0,0,0,0,0,0,-0.0475795528385174,0,0,0,0.0510663846017439,-0.0515712660218239,0,0,0,0,0,0,0,0,0.0610883822446412,0,0
X600703.SH,0,0,0,0,0,0,0.171105347497078,0,0,0,0.113315147802597,0,0,0,2.36756608029522e-05,0,0,0,0,0,0,0.220744015900178,0,0,0,0,0,0.0663210457307334,0,0,0,0,0,0,0.315950079019427,-0.0682928632136032,0,0,0,0,0,0,-0.0653494200118453,0,0,0,0,0,0,0,0,0,0.0301320903961433,0,0,0,-0.0145115437829644,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0180464050046994,0,0,0.15654605960851,0,0,0,0.0634770270245815,0,0,0,0,0,0.0256797635114072,0,0,0.0616121191268644,0,0,0,0,0.0870221483451092,0.0137608169960758,0,0,0.0419462264013556,0,0,0,0,0,0,0,0.227063926746834,0,0,0,0,0,0,0,0.0435097939958943,0,0
