,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X000568.SZ,X600690.SH,X002304.SZ,X002475.SZ,X000651.SZ,X600104.SH,X600276.SH,X300124.SZ,X300014.SZ,X000725.SZ,X003816.SZ,X600031.SH,X002371.SZ,X002129.SZ,X002241.SZ,X002049.SZ,X000063.SZ,X000596.SZ,X000625.SZ,X000338.SZ,X600703.SH,X002179.SZ,X600089.SH,X300142.SZ,X601877.SH,X600460.SH,X600741.SH,X002180.SZ,X000733.SZ,X000661.SZ,X000100.SZ,X600522.SH,X002074.SZ,X000157.SZ,X600884.SH,X600702.SH,X002236.SZ,X000799.SZ,X600584.SH,X601799.SH,X600183.SH,X002414.SZ,X000800.SZ,X600563.SH,X600372.SH,X002176.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.256138359782143,0,0,0,0.0813982988144064,0.0849600557866629,0,0.030134494270281,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0.194967196412815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000573393618087937,-0.0362324575988123,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.327044880326234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0257010325472713,0.0587618731409912,0,0,0,0,0,0,0,0,0,0,0,0,0.213733022373901,0,0,0,0,0.0912042362694252,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,-0.0112010995506633,0,0,0,0,0,0,0
X600809.SH,0,0,0,0.128623418299482,0.402904012487044,0,0,0,0,0,0,0,-1.35525271560688e-20,0,0,0,0.0783994555286685,0,-0.06153117207144,0,0,0.162343624247243,0,0,0.0878109289103298,0,0,-0.0183625069490786,0,0,-0.0479546804989248,0,0,0,0,0,0.115357911848685,0,0.0176515513317119,0.122052589110208,0,0,0,0,0,0,0,0,0,0.0413024856891588,0,0.0390105462979598,0.000122384648333664,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.0999952939646796,0,0,0,0,0,0,0,0,0,0.325418323471875,0,0.0370349861693873,0,0,0,-0.193742485150191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114378703820397,0,0.393438422820456,0,0,0,0,0,0,0,0,0,0.0626632664542347,-0.127445891771701,0.139634091776964,0,0,0,0,0,0
X000568.SZ,0,0.415135092478997,0.116364564361566,0,0,0,0.0492762684664874,0,0,0,0,0,0,0,0,0,0.031749402236,0,0,0,0.0883453735955289,0.15559552338287,0,0,0,0,0,0,0,0,0,0,0,-0.0472555544058542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0500902511836237,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.163773658155496,0,0,0,0.150933482990085,0,0,0,0,0,0.0957322384434802,0.0718843016048667,0,0,0,0,0.119302553825172,0,0,0,0,0,0,0,0,0,0,0.0592442507713487,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0426480342188256,0,0,0,0,0,-0.00143916108901376,0,0,0,0,0,0,0
X002304.SZ,0,0,0.148798615202862,0,0.11936041289919,0,0,0,0,0,0,0.133441177322344,0,0,0.349701143724058,0,-0.0354568940904841,0,0,0,0,0.114049662898571,0,0,0,0,0,0,0,0,0.0684933997342246,0,0,0,0,0,0,0,0,0.175432616126442,0,0,0,0,0,0,0,0,0,0,0,0,-0.0093676264003273,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157873137213986,0,0.43101332941375,-0.0765023226870689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0572058076121871,0,0,0,0,0.0923975744132833,0,0,0.0123503831015489,0,0,0,0,1.0842021724855e-19,-0.018871468972132,0,0,-0.0272998297662572,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.156583280142095,0,0,0,0,0,0,0,0.153526007506375,0.139500612832803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0191208118120689,0,0,0,0.0460795422401466,0,0,0,0,0,0,0,0.100699621662902,0,0,0,0.0471697111689338,0,0,0,0.0232203232240365,-0.0121567475409142,-0.011032571178289,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124245106249466,0,0,0,0,0,0,0,0.177950091735131,0,0,0,0,0.00419320208910238,0,0,0.17153551194759,0.0263200098887053,0,0,0,0.0364717594286683,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0.0679073226352583,-0.0107804337475997,0.0100009367881744,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,-0.032468119870988,0,0,0,0,0,0,0,0,0,0,0.256197190323413,0,0.157523633322374,0,0,0,0,0,0,0,-0.115967969854643,0,0,0,0,0,0.140132774280133,0.0709339293817615,0,0.120815267679724,0,0,0,0,0,0,0.233812007037091,-0.057647698712346,0,-0.000778334916893657,0,0,0,0,0,0,0
X300124.SZ,0,0,0,0.0199785430677218,0,0,0.171473996737167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0805436023217926,0,0,0.11260849236127,0,0,-0.0202339149841549,0,0,0,0.140332222176567,0,0,0,0.214828069809352,0,0,0,0,0,0.0572439548631313,0,-0.0187566703695705,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.311003931834693,0,0,0.0485764728413533,0.0675866243041322,0,0,0,0,0,0,0,0.112417498358809,0,0.0413315760140241,0,0,0,0,0.0236769027247461,0.583559476687824,0,0,0,0,0.0772158480636244,0,0,0,0.0345967348201122,0,1.35525271560688e-20,0,0,0,0,-0.0497287033778367,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0.0219074816153992,0,0,0,0,0,0,0,0,0.101207586607806,0,0,0,0,0,0,0.0339172667094563,0.057134192872231,0.146296195939634,0,0,0,0.0372719973943463,0,0,0,0,0,0.0845594893238661,0.149543441027485,0,0,0,0,0,0.0676973277019898,0,0,0,0,0.0371105004241271,0.0587967244939953,0,0,0,0,0,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0.0323788972539064,0.0509638002720103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0623218013456872,0,0,0,0,0,0,0,0,0,-0.00191314224745569,0.175004573913967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0.130010007359173,0,0,0,0,0,0,0,0.030340670686773,0,0,0,0.0609738952496795,0.298098632255397,0,0,0,0,0,0,0,0,0,0.0108540397203537,0,0,0,0.208088740106045,0,0,0,0,0,0,0,0,0,0,0.101077740195957,0,0,0.00851248203367227,0.0216213634104585,0,0,0,0,0,0
X002371.SZ,0,0,0,-0.0673384856852219,0,0,0,0.277051299035911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0126617510938813,0,0,0,0,0,0,0.452085299692437,0,0,-0.0386686941953585,0,0,0,0,0,0.174118987100716,0.0880768146707084,0,0,0,0,0,0,0,0.0894247743649012,-0.0553599880467151,0,0,-0.0313606279988042,0.0953810865416398,0.0382167118030032,0,0,0,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0,0,0,0.155099870099916,0.0248407792010106,0,0,0,0,0,0,0,0,0,0.0415768092649783,0,0.0852600550583692,0.263369325507296,0,-0.0289892457755612,0,0,-0.235301781676529,0,0,0,0,0.106413128762197,0,0,0.323684957379582,0,0,0,0,0,0,0,0,0,0,0,0,0.041305037387273,-0.0113143883758505,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0.542917709247604,0,0,0,0,0,0,0,0.136304962138896,0.0338897170927482,0,0,0,0.151263819123717,0,0,0.0119736435709282,0.0613589175367166,0,0,0,0,0.172599701672871,0,0,0,0,0,0,0.0303540889221092,0,0,0,0,-0.0990503310270876,0,0,0,0,0,0,0.0789413148711316,0,0,0.0528839825153329,0,0,0,0,0,0,0
X002049.SZ,0,0,0,0.0822360535002567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152334083633348,0,0,0.495823776611205,0.00126345876179608,0.0953860964333182,0,0,0,0,8.67361737988404e-19,0,0,0.192570919262949,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0299086430956436,0,-0.0101317880869707,4.33680868994202e-19,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.350825309623246,0,0,0,0,0,0,0,0,0,0,0.0989883992496078,0,0,0,0,0,0,0,0,0,0,0.0509245219628249,0,0,0,0.199931803508218,0,0,0,0,0,0,0.153005035407532,0,0.0295732214778656,0,0,0,0,0.131760785325101,0,0,0,-0.0278743770604012,0,0.0035628733865868,0,0,0,0,0,0,0
X000596.SZ,0,0.344724408776799,0,0,0,0,0.134187399953878,0,0,0,0,0,0,0,0,0,0,0,0,0,0.246611503183365,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,3.46944695195361e-18,0,0.0122462531866063,-0.00507272422930616,0,0.0256593101171305,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0.0961581805263552,0,0,0,0,0,0,0,0,0,0,0,0,0.493826129897734,0,0,0,0.012545877059894,0,0,0,0,0,0,0,0,0,0,0.0490665799963703,0,0,0,0,0,0,0,0,0.0671587958249055,0,0.134852670604015,0,-0.0792753588216209,0.0510958256181378,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0.0254886016791226,0.0397962942058179,0.0487748360100804,0,0,0,0.255583608812713,0,0,0,0,0.292588205977215,0,0,0,0,0.00747633315973609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056533757006435,0.0958259322340023,0,0,0,0,0,0,0,0,0,0,0,0.0743767981799212,0.151063244170833,-0.00930509678724166,-0.00100359522793544,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0.0605119224293757,0,0,0,0,0,0.258630638995712,0,0,0,0.0283108071761407,0,0,0,0,0,0,0,0.374856557569274,0,0,0.0234883894036049,0,0,0,0.028522815268679,0.0757492891888367,0,0,0,0,0,0,0,0,0,0,0.0539887015476229,0,0,0,-0.0105437448286543,0.0339850763938043,0,0,0,0,0,0
X002179.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164000424934775,0,0.0535551771821547,0,0,0,0,-0.0302245474158853,0,0,-0.0534213248576624,0.0541745748985763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0587750584404361,0.241733306952959,0.0122129637448902,0,2.16840434497101e-19,0.0202613377893004,0,0,0,0,0,0
X600089.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0118556196020913,0.116486152285938,0,0.0219300128686988,0,0,0,0,0,0,0,0,0,0,0,0,0.0105915910952292,0.0163785082788026,0,0.0649123385182126,0,0,0,0,0.0154215252367975,0,0,0.223582282449102,0.0855043580796402,0,0,0,0.015233324571754,-0.00401602685346303,0,0,0,0,0,0
