,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X002475.SZ,X000063.SZ,X600031.SH,X003816.SZ,X000725.SZ,X002304.SZ,X000661.SZ,X000568.SZ,X000338.SZ,X600690.SH,X600703.SH,X600809.SH,X300003.SZ,X600741.SH,X002007.SZ,X600183.SH,X002371.SZ,X000100.SZ,X000596.SZ,X000977.SZ,X002241.SZ,X300014.SZ,X000625.SZ,X601877.SH,X002236.SZ,X000157.SZ,X300142.SZ,X300124.SZ,X002463.SZ,X002129.SZ,X600498.SH,X002223.SZ,X002179.SZ,X002456.SZ,X600271.SH,X000066.SZ,X600118.SH,X300136.SZ,X600487.SH,X600584.SH,X600177.SH,X002414.SZ,X600522.SH,X002049.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.261703799293526,0.23174932475314,0,0,0,0,0,0,0,0,0,-0.0427823732597244,0,0,0,0,0.186347091082832,0.0160004553264092,0,0,-0.0303931749387456,0,0,0.0623174156966079,0,0,0.149075652534624,0,0,-0.190821549454421,0,0.098571335863128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.047862167247231,-0.00901348999935979,0,0,0,0,0,0
X000858.SZ,0.0378934533434665,0,0,0,0,0.0822531257307472,0,0,0.0792981271690876,0,0,0,0.117916712466672,0.338204873749864,0,0,0,0,0,0,0,-0.0151903202711024,0,0,0.201580294852882,0,0,0,0.0614597231616228,0,0,0,0.00135900753342537,0.0107877211314878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0119943552550701,0,0,0,0,0,0
X600276.SH,0.0190183568880746,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0533767548812102,0.0139950169471929,0,0.103680428882782,0,0,0.0201590293847198,0,0,0,0,0.00616863124454745,0.0924271390934993,0.0389493575947088,0,0,0,0,0,0,0,0,-0.0160596587133287,0,0,0,0,0,0.0248439576669549,0,0,0,0,0,0,0,0,0,-0.00602284712325409,0,0,0,0,0,0
X000651.SZ,0,0.0206243695578435,0,0,0,0.0501907333786829,0,0,0,0,0,0,0,0.23539659767585,0.153950786333097,0,0,0,0,0,0,0,0,0,0.00565094252767639,0,0,0,0,0.00136480531521823,0,0,0.208703916220571,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0143055789409674,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.0662083921267042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0333228093875121,0.102570326136751,0,0,0.0176004704962804,0,0.178331061159034,0,0,0,0,0,0,0,0,0,0,0,0,0.0126062756732723,0,0,0,0,0,0,0,0,0,0,0.0412956023676694,0,0,0,0,0,0
X600104.SH,0,0.266878196301072,0,0,0,0,0,0,0,0,0,0,0,0.00521135964590817,0.119815931303878,0.0737106686214036,0,0,0,0.0580296666324321,0,0,0,-3.46944695195361e-18,0.0872937408047717,0,0,6.93889390390723e-18,0.0924814394212618,0,0,0,0,0,0,0.0358895366281188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0226281095704673,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0.311287265830885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194147793470094,0,0,0.0201150373598051,0,0,0,0.201503103574775,0.0487657388660084,0,0,0,0,0,0,0,0,0,0.0310959149542397,0,0,0,-0.0592681765101299,0,0.253531195742063,0,-6.93889390390723e-18,0,0,0,0,0,-0.0172015445281858,0.0201180507346938,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.119252482826737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05863716301166,-0.0784122301222238,0,0,0,0,0.222127709493545,0.0843576881688036,0,0,0,0,0,0,0,0.519107339062726,0,0,0,0,0,0.0218499299805284,0.0824060926058959,0,0,0,0,-0.214629094840579,0,0,0,0.0512736629678058,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0.0284667399208754,0,0,0,0,0,0,0.0221311102527034,0,0.0929317014607101,0,0,0,0,0,0,0,0,0.0872921018873107,0.124204283705678,0,0,0,0.0883379538318845,0,0,0.41321561569112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00209889353080019,0.00745301420654091,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0.0808326806157929,0,0,0,0,0,0,0.0689075526348273,0,0,0,0,0,0,0,0,0,0,0.086422940511549,0,0,0,0,0,0,0,0,0.104717497079577,0,0,0,-0.0531336371727105,0,0.00653421453004264,0,0.133147945791773,0,0,0,0.0485626324828446,0,0,0.152833663644607,0,0,0.0819073282682887,0,0,0,0,0,0,0
