,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X600741.SH,X002236.SZ,X000568.SZ,X000625.SZ,X600031.SH,X002475.SZ,X002241.SZ,X000338.SZ,X002456.SZ,X600066.SH,X601877.SH,X000100.SZ,X300124.SZ,X002508.SZ,X300003.SZ,X002085.SZ,X002008.SZ,X600089.SH,X300136.SZ,X600177.SH,X600522.SH,X600271.SH,X002294.SZ,X000157.SZ,X600487.SH,X600118.SH,X000981.SZ,X600699.SH,X600867.SH,X600566.SH,X600809.SH,X600372.SH,X300115.SZ,X000559.SZ,X002074.SZ,X002007.SZ,X000050.SZ,X000066.SZ,X000623.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,-0.0349283011680879,0,0.0279125034180529,0,0,0,0,0,0.299892161832507,0,0,0,0,0,0,0,0,0,-0.130742174344153,0.0181371488163751,0,0.0576884406335489,0,0.124574717143678,0,0,-0.138070978854001,-0.0549506882327094,0,0,0.0368446879695814,0,0,0,0,0,0.267584680297475,0,0.0619389360324697,0,0,0,0,0,0,0,0.00795955165875325,-0.0557493171917836,0,0,0,0,0,0
X600104.SH,0,0,0,0.232474749747018,0,-0.0201103036838282,0,0.00190833830404681,0,0,0,0.425447392827148,0,0,0.130998862964164,0,0,0,0,0,0,0.0234837895107763,0,0,0,0,0,0,0,-0.107667727172661,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0766685987726282,0,0,0,0,-0.170574549379151,0,-0.0848973594393688,0.0297148444227094,0.00777850366209943,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.063385701660792,0.114123915042393,0,0,0,0,0.0950438781543569,0.390719051743151,0.126711694365507,0,0,0.0229898814802024,0,0,0,0,0,0,0,0.277145507073462,0.0162609374679046,0,0,0,0,0,0,0,0,0,0,0,0,-0.107553822749111,0,0,0,0,0,0,0,0,0,-0.0498488400073671,0,0,-0.0170262882323694,0.0627638234724803,-0.146968129178962,0,0,0,0,0
X000651.SZ,0,0.0562670210692727,0,0,0.230096089662446,0.100410234696365,0,0,0,0.0758185094965086,0,0,0.085556450984639,0,0,0,0,0,0,0,0.119997300978345,0,0,0,0.0888390570840811,0,0,0,0,0,0,0,0,0,0,0,-0.0588903579996893,0,0,0,0,0,0,0,0,0.0390825994395111,0,-0.0121980186377727,0,0,0,-0.00330391104908299,-0.00411018925752238,0,0,0,0,0,0
X000858.SZ,0,0,0.0268180590119867,0.0415799956083706,0,0,0,0,0,0,0,0,0,0.766568048475764,0,0,0,0,0,0,0,0.0784684919102179,0,0,0.0348331277772716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012648634156572,0.01760976617419,0,0,0,0,0,0
X000725.SZ,0,0,0.0981614774171898,0,0,0,0,0,0.127725105072709,0,0,0,0,0.00473347028603041,0,0,0,0,0,0,0,0,0,0,0,0,0.29157978254732,0.0177499716568659,0.262955070322699,0,0,0,0.578454490749279,0,0,0,0,0,0,0.267673799079318,0,0,0,0,0,-0.0937864488145791,0,0.0228547279037948,0,0,0,-0.00669942675984006,0.0695625933648986,0,0,0,0,0,0
X600276.SH,0,0,0.109061379122785,0,0,0,0,0,-0.0496233241207756,0,0,0.148834515777612,0,0,0,0,0,-0.0169188237109742,-0.0596521942846803,0,0,0,0,0,0,0.184230439422456,0,0,0,0,0,0,-0.0937587531430739,0,0,0,0,0,0,0,0,0,-0.0801105972164566,0,0,0,0,-0.0228187674873272,0,0,0,0.00650980783825245,0,0,0,0,0,0,0
X002304.SZ,0.160261769116553,0.10831040902415,0,0,0.312156328049087,0,0,0,0,0.0866700224155511,0,0,0,0,0,0.0386246300811144,0,0,0,0,0,0.0500976464901546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208139558504282,0,-0.102706707837771,0,0,0,0,0,0,0,0,-0.0144494350438336,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0.223559631265583,0,0,0.149581652434294,0,0,0,0.062107516153232,0,0.191882682772414,0,0,0,0.102482861167811,0,0,0.01769811681005,0.143759927590407,0,0.0468054418746778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0324421986046658,0.0132011786510267,0,0,0,0,0,0
X600690.SH,0,0.0777893933309581,0,0.358282548785584,0,0,0,0,0,0,0,0.256731638594507,0.0921751328122236,0,0,0,0,0,0,0,0,0,0,-0.0350350668019449,0,0,0,-0.00713025250656572,0,-0.0859686022983705,0,0,0,0.236167464855005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.104298222256692,0,0,0.0196782843869389,-0.00242001849569171,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0.14173036172089,0.121755560212049,0,0,0.0484365316893222,0,0,0,0,0.434435249479345,0,0,0,0,0,0,0,0,0.109725007640659,0,0.0361449207385363,0,0,0,0,0,0,0.0885451817284414,0,0,0,-0.113165339850993,0,0,0,0,0,-0.063177873564534,0,0,0,0,0,0.0353690217063686,-0.0196188431412398,0,0,0,0,0,0
X600741.SH,0,0.532081192932199,0,0,0,0,0,0.0481953980339361,0.214188570855028,0.0669738532762009,0,0,0,0,0,-0.142250846921701,0,0,0,0,0,0,0,0,0,0,-0.0305060481562837,0.0111038564481548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00385634206588274,0.015745022500666,0,0,0,0,0,0
X002236.SZ,0,0,0.437756739405144,0,0,-0.233901050881463,0,0,0,0,0,0,0,0,0,0,0.0125528555977624,0,0,0.0792864212373461,0.0253252411990482,0,0,-0.271440677900777,0.0140018501656817,0,0,0.216443918703418,0,0,0,0,0,0,0,0,0,0,0,0,0.0115249039383997,0,0,0.38313320791296,0,0.0652408409920011,0,0,0,0,0,0,0.0377508128782261,0,0,0,0,0,0
X000568.SZ,0,0,0,0.00901795573500539,0.730042689980128,-6.93889390390723e-18,0,0,0,-0.0647028195412076,0,0,-0.0458299736787442,0,0,0,0.0788725053868581,0,0,0,0,0,0,0,0.0618153575643217,0,0,0,0,0.0201834095779902,0,0.0125294138299104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00524900956985567,0,0,0,0,0,0,0
X000625.SZ,0,0.00535382515758859,0,0.098483081442442,0,0,0,0,0,0.104253675136946,0,0.295169652971457,0,0,0,0,0,0,0,-0.152060396009225,0,0,0,0,0,0,0,-0.120528503521072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.268791616937586,0,-0.0619977830773945,0,0,0,-0.00364380544944672,4.33680868994202e-19,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0.290562126011571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.296659740978177,0,0,0,0,0,0,0,0.193937858980943,0,0.313771091064945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1535645865021,-0.0103320851799131,0.019163057373168,0,0,0,0,0,0
X002475.SZ,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0.105116193896329,0,0,0,0,0.108304818961413,0,0,-0.0289870706705607,0,0,0,0,0,0,0.323201068891381,0,0.198637850728963,0,0,0,0,0,0,0,0,-0.0277974361744718,0,0,0,0,0,0,0.0234778673244189,0,0,0,0,0,0.0129952002461475,-0.0414246748900144,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142481231795255,0.251036202836005,0.469922961133324,0,0,0,-0.0863456083833234,0,0.424820651746249,0,0,0,0,0.103979282968005,0,0,0.0976151420153461,-0.0620244640583153,0,0,0,0,0,0,0,0,0.0114717310648495,-0.0315128876871261,0,0,0,0,0,0
X000338.SZ,0,0,0,-0.0604523940915872,0,0.0342734520829839,0,0,0,0,0,0,-0.031122846500072,0,0,0.630851109287763,0,0,0,0,0,0,0,0,0,0,0,0.097757218330814,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0202034394721986,0,0,0,0.0498536578196189,0,0,0.193521004070237,0,0,-0.00362802607899902,0,0,0,0,-0.148183972460276,0,0
X002456.SZ,0,0,0,0,0,0,0,0,0,0,0.186526604269487,0,0.00650490901733799,0,0,0.106750614778927,0,0,0,0,0.189323370995089,0,0,0,-0.0109542163052671,0,0,0.129886388779604,0,0,0,0,0,0,0,0.11675333287039,0,0,0,0,0,0.0521895792762912,0,0.319605092268098,0,-0.0775167824957447,0,0,0,0,0,-0.0174235534169012,0.099737153346724,-0.0401986315454084,0,0,0,0,0
X600066.SH,0,0,0,0.0471949928574389,0,-0.0646440445631475,0,0,0,0,0.0848096213969649,0,0.108170783850502,0,0,0,-0.508564461231476,0,0,0,0,0,0,0.0368797478845065,0.0724189653972965,0,-0.0739000589023702,0,0,0,0,0,0,0,0,-0.0249793397635068,0,0.172787270331032,0,-0.0419479435721002,0,0,0,-0.0328439040122452,0,0.190366745154159,0,0,0,0,0,0.0164064392709874,0,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.296167327299818,0,0,0.320068661233412,0,0,0,0,0,0,0,0,0,0,0.12653730844175,0,0,0.100879581467243,0,0,0,0,0,0,0,0,0.0152447253462906,0,0,0,0.17072104363287,0,0.0704560085573094,0,0,0,0.0132747327602602,-0.0464335293689484,0,0,0,0,0,0
X000100.SZ,0,0,-0.0269348883434528,0,0,0,0,0,-0.0314607039057318,0,0,0,0,-0.00797022832413644,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0439047901333736,0,0.0746853853728891,0,0,0,0,0.0408039282658975,0,0,0,0,0,0.0743779945875877,0,0,0,0,0,0,0,0,0,0,0.0124091178201775,-0.0644831784845442,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,-0.0268331518231607,0.249128648746132,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0294500109502262,0,-0.0156431350612979,0.02220177636444,0.190237871490526,0,0,-0.0535525592824704,0.0144105424264119,0,0,0,0,0,0,0,0,0,0,0,0.181323651174382,0.079837038180046,0,0,0,0,0,0,-0.108387544698466,0,0,0,0,0,0
X002508.SZ,0,0,0,0.493005725545376,0,-0.126232125526449,0,0,0,0,0,0,0.228039213791813,0.251050893060769,0,0,0.0929071661592608,0,-0.106576267952161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0688781174444394,0,0,0,0,0,-0.0118431104157945,0.00689552923782721,0,0,0,0,0,0
X300003.SZ,0,0.0835967353973546,0,0,0.237678275353119,0,0,0,0,0,0,0,0,0,0,0,-0.0377183890676275,0,0,0,0,0,0,0,0,0,0,-0.0450883175439271,0.0671311958046127,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102201114435211,0,0,0,0,0,0,0,-0.205148272767008,0,0.0135941056624856,0,0,0,0,0,0
X002085.SZ,0.328965292996198,0,0,0,0,0.360537857744358,-0.0417551755379538,0,-1.73472347597681e-18,0,-0.0918730765098188,0,0,0.142984476007408,0,0,0,0.186916970458513,0,-0.133958642073392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178928982868731,0,0,0.170148143649326,-0.276465472377796,0,0.0738010671193689,0.0168794831954,0,0,-0.0189802293543267,-0.00335640227873042,0,0,0,0.213256226891339,0,0
X002008.SZ,0,0,0,0,0,0,0,0,0.0476343519892608,0,0.280943783079555,0,0,0,0,0,0.357810774336246,0.040913114681868,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,-0.0130197421332101,0,0,0,0,0,0,0,0,0,0.180196283543854,0,0,0,0,0,0,0,-0.0141340338279308,5.42101086242752e-20,0,0,0,0,0,0
X600089.SH,0.217077818619109,0,0,0.128438913154098,0,0.0508227114365765,0,0,0,0,0,0,-0.0383461703762685,0,0,0,-0.232232150585057,0,0,0,0,0,0,0,0.0386528761537706,0,0,0,0,0.105974363212415,0,0,0.304432312033913,0,0,0.599140501008884,0,0,0,0,0,0,0.280015655664379,0,0,0,0,-0.192445586399334,0,0,0,-0.013451794992498,0.0106932427837427,0,0,0,0,0,0
X300136.SZ,0,0,0,0,0,0,0,0,0.0127142225194272,0,0.098109273228204,0,0,0.079702628717703,0,0,0.145238717216847,0,0,0,0,0,0,0,0,-0.0626601852442299,-0.173035814891448,0.282931748495838,0,0,0,0.0210460700846352,0,0,0,0.0964101985680097,0,0,0,0,0,0,0,0,0,0.222259125329723,0,0,0,0,0.0929687551859869,0.00708598181838611,-0.0112792637062627,0,0,0,0,0,0
X600177.SH,0,0,-0.0683373546349744,0,0,0.0802227145250275,0,-0.00929410236783722,0,0.079420431044434,0,0,0,0,0.0366216236717774,0,0,0,0,0.000287084332025767,0,0,0,0,0,0,0,0,-0.0431566513476634,-0.0467988735910758,0,0,0,0,0,0.0128313948841907,0,0,0,0,0,-0.0355921502590198,0.0515095320357665,0,0,0,0,0,0.0240862373512238,0,0,0.0319654210445454,-0.0462854003412896,0,0,0,0,0,0
X600522.SH,0,0,0,0,0,0,0,-0.282340115287536,0,0,0,0.0243055911250726,-0.0853112913929339,0,0,-0.168205585122532,0,0,0,0,0,0,0,0,0.16992896276331,0,0,0,0,0.190211611345019,0,0,0,0,0,0,0,0,0.376279854423545,0,0,0.317198959025532,0.213681114532537,0,0,0,0,-0.27909649262262,0,0,0,-0.000821631475317194,-0.0541386747865879,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0.304377454641652,0,0,0,0,0,-0.152578868606316,0,0,0,0,0.00847665877471537,0.0549964820818137,0,0,0,0,0,0.0384705148546533,0,0,0,0,0.325969545506855,0,0,0,0,0,0,-0.0694781342589447,0.0857285378601355,0,0,0,0.00327709880005173,0,0.0789841553292865,-0.228160054610022,0.00179703018347642,0,0.195352728315497,0,0,0,0,-0.0196765867076677,-0.00265887700849132,0,0,0,0,0,0
X002294.SZ,0,0,0,0,0,0,0,0,0,0.32926522428352,0,0,0,0,0,0,0,0,-0.0753463099762305,0,0,0,0,0.0281745162850939,0,0,0,0,0,0,0,0,0,0,0,0.104062647044638,0,0,0,0,0,0,-0.0852344439973475,0,0,-0.111000921954172,0,-0.00226212055442873,0,0,0,-0.00489730338102712,0,0,0,0,0,0,0
X000157.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19037075770279,0,0,0,0,0,0,0,0,0,0,0,0.0130939308097141,0,0,0,0,0,0,0,0,0,0,0.0818603538341373,0,0.0832312176604766,0,0.0748524780256785,0,0,0.107048142047381,0,0.00982473709060726,0,0,0,0.00137813578618404,-0.0530653877681618,0,0,0,0,0,0
X600487.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234458132016347,0,0.116954894040003,0,0,0,-0.133605283881043,0,0,0.225742045723343,0.0690652916516244,0,0,0,0,0,0,0,0,0.192705356746478,0,0,0,0,0.298270545532655,0,0,0,0,0,0,0,0,-0.0813031263430286,0,0,0,0,0,0
X600118.SH,0,0,0,-0.0931846705859216,-1.73472347597681e-18,0,0,0,0,0,0,0,0.0362301562581935,0,0,0,0,0.102780706263771,0,0,0,0.086812225930464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055077984753224,0,0,0,0.344604886782808,0,-0.0160092759697853,0,0,0.0359141015695405,0,0,0,-0.00595989154816924,0,0,0,0,0,0,0
X000981.SZ,0,0,-0.0869388921596792,-0.0316752078178698,0,0,0,0.198212222335758,0,0,0,0,0,0,0,0,0,0,0.0141369396307955,-0.070504444515001,0,0,0,0,0,0,-0.111296672174585,0,0,0.0128829792374848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0308255218652485,0,0,0,0,0,0,0
X600699.SH,0,0,-0.0558109278434071,0,0,-0.0962150356596708,0,-0.155473893221809,0,0,0.056826850282643,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102698870699278,0,0,0,0,0,0,0.269248987365891,0,0,0,0,0.671517693441775,0,0,0,0,0.0783502579382844,0.121360690242784,0,-0.0151870954721946,0,0,0.112259899900965,0,0,0,0,0.0501522112046788,-0.216045927627847,0,0,0,0,0
X600867.SH,0,0,0,0,0,0,0,0,0,0,-0.131830407651859,-0.0289196161147703,0,0,0,0,0,0,-0.110550201974539,0,0,0,0,0,0,0,0,0.035722137597908,-0.00148056338482236,0,0,-0.0680793421228689,0.0936266087321457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0320030219542472,0,0,0,-0.0285254478898643,0.011199517471392,0,0,0,-0.0574181812106124,0,0
X600566.SH,0,0,0,0.0133226960560382,0,-0.0848701681437543,0,0,0,0.292113406541542,0,0.00332936718625936,0.0393481239156667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0046108909548019,0.175562933441716,0,0,0,0,0,0,0.0691130760450852,0,0,0,0,0,0,0,0,0,0.0643752677894828,0,0,-0.0955381236624213,0,0,0,-0.00277712993736843,0,0,0,0.175144611464253,0,0
X600809.SH,0,0,-0.0381928111683648,0,0.424748060208358,3.46944695195361e-18,0,0,0,0,0,0.0874305339645875,-0.0635413169230052,0,0,0,0,0,0,0,0,0,0,0,0,0.0475692311214609,0,0,0,0,0,0.0916431391768274,0,0,0,-0.00224427297452757,0,0,0.0249490077229102,0,0,0,0.0400377939523212,0,0,0,0,0,0,0,0,-0.00915333571919828,0.0480206818709658,0,0,0,0.185787875610214,0,0
X600372.SH,0,0,-0.24656579674687,0,0,0.0127452280532173,-0.100472974756731,-0.0763422769562208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.023359252414582,0,0.372156959535377,0,0,0,0,-0.114286533650236,0,0,0.430048050703346,0,0.0331220206096729,0,0,0,0,0,0,0,0,0.0681309464483352,0,0,0,-0.0285917409646819,0.0186707541964606,0,0,0,0,0,0
X300115.SZ,0,0,0,0,0,0,0,0,0,0,-0.342995158282958,-8.67361737988404e-19,0.308231396746888,0,0,0,0,0,0,0.240155537285099,0,0,0,-0.0624431591382572,0,0,0,0,0.148957564000759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0214214116772896,0.29175619939629,0,0,0,0,0,-0.0182614460415207,0,0,0,0,0,0,0
X000559.SZ,0,0,-0.00714402971786828,-0.209692354695866,0,0,0,0,0,0,0,0,0,0,0,0,0.0650937168730646,0,0,0,0,0,0,-0.174351913265693,0,0,0.17071014370248,0,-0.0461465476304995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37167125140888,0.0476494285606411,0,0,-0.0250448648610443,-0.0814021342831987,0,0,0,0,0,0
X002074.SZ,0,0,0,0,-0.112167757954696,0,0,0,-0.0590120571265767,0.148226490888034,0,0,0.12105549864705,0,0.304431308830199,0,0,0,-0.0507416812957324,-0.109704207789797,0.0561776243406668,0.107750145663351,0,0,0,0,0,0,-0.0027168677626518,0.131355821644418,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0204214480710709,0,0,0,0,0,0,0,-0.0323499301851803,0.0363335874118855,0,0,0,0,0,0
X002007.SZ,0,0,0,0,0,0,0,0,-0.124237821345362,0.0196405687706032,0.0387585173882945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.176832875008721,0,0,0,0,0.760024206955864,0,0,0,0,0,0,0,0,0,0,0,0,-0.0395546575549275,0,0,-0.297831020074018,0,0,0.0150988466909916,0,0,0,0,-0.106225421429587,0,0
X000050.SZ,0,0,0,0,0,0.304405440359839,0,0,0,0,0,0,0,0,0,0,0,0.122426159735658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.357093816091441,0,0,0.357893537924466,0,0,-0.151195046836439,0.09218418315946,0,0.122370359348033,0,0,0,0.234864825578853,0,0,-0.00167446048244945,0.0123262653420215,0,0,0,0,0,0
X000066.SZ,0,0,0,0,0,0,0,0,0,0,-0.293462817835817,0,0,0,0,0,0,0,0,0,-0.323003977670588,0,0,0,0,-0.206331985503389,-1.73472347597681e-18,0,0,0,0,0,0,0,0,-0.16892191572332,0,0,0,0.00647741304924616,0,0,0,0,0.480957031119089,0,0,0,0,0,0.0913455662208222,-0.0251809183119895,-0.00112522815903009,0,0,0,0,0,0
X000623.SZ,0,0,-0.049901852507565,0,0,0,0,0,0,-0.0313864087983911,-0.016705257419122,0,0,0,0,0.243479049606285,0,0,0,0,0,0,0,0,0,0,0,-0.0354438691705335,0,0.0580256636041353,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177116130334142,0,0.0476197692505395,0,0,0.0255320781763961,0,0,0.0146383320441376,-0.0159564074241342,0,0,0,0,0,0
Change_TY3M,0,0,0,0.130431382065736,0,0,0,0,0,0,0,0,0,0,0,0.0487370197918175,0,0.115520070591056,0,0,0,0,0,0,0,0,-0.224174019241512,0,0,0,0,0,0,0,0,-0.0920511061846477,0,0,0,0.0436370087370267,0,0.099680063188036,0,0,0,-0.00831187017573993,0,0,0.166717135888127,0,0,0.0247692253487085,-0.0328674826358879,0,0,0,0,0,0
Slope,0,0,0,0,0,0,0,0,0,1.45731582948741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.23141601151287,0,0,0,0,0,-0.148245580142849,0,0,0,-0.0509994471619782,0,0,0,0,0,0,0,0,-0.253683914281491,0,0,0,0,0,0,2.26479887593063,0,0,0,0,0,0
TED,0,0,0,-0.984988378454491,0,0,0,0,0,0,0.261804762698175,0,0,0,0,-0.229586956603834,0,0,0,0.283892128841609,0,0,0,0,0,0,0,0,0,0,0,0,-0.354576238268568,0,0,0,-0.0908737566466023,0,0.100854462005185,0,0.417214027124676,0,0,-0.338430925934593,2.77555756156289e-17,0.26864099039584,0,0.0278143208352271,0.254726990666931,-0.0301645918944502,0,0.163226885700914,0,0,0,0,-0.57855648519301,0,0
RealEstate_excess,0,0,0,0,0,0,0,0.0129978568633846,0,0,0,0,0,0,0,0,0,0,-0.14753062311728,-0.173946839333205,0,0,0,0,0,0,-0.122067808089039,0,0,0,0,0,0,0,0,-0.00684123594965248,0,0,0,0,0.0413955670123202,0,0,0,0.0266038709761506,0,0,0,0.038508393879782,0,0.244432835403788,-0.0422414859048871,0.0708898517165184,0,0,0,0,0,0
