,X600519.SH,X000858.SZ,X000568.SZ,X002415.SZ,X600276.SH,X600809.SH,X002475.SZ,X600690.SH,X000651.SZ,X002304.SZ,X000063.SZ,X300124.SZ,X600104.SH,X000725.SZ,X003816.SZ,X600031.SH,X002371.SZ,X000625.SZ,X000596.SZ,X002129.SZ,X300014.SZ,X000338.SZ,X002179.SZ,X600703.SH,X600089.SH,X000100.SZ,X002049.SZ,X600372.SH,X002236.SZ,X000977.SZ,X600584.SH,X002241.SZ,X000157.SZ,X601877.SH,X000661.SZ,X600741.SH,X600522.SH,X000733.SZ,X600702.SH,X002180.SZ,X002074.SZ,X002463.SZ,X300142.SZ,X600460.SH,X000800.SZ,X002007.SZ,X300003.SZ,X000066.SZ,X000988.SZ,X601799.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.266365282055326,0.170845430841524,0,0.0438196417869238,0,0,0,0.0231142597527567,0,-0.0393287345869863,0,0,0,0,0,0.0236562867600045,0,0,0.066954690795159,0,0,0,0,0,0,0,0,-0.00117223647542079,0,0,0,0,0,0,0,0,0,0.0337691347072805,0,0,-0.0564753265176852,0,0,0,0,0,0,0,0,-0.0269770379447592,0,0.0596447060393547,0,0,0,0,0,0
X000858.SZ,0.0360896069823584,0,0.432328513713281,0,0,0.0436428498639349,0,0.0232515060643281,0.106573315012505,0.0111075497662621,0,0,0,0,0,0.0985067058422539,0,0,0,0,0,0,0,0,0,0,0,0,-0.0195911477477754,-0.0158168558524769,0,0,0,0,0,0,0,0,0.159576555496753,0,0,0,0,0,0,0,0,0,-0.00334537458313692,0,0.0415785898612301,0,0,0,0,0,0,0,0
X000568.SZ,0,0.279814249622643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0691895978340154,0,0.117018822767124,0,0,0,0,-0.0445883613775266,0,0,0,0,0,-0.00979877415436693,0,0,0,0,0,0,0,0,0.437047540594763,0,0,0,0,0,0,0,0,0,-0.0588206705164357,-0.0488247989359105,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0.0488125329145563,0,0,0,0,0,0,0,-0.0668503914139135,0,0,0,0,0.170385510190098,0,-0.230075522234982,0.0247059674039237,0,0.146703943875972,0,0,0.330439917679736,0,0,0,0,0.327890144916109,-0.0159389065214049,0,0,0,0,0,0,-0.0518450998931489,0,0,0.0927464360091983,0,-0.0320794316686636,0,0,0,0,0,0,0,0.0740277095272688,0,6.93889390390723e-18,-0.0380749260537141,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.0758105720805626,0,0,0,0,0,0,0,0,0,0.14400529439104,0,0,0,0,0,-0.196365969876197,0,0,0.0522828905035099,0,0.018615194299121,0.0473288283710442,0,0,0,0,0,0,0.134203659421578,0.0538338809983993,-0.00895086703708616,0,0,-0.258144095948967,0,0,0,0,0,0,0.108570799278631,0,0,0.0117833731220125,0,0,0,0,0,0,0
X600809.SH,0,0,6.93889390390723e-18,0,0,0,0,0,0.0175695568121008,0.283803666249381,0,0,0,0,0,0,0,0,0,0,0.0211919605351768,-0.00943019763569885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0834173238769417,0,0.068644904203522,-0.0516982814760915,0,0,0,0,0,-0.295535351172039,0,0,0,0,0.403637100406236,0,0.121857950078367,0,0,0,0,0,0
X002475.SZ,0,0,0,0.119996453308134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133570957285617,0,0,0,0.0489349736763708,0,0,0,0,0.0290268403576631,0,0.310940658411819,0.485331403071115,0,0,0,0,0,0,0.0175108131794068,0,0,0,0,0,0,0,0,0,0.142308959441988,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.18085941380777,0,0,0,0.180659978179325,0,0,0,0,0.0773420289236424,0,0.0414269256418199,0,0,0,0,0.0596943320476536,0,0,0,0,0,0,0,0,0.0492865643768049,0,0,0.0633171826799123,0,0,0,0,0,0,0,0.0530497255351013,-0.0798654860522918,0.11174579954513,0,0,0,0,0,0,0,0,0.0575082863590464,0,0,0,0,0,0,0
X000651.SZ,0,0.0932429557701691,0,0,0,0,0,0.0473401723218737,0,0,0.0116139228753715,0,0,0,0,0,0,0.0852057649854532,0,0.107608837455842,0,-0.65627454715604,0,-0.0692938652852113,0,0,0,0,0,-0.0941522103423437,0,0,0,0,0,0,0,0,0.19735910221015,0,0,0,0,0,0,0,0,0.194898688621955,0,-1.0842021724855e-19,0,0.0342138458705897,-0.0986766080918975,0,0,0,0,0,0
X002304.SZ,0,0.0161135679154168,0.422176880678675,0,0,0.0328853119014198,0,0,0.0621291484846027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0260675027406155,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0.0449930843118398,0,0,0,0,0,0,0,0,0.069209822641848,0,0,0,0,0,0,0,0
